Radionuclide	C-11
Route of Intake	Inhalation
Material	Aerosols Barium carbonate, fA=0.99
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	7.1E-2	4.7E-3	4.2E-3	1.6E-3
0.083333	6.2E-3	3.6E-4	1.9E-4	1.3E-4
0.125	5.9E-4	3.2E-5	1.5E-5	1.3E-5
0.25	7.3E-7	4.1E-8	8.9E-9	1.8E-8
0.375	1.2E-9	-	-	-
