Radionuclide	Ta-183
Route of Intake	Injection
Material	Injection, fA=1E-3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.9E-1	-	-	6.3E-2	6.6E-2	9.1E-2
0.083333	9.7E-1	-	-	5.8E-2	6.4E-2	8.5E-2
0.125	9.5E-1	-	-	5.5E-2	6.3E-2	8.2E-2
0.25	8.9E-1	-	-	5.0E-2	6.2E-2	7.6E-2
0.375	8.5E-1	-	-	4.8E-2	6.2E-2	7.5E-2
0.5	8.2E-1	-	-	4.7E-2	6.3E-2	7.4E-2
0.625	7.9E-1	-	-	4.6E-2	6.5E-2	7.4E-2
0.75	7.6E-1	-	-	4.5E-2	6.6E-2	7.4E-2
0.875	7.4E-1	-	-	4.4E-2	6.7E-2	7.4E-2
1	7.2E-1	1.5E-1	1.9E-3	4.3E-2	6.7E-2	7.4E-2
1.125	6.9E-1	-	-	4.2E-2	6.8E-2	7.4E-2
1.25	6.7E-1	-	-	4.1E-2	6.9E-2	7.4E-2
1.375	6.5E-1	-	-	3.9E-2	6.9E-2	7.4E-2
1.5	6.3E-1	-	-	3.8E-2	7.0E-2	7.3E-2
1.625	6.1E-1	-	-	3.7E-2	7.0E-2	7.3E-2
1.75	5.9E-1	-	-	3.6E-2	7.1E-2	7.2E-2
1.875	5.7E-1	-	-	3.4E-2	7.1E-2	7.2E-2
2	5.6E-1	6.2E-2	6.8E-3	3.3E-2	7.1E-2	7.1E-2
2.25	5.2E-1	-	-	3.1E-2	7.1E-2	7.0E-2
2.5	4.9E-1	-	-	2.8E-2	7.1E-2	6.9E-2
2.75	4.6E-1	-	-	2.6E-2	7.1E-2	6.7E-2
3	4.4E-1	4.3E-2	6.8E-3	2.4E-2	7.0E-2	6.6E-2
3.25	4.1E-1	-	-	2.2E-2	7.0E-2	6.4E-2
3.5	3.9E-1	-	-	2.1E-2	6.9E-2	6.2E-2
3.75	3.7E-1	-	-	1.9E-2	6.8E-2	6.1E-2
4	3.5E-1	2.9E-2	5.4E-3	1.7E-2	6.7E-2	5.9E-2
4.25	3.3E-1	-	-	1.6E-2	6.6E-2	5.7E-2
4.5	3.1E-1	-	-	1.5E-2	6.5E-2	5.6E-2
4.75	2.9E-1	-	-	1.4E-2	6.4E-2	5.4E-2
5	2.8E-1	2.0E-2	4.1E-3	1.3E-2	6.3E-2	5.2E-2
5.5	2.5E-1	-	-	1.1E-2	6.0E-2	4.9E-2
6	2.3E-1	1.4E-2	3.0E-3	9.1E-3	5.8E-2	4.6E-2
6.5	2.0E-1	-	-	7.7E-3	5.5E-2	4.3E-2
7	1.8E-1	9.8E-3	2.2E-3	6.6E-3	5.2E-2	4.0E-2
7.5	1.7E-1	-	-	5.6E-3	5.0E-2	3.8E-2
8	1.5E-1	6.8E-3	1.6E-3	4.8E-3	4.7E-2	3.5E-2
8.5	1.4E-1	-	-	4.1E-3	4.4E-2	3.3E-2
9	1.3E-1	4.7E-3	1.2E-3	3.5E-3	4.2E-2	3.1E-2
9.5	1.2E-1	-	-	2.9E-3	4.0E-2	2.8E-2
10	1.1E-1	3.3E-3	8.4E-4	2.5E-3	3.7E-2	2.7E-2
11	9.1E-2	2.3E-3	6.1E-4	1.8E-3	3.3E-2	2.3E-2
12	7.7E-2	1.6E-3	4.3E-4	1.4E-3	2.9E-2	2.0E-2
13	6.6E-2	1.2E-3	3.1E-4	1.0E-3	2.6E-2	1.7E-2
14	5.6E-2	8.3E-4	2.2E-4	7.6E-4	2.3E-2	1.5E-2
15	4.8E-2	5.9E-4	1.6E-4	5.8E-4	2.0E-2	1.3E-2
16	4.2E-2	4.3E-4	1.1E-4	4.4E-4	1.7E-2	1.1E-2
17	3.6E-2	3.1E-4	8.2E-5	3.4E-4	1.5E-2	9.9E-3
18	3.1E-2	2.3E-4	5.9E-5	2.7E-4	1.3E-2	8.6E-3
19	2.7E-2	1.7E-4	4.3E-5	2.1E-4	1.2E-2	7.5E-3
20	2.3E-2	1.3E-4	3.1E-5	1.7E-4	1.0E-2	6.5E-3
21	2.0E-2	9.8E-5	2.3E-5	1.4E-4	8.9E-3	5.6E-3
22	1.8E-2	7.6E-5	1.7E-5	1.1E-4	7.8E-3	4.9E-3
23	1.5E-2	5.9E-5	1.3E-5	9.3E-5	6.8E-3	4.3E-3
24	1.3E-2	4.7E-5	9.7E-6	7.8E-5	6.0E-3	3.7E-3
25	1.2E-2	3.7E-5	7.5E-6	6.5E-5	5.2E-3	3.2E-3
26	1.0E-2	3.0E-5	5.8E-6	5.5E-5	4.6E-3	2.8E-3
27	8.8E-3	2.5E-5	4.5E-6	4.6E-5	4.0E-3	2.4E-3
28	7.6E-3	2.0E-5	3.6E-6	3.9E-5	3.5E-3	2.1E-3
29	6.6E-3	1.7E-5	2.9E-6	3.4E-5	3.1E-3	1.8E-3
30	5.8E-3	1.4E-5	2.3E-6	2.9E-5	2.7E-3	1.6E-3
31	5.0E-3	1.2E-5	1.9E-6	2.5E-5	2.3E-3	1.4E-3
32	4.4E-3	1.0E-5	1.6E-6	2.1E-5	2.0E-3	1.2E-3
33	3.8E-3	8.6E-6	1.3E-6	1.8E-5	1.8E-3	1.1E-3
34	3.3E-3	7.4E-6	1.1E-6	1.6E-5	1.6E-3	9.2E-4
35	2.9E-3	6.3E-6	9.3E-7	1.4E-5	1.4E-3	8.0E-4
36	2.5E-3	5.4E-6	7.9E-7	1.2E-5	1.2E-3	6.9E-4
37	2.2E-3	4.7E-6	6.8E-7	1.0E-5	1.0E-3	6.0E-4
38	1.9E-3	4.0E-6	5.8E-7	8.7E-6	9.1E-4	5.2E-4
39	1.7E-3	3.5E-6	4.9E-7	7.6E-6	7.9E-4	4.6E-4
40	1.4E-3	3.0E-6	4.3E-7	6.5E-6	6.9E-4	4.0E-4
41	1.3E-3	2.6E-6	3.7E-7	5.7E-6	6.0E-4	3.5E-4
42	1.1E-3	2.2E-6	3.2E-7	4.9E-6	5.3E-4	3.0E-4
43	9.6E-4	1.9E-6	2.7E-7	4.2E-6	4.6E-4	2.6E-4
44	8.3E-4	1.7E-6	2.4E-7	3.7E-6	4.0E-4	2.3E-4
45	7.3E-4	1.5E-6	2.0E-7	3.2E-6	3.5E-4	2.0E-4
46	6.3E-4	1.3E-6	1.8E-7	2.7E-6	3.1E-4	1.7E-4
47	5.5E-4	1.1E-6	1.5E-7	2.4E-6	2.7E-4	1.5E-4
48	4.8E-4	9.5E-7	1.3E-7	2.1E-6	2.3E-4	1.3E-4
49	4.2E-4	8.3E-7	1.1E-7	1.8E-6	2.1E-4	1.1E-4
50	3.6E-4	7.2E-7	9.9E-8	1.5E-6	1.8E-4	9.8E-5
51	3.2E-4	6.2E-7	8.6E-8	1.3E-6	1.6E-4	8.6E-5
52	2.8E-4	5.4E-7	7.5E-8	1.2E-6	1.4E-4	7.4E-5
53	2.4E-4	4.7E-7	6.5E-8	1.0E-6	1.2E-4	6.5E-5
54	2.1E-4	4.1E-7	5.6E-8	8.7E-7	1.0E-4	5.6E-5
55	1.8E-4	3.5E-7	4.9E-8	7.5E-7	9.1E-5	4.9E-5
56	1.6E-4	3.1E-7	4.2E-8	6.5E-7	8.0E-5	4.3E-5
57	1.4E-4	2.7E-7	3.7E-8	5.7E-7	7.0E-5	3.7E-5
58	1.2E-4	2.3E-7	3.2E-8	4.9E-7	6.1E-5	3.2E-5
59	1.0E-4	2.0E-7	2.8E-8	4.2E-7	5.3E-5	2.8E-5
60	9.1E-5	1.7E-7	2.4E-8	3.7E-7	4.6E-5	2.4E-5
61	8.0E-5	1.5E-7	2.1E-8	3.2E-7	4.1E-5	2.1E-5
62	6.9E-5	1.3E-7	1.8E-8	2.8E-7	3.5E-5	1.8E-5
63	6.0E-5	1.1E-7	1.6E-8	2.4E-7	3.1E-5	1.6E-5
64	5.3E-5	9.9E-8	1.4E-8	2.1E-7	2.7E-5	1.4E-5
65	4.6E-5	8.6E-8	1.2E-8	1.8E-7	2.4E-5	1.2E-5
66	4.0E-5	7.4E-8	1.0E-8	1.6E-7	2.1E-5	1.1E-5
67	3.5E-5	6.5E-8	8.9E-9	1.3E-7	1.8E-5	9.2E-6
68	3.0E-5	5.6E-8	7.7E-9	1.2E-7	1.6E-5	8.0E-6
69	2.6E-5	4.9E-8	6.7E-9	1.0E-7	1.4E-5	6.9E-6
70	2.3E-5	4.2E-8	5.8E-9	8.8E-8	1.2E-5	6.0E-6
71	2.0E-5	3.7E-8	5.1E-9	7.6E-8	1.0E-5	5.2E-6
72	1.7E-5	3.2E-8	4.4E-9	6.6E-8	9.2E-6	4.6E-6
73	1.5E-5	2.8E-8	3.8E-9	5.7E-8	8.0E-6	4.0E-6
74	1.3E-5	2.4E-8	3.3E-9	4.9E-8	7.0E-6	3.4E-6
75	1.2E-5	2.1E-8	2.9E-9	4.3E-8	6.1E-6	3.0E-6
76	1.0E-5	1.8E-8	2.5E-9	3.7E-8	5.3E-6	2.6E-6
77	8.8E-6	1.6E-8	2.2E-9	3.2E-8	4.7E-6	2.3E-6
78	7.6E-6	1.4E-8	1.9E-9	2.8E-8	4.1E-6	2.0E-6
79	6.6E-6	1.2E-8	1.6E-9	2.4E-8	3.6E-6	1.7E-6
80	5.8E-6	1.0E-8	1.4E-9	2.1E-8	3.1E-6	1.5E-6
81	5.0E-6	8.9E-9	1.2E-9	1.8E-8	2.7E-6	1.3E-6
82	4.4E-6	7.7E-9	1.1E-9	1.6E-8	2.4E-6	1.1E-6
83	3.8E-6	6.7E-9	9.3E-10	1.4E-8	2.1E-6	9.8E-7
84	3.3E-6	5.8E-9	8.1E-10	1.2E-8	1.8E-6	8.5E-7
85	2.9E-6	5.1E-9	7.0E-10	1.0E-8	1.6E-6	7.4E-7
86	2.5E-6	4.4E-9	6.1E-10	8.8E-9	1.4E-6	6.5E-7
87	2.2E-6	3.8E-9	5.3E-10	7.7E-9	1.2E-6	5.6E-7
88	1.9E-6	3.3E-9	4.6E-10	6.6E-9	1.1E-6	4.9E-7
89	1.7E-6	2.9E-9	4.0E-10	5.7E-9	9.2E-7	4.2E-7
90	1.5E-6	2.5E-9	3.5E-10	5.0E-9	8.0E-7	3.7E-7
91	1.3E-6	2.2E-9	3.0E-10	4.3E-9	7.0E-7	3.2E-7
92	1.1E-6	1.9E-9	2.6E-10	3.7E-9	6.1E-7	2.8E-7
93	9.6E-7	1.6E-9	2.3E-10	3.2E-9	5.3E-7	2.4E-7
94	8.4E-7	1.4E-9	2.0E-10	2.8E-9	4.7E-7	2.1E-7
95	7.3E-7	1.2E-9	1.7E-10	2.4E-9	4.1E-7	1.8E-7
96	6.4E-7	1.1E-9	1.5E-10	2.1E-9	3.6E-7	1.6E-7
97	5.6E-7	9.3E-10	1.3E-10	1.8E-9	3.1E-7	1.4E-7
98	4.8E-7	8.1E-10	1.1E-10	1.6E-9	2.7E-7	1.2E-7
99	4.2E-7	7.0E-10	-	1.4E-9	2.4E-7	1.1E-7
100	3.7E-7	6.1E-10	-	1.2E-9	2.1E-7	9.1E-8
110	9.3E-8	1.5E-10	-	2.8E-10	5.3E-8	2.3E-8
120	2.3E-8	-	-	-	1.4E-8	5.6E-9
130	5.9E-9	-	-	-	3.6E-9	1.4E-9
140	1.5E-9	-	-	-	9.2E-10	3.4E-10
150	3.8E-10	-	-	-	2.4E-10	-
