Radionuclide	Si-32
Route of Intake	Ingestion
Material	Silicon dioxide and silicates, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.0E+0	-	-	1.0E+0	4.8E-5	7.0E-5
0.083333	1.0E+0	-	-	1.0E+0	1.3E-4	1.9E-4
0.125	1.0E+0	-	-	1.0E+0	2.0E-4	3.0E-4
0.25	1.0E+0	-	-	9.9E-1	2.9E-4	4.7E-4
0.375	9.8E-1	-	-	9.8E-1	2.9E-4	4.9E-4
0.5	9.6E-1	-	-	9.6E-1	2.8E-4	4.6E-4
0.625	9.3E-1	-	-	9.3E-1	2.7E-4	4.3E-4
0.75	8.9E-1	-	-	8.9E-1	2.5E-4	3.9E-4
0.875	8.4E-1	-	-	8.3E-1	2.5E-4	3.5E-4
1	7.8E-1	8.0E-3	2.1E-1	7.8E-1	2.4E-4	3.2E-4
1.125	7.2E-1	-	-	7.1E-1	2.3E-4	2.9E-4
1.25	6.5E-1	-	-	6.5E-1	2.2E-4	2.7E-4
1.375	5.9E-1	-	-	5.8E-1	2.2E-4	2.4E-4
1.5	5.2E-1	-	-	5.2E-1	2.1E-4	2.2E-4
1.625	4.6E-1	-	-	4.6E-1	2.1E-4	2.0E-4
1.75	4.1E-1	-	-	4.1E-1	2.0E-4	1.8E-4
1.875	3.6E-1	-	-	3.6E-1	1.9E-4	1.7E-4
2	3.1E-1	6.8E-4	4.7E-1	3.1E-1	1.9E-4	1.5E-4
2.25	2.3E-1	-	-	2.3E-1	1.8E-4	1.3E-4
2.5	1.7E-1	-	-	1.7E-1	1.7E-4	1.1E-4
2.75	1.2E-1	-	-	1.2E-1	1.6E-4	9.0E-5
3	8.7E-2	3.4E-4	2.2E-1	8.6E-2	1.5E-4	7.6E-5
3.25	6.1E-2	-	-	6.0E-2	1.4E-4	6.5E-5
3.5	4.3E-2	-	-	4.2E-2	1.3E-4	5.6E-5
3.75	3.0E-2	-	-	2.9E-2	1.2E-4	4.8E-5
4	2.0E-2	2.3E-4	6.6E-2	2.0E-2	1.2E-4	4.1E-5
4.25	1.4E-2	-	-	1.3E-2	1.1E-4	3.6E-5
4.5	9.7E-3	-	-	9.1E-3	1.0E-4	3.1E-5
4.75	6.7E-3	-	-	6.1E-3	9.7E-5	2.8E-5
5	4.6E-3	1.7E-4	1.6E-2	4.1E-3	9.1E-5	2.5E-5
5.5	2.3E-3	-	-	1.8E-3	8.0E-5	1.9E-5
6	1.2E-3	1.2E-4	3.3E-3	7.9E-4	7.1E-5	1.6E-5
6.5	7.0E-4	-	-	3.4E-4	6.3E-5	1.3E-5
7	4.7E-4	9.4E-5	6.4E-4	1.5E-4	5.6E-5	1.1E-5
7.5	3.5E-4	-	-	6.5E-5	4.9E-5	9.2E-6
8	2.8E-4	7.2E-5	1.2E-4	2.9E-5	4.4E-5	7.9E-6
8.5	2.3E-4	-	-	1.4E-5	3.9E-5	6.8E-6
9	2.0E-4	5.6E-5	2.1E-5	7.7E-6	3.4E-5	5.9E-6
9.5	1.8E-4	-	-	4.8E-6	3.1E-5	5.1E-6
10	1.5E-4	4.3E-5	3.6E-6	3.4E-6	2.7E-5	4.5E-6
11	1.2E-4	3.4E-5	6.7E-7	2.2E-6	2.1E-5	3.4E-6
12	9.4E-5	2.6E-5	1.6E-7	1.7E-6	1.7E-5	2.6E-6
13	7.3E-5	2.0E-5	6.6E-8	1.3E-6	1.4E-5	2.0E-6
14	5.7E-5	1.6E-5	4.2E-8	1.0E-6	1.1E-5	1.6E-6
15	4.5E-5	1.2E-5	3.1E-8	7.7E-7	8.9E-6	1.2E-6
16	3.5E-5	9.6E-6	2.4E-8	6.0E-7	7.3E-6	9.6E-7
17	2.8E-5	7.5E-6	1.8E-8	4.7E-7	6.0E-6	7.5E-7
18	2.2E-5	5.8E-6	1.4E-8	3.6E-7	5.1E-6	5.8E-7
19	1.8E-5	4.5E-6	1.1E-8	2.8E-7	4.3E-6	4.5E-7
20	1.4E-5	3.5E-6	8.6E-9	2.2E-7	3.7E-6	3.5E-7
21	1.1E-5	2.7E-6	6.7E-9	1.7E-7	3.3E-6	2.7E-7
22	9.1E-6	2.1E-6	5.2E-9	1.3E-7	2.9E-6	2.1E-7
23	7.5E-6	1.7E-6	4.1E-9	1.0E-7	2.6E-6	1.7E-7
24	6.2E-6	1.3E-6	3.2E-9	8.1E-8	2.4E-6	1.3E-7
25	5.2E-6	1.0E-6	2.5E-9	6.3E-8	2.3E-6	1.0E-7
26	4.4E-6	7.8E-7	1.9E-9	4.9E-8	2.1E-6	7.8E-8
27	3.8E-6	6.1E-7	1.5E-9	3.8E-8	2.0E-6	6.1E-8
28	3.3E-6	4.7E-7	1.2E-9	3.0E-8	1.9E-6	4.7E-8
29	3.0E-6	3.7E-7	9.0E-10	2.3E-8	1.9E-6	3.7E-8
30	2.7E-6	2.9E-7	7.0E-10	1.8E-8	1.8E-6	2.9E-8
31	2.5E-6	2.2E-7	5.5E-10	1.4E-8	1.8E-6	2.2E-8
32	2.3E-6	1.7E-7	4.3E-10	1.1E-8	1.8E-6	1.7E-8
33	2.1E-6	1.3E-7	3.3E-10	8.4E-9	1.7E-6	1.3E-8
34	2.0E-6	1.0E-7	2.6E-10	6.6E-9	1.7E-6	1.0E-8
35	2.0E-6	8.2E-8	2.0E-10	5.1E-9	1.7E-6	8.2E-9
36	1.9E-6	6.4E-8	1.6E-10	4.0E-9	1.7E-6	6.4E-9
37	1.8E-6	5.0E-8	1.2E-10	3.1E-9	1.7E-6	5.0E-9
38	1.8E-6	3.9E-8	-	2.4E-9	1.7E-6	3.9E-9
39	1.8E-6	3.0E-8	-	1.9E-9	1.7E-6	3.0E-9
40	1.7E-6	2.4E-8	-	1.5E-9	1.7E-6	2.4E-9
41	1.7E-6	1.8E-8	-	1.1E-9	1.7E-6	1.8E-9
42	1.7E-6	1.4E-8	-	8.9E-10	1.7E-6	1.4E-9
43	1.7E-6	1.1E-8	-	7.0E-10	1.7E-6	1.1E-9
44	1.7E-6	8.9E-9	-	5.4E-10	1.7E-6	8.9E-10
45	1.7E-6	7.1E-9	-	4.2E-10	1.7E-6	7.0E-10
46	1.7E-6	5.6E-9	-	3.3E-10	1.7E-6	5.5E-10
47	1.7E-6	4.5E-9	-	2.6E-10	1.7E-6	4.4E-10
48	1.7E-6	3.6E-9	-	2.1E-10	1.7E-6	3.5E-10
49	1.7E-6	2.9E-9	-	1.6E-10	1.7E-6	2.8E-10
50	1.7E-6	2.4E-9	-	1.3E-10	1.7E-6	2.3E-10
51	1.7E-6	1.9E-9	-	1.0E-10	1.7E-6	1.9E-10
52	1.7E-6	1.6E-9	-	-	1.7E-6	1.6E-10
53	1.7E-6	1.4E-9	-	-	1.7E-6	1.3E-10
54	1.7E-6	1.2E-9	-	-	1.7E-6	1.1E-10
55	1.7E-6	1.0E-9	-	-	1.7E-6	-
56	1.7E-6	8.9E-10	-	-	1.7E-6	-
57	1.7E-6	8.0E-10	-	-	1.7E-6	-
58	1.7E-6	7.2E-10	-	-	1.7E-6	-
59	1.7E-6	6.7E-10	-	-	1.7E-6	-
60	1.7E-6	6.2E-10	-	-	1.7E-6	-
61	1.7E-6	5.9E-10	-	-	1.7E-6	-
62	1.7E-6	5.6E-10	-	-	1.7E-6	-
63	1.7E-6	5.4E-10	-	-	1.7E-6	-
64	1.7E-6	5.3E-10	-	-	1.7E-6	-
65	1.7E-6	5.1E-10	-	-	1.7E-6	-
66	1.7E-6	5.0E-10	-	-	1.7E-6	-
67	1.7E-6	5.0E-10	-	-	1.7E-6	-
68	1.7E-6	4.9E-10	-	-	1.7E-6	-
69	1.7E-6	4.9E-10	-	-	1.7E-6	-
70	1.7E-6	4.8E-10	-	-	1.7E-6	-
71	1.7E-6	4.8E-10	-	-	1.7E-6	-
72	1.7E-6	4.8E-10	-	-	1.7E-6	-
73	1.7E-6	4.8E-10	-	-	1.7E-6	-
74	1.7E-6	4.7E-10	-	-	1.7E-6	-
75	1.7E-6	4.7E-10	-	-	1.7E-6	-
76	1.7E-6	4.7E-10	-	-	1.6E-6	-
77	1.6E-6	4.7E-10	-	-	1.6E-6	-
78	1.6E-6	4.7E-10	-	-	1.6E-6	-
79	1.6E-6	4.7E-10	-	-	1.6E-6	-
80	1.6E-6	4.7E-10	-	-	1.6E-6	-
81	1.6E-6	4.7E-10	-	-	1.6E-6	-
82	1.6E-6	4.7E-10	-	-	1.6E-6	-
83	1.6E-6	4.7E-10	-	-	1.6E-6	-
