Radionuclide	Si-32
Route of Intake	Injection
Material	Injection, fA=0.5
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.4E-1	-	-	4.7E-2	5.5E-2	8.4E-2
0.083333	8.2E-1	-	-	3.3E-2	4.6E-2	7.3E-2
0.125	6.9E-1	-	-	2.3E-2	3.9E-2	6.5E-2
0.25	4.1E-1	-	-	9.5E-3	3.0E-2	5.2E-2
0.375	2.8E-1	-	-	5.7E-3	2.7E-2	4.5E-2
0.5	2.3E-1	-	-	4.5E-3	2.5E-2	4.0E-2
0.625	2.0E-1	-	-	4.0E-3	2.5E-2	3.6E-2
0.75	1.9E-1	-	-	3.8E-3	2.4E-2	3.3E-2
0.875	1.8E-1	-	-	3.6E-3	2.3E-2	3.0E-2
1	1.7E-1	8.3E-1	3.7E-4	3.5E-3	2.3E-2	2.7E-2
1.125	1.6E-1	-	-	3.3E-3	2.2E-2	2.5E-2
1.25	1.5E-1	-	-	3.1E-3	2.1E-2	2.2E-2
1.375	1.5E-1	-	-	3.0E-3	2.1E-2	2.0E-2
1.5	1.4E-1	-	-	2.8E-3	2.0E-2	1.9E-2
1.625	1.4E-1	-	-	2.7E-3	2.0E-2	1.7E-2
1.75	1.3E-1	-	-	2.6E-3	1.9E-2	1.5E-2
1.875	1.2E-1	-	-	2.4E-3	1.8E-2	1.4E-2
2	1.2E-1	4.9E-2	6.7E-4	2.3E-3	1.8E-2	1.3E-2
2.25	1.1E-1	-	-	2.1E-3	1.7E-2	1.1E-2
2.5	1.0E-1	-	-	1.9E-3	1.6E-2	9.2E-3
2.75	9.5E-2	-	-	1.8E-3	1.5E-2	7.7E-3
3	8.9E-2	3.1E-2	3.3E-4	1.6E-3	1.4E-2	6.6E-3
3.25	8.2E-2	-	-	1.5E-3	1.3E-2	5.6E-3
3.5	7.7E-2	-	-	1.4E-3	1.2E-2	4.9E-3
3.75	7.2E-2	-	-	1.3E-3	1.2E-2	4.2E-3
4	6.7E-2	2.1E-2	1.3E-4	1.2E-3	1.1E-2	3.6E-3
4.25	6.3E-2	-	-	1.1E-3	1.0E-2	3.2E-3
4.5	5.9E-2	-	-	1.0E-3	9.7E-3	2.8E-3
4.75	5.5E-2	-	-	9.7E-4	9.2E-3	2.5E-3
5	5.1E-2	1.6E-2	5.9E-5	9.1E-4	8.6E-3	2.2E-3
5.5	4.5E-2	-	-	8.0E-4	7.6E-3	1.8E-3
6	4.0E-2	1.2E-2	3.4E-5	7.0E-4	6.7E-3	1.4E-3
6.5	3.5E-2	-	-	6.2E-4	6.0E-3	1.2E-3
7	3.1E-2	8.9E-3	2.3E-5	5.5E-4	5.3E-3	1.0E-3
7.5	2.7E-2	-	-	4.8E-4	4.7E-3	8.6E-4
8	2.4E-2	6.8E-3	1.7E-5	4.3E-4	4.1E-3	7.4E-4
8.5	2.1E-2	-	-	3.7E-4	3.7E-3	6.4E-4
9	1.9E-2	5.3E-3	1.3E-5	3.3E-4	3.3E-3	5.5E-4
9.5	1.6E-2	-	-	2.9E-4	2.9E-3	4.8E-4
10	1.5E-2	4.1E-3	1.0E-5	2.6E-4	2.6E-3	4.2E-4
11	1.1E-2	3.2E-3	7.9E-6	2.0E-4	2.0E-3	3.2E-4
12	8.9E-3	2.5E-3	6.1E-6	1.6E-4	1.6E-3	2.5E-4
13	6.9E-3	1.9E-3	4.8E-6	1.2E-4	1.3E-3	1.9E-4
14	5.4E-3	1.5E-3	3.7E-6	9.4E-5	1.0E-3	1.5E-4
15	4.3E-3	1.2E-3	2.9E-6	7.3E-5	8.5E-4	1.2E-4
16	3.4E-3	9.1E-4	2.2E-6	5.7E-5	7.0E-4	9.1E-5
17	2.6E-3	7.1E-4	1.7E-6	4.4E-5	5.8E-4	7.1E-5
18	2.1E-3	5.5E-4	1.4E-6	3.5E-5	4.9E-4	5.5E-5
19	1.7E-3	4.3E-4	1.1E-6	2.7E-5	4.2E-4	4.3E-5
20	1.3E-3	3.3E-4	8.2E-7	2.1E-5	3.6E-4	3.3E-5
21	1.1E-3	2.6E-4	6.4E-7	1.6E-5	3.2E-4	2.6E-5
22	8.7E-4	2.0E-4	5.0E-7	1.3E-5	2.9E-4	2.0E-5
23	7.2E-4	1.6E-4	3.9E-7	9.8E-6	2.6E-4	1.6E-5
24	5.9E-4	1.2E-4	3.0E-7	7.7E-6	2.4E-4	1.2E-5
25	5.0E-4	9.5E-5	2.3E-7	6.0E-6	2.2E-4	9.5E-6
26	4.3E-4	7.4E-5	1.8E-7	4.6E-6	2.1E-4	7.4E-6
27	3.7E-4	5.7E-5	1.4E-7	3.6E-6	2.0E-4	5.7E-6
28	3.2E-4	4.5E-5	1.1E-7	2.8E-6	1.9E-4	4.5E-6
29	2.9E-4	3.5E-5	8.5E-8	2.2E-6	1.9E-4	3.5E-6
30	2.6E-4	2.7E-5	6.7E-8	1.7E-6	1.8E-4	2.7E-6
31	2.4E-4	2.1E-5	5.2E-8	1.3E-6	1.8E-4	2.1E-6
32	2.2E-4	1.6E-5	4.0E-8	1.0E-6	1.8E-4	1.6E-6
33	2.1E-4	1.3E-5	3.1E-8	8.0E-7	1.7E-4	1.3E-6
34	2.0E-4	9.9E-6	2.4E-8	6.2E-7	1.7E-4	9.9E-7
35	1.9E-4	7.7E-6	1.9E-8	4.8E-7	1.7E-4	7.7E-7
36	1.9E-4	6.0E-6	1.5E-8	3.8E-7	1.7E-4	6.0E-7
37	1.8E-4	4.7E-6	1.2E-8	2.9E-7	1.7E-4	4.7E-7
38	1.8E-4	3.7E-6	9.0E-9	2.3E-7	1.7E-4	3.7E-7
39	1.8E-4	2.9E-6	7.0E-9	1.8E-7	1.7E-4	2.9E-7
40	1.7E-4	2.2E-6	5.5E-9	1.4E-7	1.7E-4	2.2E-7
41	1.7E-4	1.8E-6	4.3E-9	1.1E-7	1.7E-4	1.7E-7
42	1.7E-4	1.4E-6	3.3E-9	8.4E-8	1.7E-4	1.4E-7
43	1.7E-4	1.1E-6	2.6E-9	6.6E-8	1.7E-4	1.1E-7
44	1.7E-4	8.5E-7	2.1E-9	5.1E-8	1.7E-4	8.4E-8
45	1.7E-4	6.7E-7	1.6E-9	4.0E-8	1.7E-4	6.7E-8
46	1.7E-4	5.3E-7	1.3E-9	3.2E-8	1.7E-4	5.3E-8
47	1.7E-4	4.2E-7	1.0E-9	2.5E-8	1.7E-4	4.2E-8
48	1.7E-4	3.4E-7	8.0E-10	1.9E-8	1.7E-4	3.4E-8
49	1.7E-4	2.8E-7	6.4E-10	1.5E-8	1.7E-4	2.7E-8
50	1.7E-4	2.3E-7	5.2E-10	1.2E-8	1.7E-4	2.2E-8
51	1.7E-4	1.9E-7	4.2E-10	9.7E-9	1.7E-4	1.8E-8
52	1.7E-4	1.5E-7	3.5E-10	7.8E-9	1.7E-4	1.5E-8
53	1.7E-4	1.3E-7	2.9E-10	6.3E-9	1.7E-4	1.3E-8
54	1.7E-4	1.1E-7	2.4E-10	5.1E-9	1.7E-4	1.1E-8
55	1.7E-4	9.8E-8	2.1E-10	4.2E-9	1.7E-4	9.2E-9
56	1.7E-4	8.7E-8	1.8E-10	3.5E-9	1.7E-4	8.1E-9
57	1.7E-4	7.8E-8	1.6E-10	2.9E-9	1.7E-4	7.2E-9
58	1.7E-4	7.1E-8	1.4E-10	2.5E-9	1.7E-4	6.5E-9
59	1.7E-4	6.6E-8	1.3E-10	2.2E-9	1.7E-4	6.0E-9
60	1.7E-4	6.2E-8	1.2E-10	1.9E-9	1.7E-4	5.6E-9
61	1.7E-4	5.8E-8	1.1E-10	1.7E-9	1.7E-4	5.3E-9
62	1.7E-4	5.6E-8	1.0E-10	1.6E-9	1.7E-4	5.0E-9
63	1.7E-4	5.4E-8	-	1.4E-9	1.7E-4	4.8E-9
64	1.7E-4	5.2E-8	-	1.3E-9	1.7E-4	4.7E-9
65	1.7E-4	5.1E-8	-	1.3E-9	1.7E-4	4.6E-9
66	1.7E-4	5.0E-8	-	1.2E-9	1.7E-4	4.5E-9
67	1.7E-4	5.0E-8	-	1.2E-9	1.7E-4	4.4E-9
68	1.7E-4	4.9E-8	-	1.1E-9	1.7E-4	4.3E-9
69	1.7E-4	4.9E-8	-	1.1E-9	1.7E-4	4.3E-9
70	1.7E-4	4.8E-8	-	1.1E-9	1.7E-4	4.3E-9
71	1.7E-4	4.8E-8	-	1.1E-9	1.7E-4	4.2E-9
72	1.7E-4	4.8E-8	-	1.0E-9	1.7E-4	4.2E-9
73	1.7E-4	4.7E-8	-	1.0E-9	1.7E-4	4.2E-9
74	1.7E-4	4.7E-8	-	1.0E-9	1.7E-4	4.2E-9
75	1.7E-4	4.7E-8	-	1.0E-9	1.7E-4	4.2E-9
76	1.7E-4	4.7E-8	-	1.0E-9	1.6E-4	4.2E-9
77	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
78	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
79	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
80	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
81	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
82	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
83	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
84	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
85	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
86	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
87	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
88	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
89	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
90	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
91	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
92	1.6E-4	4.7E-8	-	1.0E-9	1.6E-4	4.1E-9
