Radionuclide	Ho-164m
Route of Intake	Inhalation
Material	Aerosols Type M, fA=1E-4
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	9.9E-2	1.4E-2	6.1E-2	1.1E-4	3.6E-5
0.083333	3.3E-2	5.5E-3	2.0E-2	9.3E-5	1.9E-5
0.125	1.1E-2	2.0E-3	6.6E-3	5.1E-5	8.0E-6
0.25	4.0E-4	9.2E-5	2.4E-4	4.0E-6	4.9E-7
0.375	1.5E-5	3.9E-6	8.8E-6	2.3E-7	2.5E-8
0.5	5.5E-7	1.6E-7	3.2E-7	1.1E-8	1.1E-9
0.625	2.0E-8	6.1E-9	1.2E-8	5.0E-10	-
0.75	7.6E-10	2.3E-10	4.4E-10	-	-
