Radionuclide	Ba-133m
Route of Intake	Injection
Material	Injection, fA=0.2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.7E-1	-	-	2.9E-1	2.4E-1
0.083333	9.5E-1	-	-	3.2E-1	2.6E-1
0.125	9.2E-1	-	-	3.4E-1	2.7E-1
0.25	8.6E-1	-	-	3.6E-1	2.8E-1
0.375	8.0E-1	-	-	3.6E-1	2.7E-1
0.5	7.5E-1	-	-	3.5E-1	2.6E-1
0.625	6.9E-1	-	-	3.3E-1	2.4E-1
0.75	6.4E-1	-	-	3.1E-1	2.2E-1
0.875	5.8E-1	-	-	2.8E-1	2.1E-1
1	5.3E-1	3.7E-2	8.4E-2	2.6E-1	1.9E-1
1.125	4.8E-1	-	-	2.3E-1	1.8E-1
1.25	4.4E-1	-	-	2.1E-1	1.6E-1
1.375	4.0E-1	-	-	1.8E-1	1.5E-1
1.5	3.6E-1	-	-	1.6E-1	1.4E-1
1.625	3.2E-1	-	-	1.4E-1	1.3E-1
1.75	2.9E-1	-	-	1.3E-1	1.2E-1
1.875	2.6E-1	-	-	1.1E-1	1.1E-1
2	2.4E-1	4.1E-3	1.0E-1	9.8E-2	1.0E-1
2.25	1.9E-1	-	-	7.6E-2	8.7E-2
2.5	1.6E-1	-	-	5.9E-2	7.4E-2
2.75	1.3E-1	-	-	4.6E-2	6.4E-2
3	1.1E-1	1.8E-3	4.4E-2	3.6E-2	5.5E-2
3.25	9.1E-2	-	-	2.9E-2	4.8E-2
3.5	7.6E-2	-	-	2.3E-2	4.1E-2
3.75	6.4E-2	-	-	1.8E-2	3.6E-2
4	5.4E-2	8.2E-4	1.6E-2	1.5E-2	3.1E-2
4.25	4.6E-2	-	-	1.2E-2	2.7E-2
4.5	3.9E-2	-	-	9.6E-3	2.4E-2
4.75	3.3E-2	-	-	7.8E-3	2.1E-2
5	2.9E-2	3.8E-4	6.4E-3	6.4E-3	1.8E-2
5.5	2.1E-2	-	-	4.3E-3	1.4E-2
6	1.6E-2	1.7E-4	2.8E-3	2.9E-3	1.1E-2
6.5	1.2E-2	-	-	1.9E-3	8.5E-3
7	8.9E-3	7.9E-5	1.2E-3	1.3E-3	6.6E-3
7.5	6.8E-3	-	-	8.9E-4	5.2E-3
8	5.2E-3	3.6E-5	5.7E-4	6.0E-4	4.1E-3
8.5	4.0E-3	-	-	4.1E-4	3.2E-3
9	3.1E-3	1.7E-5	2.6E-4	2.8E-4	2.6E-3
9.5	2.4E-3	-	-	1.9E-4	2.0E-3
10	1.9E-3	8.0E-6	1.2E-4	1.3E-4	1.6E-3
11	1.2E-3	3.8E-6	5.6E-5	6.2E-5	1.0E-3
12	7.4E-4	1.9E-6	2.7E-5	3.0E-5	6.6E-4
13	4.7E-4	9.2E-7	1.3E-5	1.5E-5	4.3E-4
14	3.0E-4	4.7E-7	6.3E-6	7.6E-6	2.7E-4
15	1.9E-4	2.5E-7	3.2E-6	4.0E-6	1.8E-4
16	1.2E-4	1.4E-7	1.6E-6	2.2E-6	1.1E-4
17	7.9E-5	7.7E-8	8.8E-7	1.2E-6	7.4E-5
18	5.1E-5	4.4E-8	4.9E-7	6.9E-7	4.8E-5
19	3.3E-5	2.6E-8	2.8E-7	4.1E-7	3.1E-5
20	2.1E-5	1.6E-8	1.6E-7	2.5E-7	2.0E-5
21	1.4E-5	9.8E-9	9.7E-8	1.5E-7	1.3E-5
22	9.0E-6	6.1E-9	5.9E-8	9.4E-8	8.4E-6
23	5.8E-6	3.8E-9	3.7E-8	5.9E-8	5.4E-6
24	3.8E-6	2.4E-9	2.3E-8	3.7E-8	3.5E-6
25	2.4E-6	1.5E-9	1.4E-8	2.4E-8	2.3E-6
26	1.6E-6	9.9E-10	9.2E-9	1.5E-8	1.5E-6
27	1.0E-6	6.3E-10	5.9E-9	9.8E-9	9.6E-7
28	6.6E-7	4.1E-10	3.8E-9	6.3E-9	6.2E-7
29	4.3E-7	2.6E-10	2.4E-9	4.0E-9	4.0E-7
30	2.8E-7	1.7E-10	1.5E-9	2.6E-9	2.6E-7
31	1.8E-7	1.1E-10	9.9E-10	1.7E-9	1.7E-7
32	1.2E-7	-	6.4E-10	1.1E-9	1.1E-7
33	7.6E-8	-	4.1E-10	7.0E-10	7.1E-8
34	4.9E-8	-	2.7E-10	4.5E-10	4.6E-8
35	3.2E-8	-	1.7E-10	2.9E-10	3.0E-8
36	2.1E-8	-	1.1E-10	1.9E-10	1.9E-8
37	1.3E-8	-	-	1.2E-10	1.2E-8
38	8.7E-9	-	-	-	8.1E-9
39	5.6E-9	-	-	-	5.2E-9
40	3.6E-9	-	-	-	3.4E-9
41	2.4E-9	-	-	-	2.2E-9
42	1.5E-9	-	-	-	1.4E-9
43	9.9E-10	-	-	-	9.2E-10
44	6.4E-10	-	-	-	6.0E-10
45	4.2E-10	-	-	-	3.9E-10
46	2.7E-10	-	-	-	2.5E-10
47	1.8E-10	-	-	-	1.6E-10
48	1.1E-10	-	-	-	1.1E-10
