Radionuclide	Sc-44m
Route of Intake	Ingestion
Material	All forms, fA=1E-3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.9E-1	-	-	9.9E-1	5.6E-6	7.7E-6
0.083333	9.8E-1	-	-	9.8E-1	1.8E-5	2.3E-5
0.125	9.6E-1	-	-	9.6E-1	3.2E-5	4.1E-5
0.25	9.3E-1	-	-	9.3E-1	7.2E-5	8.6E-5
0.375	8.9E-1	-	-	8.9E-1	1.0E-4	1.2E-4
0.5	8.4E-1	-	-	8.4E-1	1.2E-4	1.3E-4
0.625	7.9E-1	-	-	7.8E-1	1.4E-4	1.4E-4
0.75	7.2E-1	-	-	7.2E-1	1.5E-4	1.5E-4
0.875	6.6E-1	-	-	6.6E-1	1.5E-4	1.5E-4
1	5.9E-1	1.2E-5	1.6E-1	5.9E-1	1.5E-4	1.5E-4
1.125	5.2E-1	-	-	5.2E-1	1.5E-4	1.4E-4
1.25	4.6E-1	-	-	4.6E-1	1.5E-4	1.4E-4
1.375	4.0E-1	-	-	4.0E-1	1.5E-4	1.3E-4
1.5	3.5E-1	-	-	3.4E-1	1.5E-4	1.3E-4
1.625	3.0E-1	-	-	2.9E-1	1.4E-4	1.2E-4
1.75	2.5E-1	-	-	2.5E-1	1.4E-4	1.2E-4
1.875	2.1E-1	-	-	2.1E-1	1.4E-4	1.1E-4
2	1.8E-1	2.5E-6	2.7E-1	1.8E-1	1.3E-4	1.1E-4
2.25	1.2E-1	-	-	1.2E-1	1.3E-4	1.0E-4
2.5	8.4E-2	-	-	8.4E-2	1.2E-4	9.3E-5
2.75	5.6E-2	-	-	5.6E-2	1.1E-4	8.6E-5
3	3.7E-2	8.3E-7	9.6E-2	3.7E-2	1.1E-4	7.9E-5
3.25	2.5E-2	-	-	2.4E-2	1.0E-4	7.2E-5
3.5	1.6E-2	-	-	1.6E-2	9.6E-5	6.7E-5
3.75	1.0E-2	-	-	1.0E-2	9.1E-5	6.1E-5
4	6.7E-3	5.1E-7	2.1E-2	6.4E-3	8.6E-5	5.6E-5
4.25	4.3E-3	-	-	4.1E-3	8.1E-5	5.2E-5
4.5	2.8E-3	-	-	2.6E-3	7.7E-5	4.8E-5
4.75	1.8E-3	-	-	1.6E-3	7.2E-5	4.4E-5
5	1.2E-3	3.3E-7	3.8E-3	1.0E-3	6.8E-5	4.0E-5
5.5	5.8E-4	-	-	3.9E-4	6.0E-5	3.4E-5
6	3.1E-4	2.2E-7	6.1E-4	1.5E-4	5.3E-5	2.9E-5
6.5	2.0E-4	-	-	5.7E-5	4.7E-5	2.4E-5
7	1.5E-4	1.4E-7	9.0E-5	2.3E-5	4.1E-5	2.1E-5
7.5	1.2E-4	-	-	9.6E-6	3.6E-5	1.8E-5
8	9.8E-5	9.4E-8	1.3E-5	4.6E-6	3.2E-5	1.5E-5
8.5	8.3E-5	-	-	2.6E-6	2.8E-5	1.3E-5
9	7.2E-5	6.3E-8	2.1E-6	1.7E-6	2.5E-5	1.1E-5
9.5	6.2E-5	-	-	1.3E-6	2.2E-5	9.1E-6
10	5.3E-5	4.2E-8	5.0E-7	1.0E-6	1.9E-5	7.8E-6
11	4.0E-5	2.8E-8	2.2E-7	7.0E-7	1.5E-5	5.7E-6
12	3.0E-5	1.9E-8	1.3E-7	4.9E-7	1.1E-5	4.1E-6
13	2.2E-5	1.3E-8	8.8E-8	3.5E-7	8.5E-6	3.0E-6
14	1.7E-5	9.1E-9	5.9E-8	2.5E-7	6.5E-6	2.2E-6
15	1.3E-5	6.2E-9	3.9E-8	1.8E-7	4.9E-6	1.6E-6
16	9.5E-6	4.3E-9	2.6E-8	1.3E-7	3.7E-6	1.2E-6
17	7.1E-6	3.0E-9	1.8E-8	9.2E-8	2.8E-6	8.9E-7
18	5.3E-6	2.1E-9	1.2E-8	6.7E-8	2.1E-6	6.6E-7
19	4.0E-6	1.5E-9	8.2E-9	4.9E-8	1.6E-6	4.9E-7
20	3.0E-6	1.0E-9	5.6E-9	3.5E-8	1.2E-6	3.6E-7
21	2.3E-6	7.4E-10	3.8E-9	2.6E-8	9.3E-7	2.7E-7
22	1.7E-6	5.3E-10	2.6E-9	1.9E-8	7.1E-7	2.0E-7
23	1.3E-6	3.8E-10	1.8E-9	1.4E-8	5.3E-7	1.5E-7
24	9.6E-7	2.7E-10	1.3E-9	1.0E-8	4.0E-7	1.1E-7
25	7.2E-7	2.0E-10	8.7E-10	7.6E-9	3.0E-7	8.3E-8
26	5.4E-7	1.4E-10	6.1E-10	5.7E-9	2.3E-7	6.2E-8
27	4.1E-7	1.0E-10	4.3E-10	4.2E-9	1.7E-7	4.7E-8
28	3.1E-7	-	3.0E-10	3.1E-9	1.3E-7	3.5E-8
29	2.3E-7	-	2.1E-10	2.3E-9	9.9E-8	2.6E-8
