Radionuclide	Mo-99
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide and all unspecified forms, fA=0.18
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
74	1.1E-9	-	-	-	7.2E-10	1.6E-10
75	8.3E-10	-	-	-	5.5E-10	1.2E-10
76	6.4E-10	-	-	-	4.3E-10	-
77	5.0E-10	-	-	-	3.3E-10	-
78	3.8E-10	-	-	-	2.5E-10	-
79	3.0E-10	-	-	-	2.0E-10	-
80	2.3E-10	-	-	-	1.5E-10	-
81	1.8E-10	-	-	-	1.2E-10	-
82	1.4E-10	-	-	-	-	-
83	1.1E-10	-	-	-	-	-
