Radionuclide	Mo-99
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride and ammonium molybdate, fA=0.9
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
11	2.0E-2	1.9E-4	6.5E-5	2.2E-4	6.7E-5	1.3E-2
12	1.6E-2	1.5E-4	5.0E-5	1.7E-4	5.2E-5	1.0E-2
13	1.2E-2	1.1E-4	3.8E-5	1.3E-4	4.0E-5	7.7E-3
14	9.3E-3	8.7E-5	2.9E-5	1.0E-4	3.1E-5	5.9E-3
15	7.1E-3	6.7E-5	2.2E-5	7.9E-5	2.4E-5	4.5E-3
16	5.5E-3	5.2E-5	1.7E-5	6.1E-5	1.8E-5	3.4E-3
17	4.2E-3	4.0E-5	1.3E-5	4.7E-5	1.4E-5	2.6E-3
18	3.2E-3	3.1E-5	9.9E-6	3.6E-5	1.1E-5	2.0E-3
19	2.5E-3	2.3E-5	7.6E-6	2.8E-5	8.5E-6	1.5E-3
20	1.9E-3	1.8E-5	5.8E-6	2.1E-5	6.6E-6	1.2E-3
21	1.5E-3	1.4E-5	4.4E-6	1.6E-5	5.1E-6	8.9E-4
22	1.1E-3	1.1E-5	3.4E-6	1.3E-5	3.9E-6	6.8E-4
23	8.5E-4	8.2E-6	2.6E-6	9.7E-6	3.0E-6	5.2E-4
24	6.6E-4	6.3E-6	2.0E-6	7.4E-6	2.3E-6	4.0E-4
25	5.0E-4	4.9E-6	1.5E-6	5.7E-6	1.8E-6	3.0E-4
26	3.9E-4	3.7E-6	1.2E-6	4.4E-6	1.4E-6	2.3E-4
27	3.0E-4	2.9E-6	8.8E-7	3.4E-6	1.1E-6	1.8E-4
28	2.3E-4	2.2E-6	6.7E-7	2.6E-6	8.3E-7	1.4E-4
29	1.7E-4	1.7E-6	5.1E-7	2.0E-6	6.4E-7	1.0E-4
30	1.3E-4	1.3E-6	3.9E-7	1.5E-6	5.0E-7	7.9E-5
31	1.0E-4	1.0E-6	3.0E-7	1.2E-6	3.8E-7	6.0E-5
32	7.9E-5	7.8E-7	2.3E-7	9.1E-7	3.0E-7	4.6E-5
33	6.0E-5	6.0E-7	1.7E-7	7.0E-7	2.3E-7	3.5E-5
34	4.6E-5	4.6E-7	1.3E-7	5.4E-7	1.8E-7	2.7E-5
35	3.6E-5	3.5E-7	1.0E-7	4.2E-7	1.4E-7	2.1E-5
36	2.7E-5	2.7E-7	7.8E-8	3.2E-7	1.0E-7	1.6E-5
37	2.1E-5	2.1E-7	6.0E-8	2.5E-7	8.1E-8	1.2E-5
38	1.6E-5	1.6E-7	4.5E-8	1.9E-7	6.2E-8	9.2E-6
39	1.2E-5	1.2E-7	3.5E-8	1.5E-7	4.8E-8	7.0E-6
40	9.5E-6	9.5E-8	2.7E-8	1.1E-7	3.7E-8	5.3E-6
41	7.3E-6	7.3E-8	2.0E-8	8.6E-8	2.9E-8	4.1E-6
42	5.6E-6	5.6E-8	1.5E-8	6.6E-8	2.2E-8	3.1E-6
43	4.3E-6	4.3E-8	1.2E-8	5.1E-8	1.7E-8	2.4E-6
44	3.3E-6	3.3E-8	9.0E-9	3.9E-8	1.3E-8	1.8E-6
45	2.5E-6	2.6E-8	6.9E-9	3.0E-8	1.0E-8	1.4E-6
46	1.9E-6	2.0E-8	5.3E-9	2.3E-8	7.8E-9	1.1E-6
47	1.5E-6	1.5E-8	4.0E-9	1.8E-8	6.0E-9	8.1E-7
48	1.1E-6	1.2E-8	3.1E-9	1.4E-8	4.6E-9	6.2E-7
49	8.7E-7	8.9E-9	2.4E-9	1.0E-8	3.6E-9	4.7E-7
50	6.7E-7	6.9E-9	1.8E-9	8.0E-9	2.7E-9	3.6E-7
51	5.1E-7	5.3E-9	1.4E-9	6.2E-9	2.1E-9	2.8E-7
52	3.9E-7	4.1E-9	1.0E-9	4.8E-9	1.6E-9	2.1E-7
53	3.0E-7	3.1E-9	8.0E-10	3.7E-9	1.3E-9	1.6E-7
54	2.3E-7	2.4E-9	6.1E-10	2.8E-9	9.7E-10	1.2E-7
55	1.8E-7	1.8E-9	4.7E-10	2.2E-9	7.5E-10	9.4E-8
56	1.4E-7	1.4E-9	3.6E-10	1.7E-9	5.8E-10	7.2E-8
57	1.0E-7	1.1E-9	2.7E-10	1.3E-9	4.4E-10	5.5E-8
58	8.0E-8	8.4E-10	2.1E-10	9.8E-10	3.4E-10	4.2E-8
59	6.1E-8	6.4E-10	1.6E-10	5.2E-10	2.6E-10	3.2E-8
60	4.7E-8	4.9E-10	1.2E-10	4.0E-10	2.0E-10	2.5E-8
61	3.6E-8	3.8E-10	-	3.1E-10	1.6E-10	1.9E-8
62	2.8E-8	2.9E-10	-	2.4E-10	1.2E-10	1.4E-8
63	2.1E-8	2.2E-10	-	1.8E-10	-	1.1E-8
64	1.6E-8	1.7E-10	-	1.4E-10	-	8.3E-9
65	1.2E-8	1.3E-10	-	1.1E-10	-	6.4E-9
66	9.6E-9	1.0E-10	-	-	-	4.9E-9
67	7.3E-9	-	-	-	-	3.7E-9
68	5.6E-9	-	-	-	-	2.8E-9
69	4.3E-9	-	-	-	-	2.2E-9
70	3.3E-9	-	-	-	-	1.7E-9
71	2.5E-9	-	-	-	-	1.3E-9
72	1.9E-9	-	-	-	-	9.7E-10
73	1.5E-9	-	-	-	-	7.4E-10
74	1.1E-9	-	-	-	-	5.7E-10
75	8.8E-10	-	-	-	-	4.3E-10
76	6.7E-10	-	-	-	-	3.3E-10
77	5.2E-10	-	-	-	-	2.5E-10
78	4.0E-10	-	-	-	-	1.9E-10
79	3.0E-10	-	-	-	-	1.5E-10
80	2.3E-10	-	-	-	-	1.1E-10
81	1.8E-10	-	-	-	-	-
82	1.4E-10	-	-	-	-	-
83	1.0E-10	-	-	-	-	-
