Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type M, Irradiated fuel fragments, all unspecified forms, fA=0.2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
50	4.4E-1	1.3E-3	5.8E-4	2.0E-2	2.6E-1	1.9E-2	1.2E-2
51	4.4E-1	1.3E-3	5.7E-4	2.0E-2	2.6E-1	1.9E-2	1.2E-2
52	4.3E-1	1.3E-3	5.7E-4	2.0E-2	2.6E-1	1.9E-2	1.2E-2
53	4.3E-1	1.3E-3	5.7E-4	2.0E-2	2.6E-1	1.9E-2	1.2E-2
54	4.3E-1	1.3E-3	5.6E-4	2.0E-2	2.6E-1	1.9E-2	1.2E-2
55	4.3E-1	1.3E-3	5.6E-4	2.0E-2	2.6E-1	1.9E-2	1.2E-2
56	4.3E-1	1.3E-3	5.6E-4	2.0E-2	2.5E-1	1.9E-2	1.2E-2
57	4.3E-1	1.3E-3	5.5E-4	2.0E-2	2.5E-1	1.9E-2	1.2E-2
58	4.2E-1	1.3E-3	5.5E-4	2.0E-2	2.5E-1	1.9E-2	1.2E-2
59	4.2E-1	1.3E-3	5.5E-4	2.0E-2	2.5E-1	1.9E-2	1.2E-2
60	4.2E-1	1.3E-3	5.4E-4	1.9E-2	2.5E-1	1.9E-2	1.2E-2
61	4.2E-1	1.2E-3	5.4E-4	1.9E-2	2.5E-1	1.9E-2	1.2E-2
62	4.2E-1	1.2E-3	5.4E-4	1.9E-2	2.4E-1	1.9E-2	1.2E-2
63	4.1E-1	1.2E-3	5.3E-4	1.9E-2	2.4E-1	1.9E-2	1.2E-2
64	4.1E-1	1.2E-3	5.3E-4	1.9E-2	2.4E-1	1.9E-2	1.2E-2
65	4.1E-1	1.2E-3	5.3E-4	1.9E-2	2.4E-1	1.9E-2	1.2E-2
66	4.1E-1	1.2E-3	5.3E-4	1.9E-2	2.4E-1	1.9E-2	1.2E-2
67	4.1E-1	1.2E-3	5.2E-4	1.9E-2	2.4E-1	1.9E-2	1.2E-2
68	4.1E-1	1.2E-3	5.2E-4	1.9E-2	2.3E-1	1.9E-2	1.2E-2
69	4.0E-1	1.2E-3	5.2E-4	1.9E-2	2.3E-1	1.9E-2	1.2E-2
70	4.0E-1	1.2E-3	5.1E-4	1.9E-2	2.3E-1	1.9E-2	1.2E-2
71	4.0E-1	1.2E-3	5.1E-4	1.9E-2	2.3E-1	1.9E-2	1.2E-2
72	4.0E-1	1.2E-3	5.1E-4	1.9E-2	2.3E-1	1.9E-2	1.2E-2
73	4.0E-1	1.2E-3	5.0E-4	1.9E-2	2.3E-1	1.9E-2	1.2E-2
74	4.0E-1	1.2E-3	5.0E-4	1.9E-2	2.3E-1	1.9E-2	1.1E-2
75	3.9E-1	1.2E-3	5.0E-4	1.9E-2	2.2E-1	1.9E-2	1.1E-2
76	3.9E-1	1.2E-3	5.0E-4	1.9E-2	2.2E-1	1.9E-2	1.1E-2
77	3.9E-1	1.2E-3	4.9E-4	1.9E-2	2.2E-1	1.9E-2	1.1E-2
78	3.9E-1	1.2E-3	4.9E-4	1.9E-2	2.2E-1	1.9E-2	1.1E-2
79	3.9E-1	1.2E-3	4.9E-4	1.9E-2	2.2E-1	1.8E-2	1.1E-2
80	3.8E-1	1.2E-3	4.8E-4	1.9E-2	2.2E-1	1.8E-2	1.1E-2
81	3.8E-1	1.2E-3	4.8E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
82	3.8E-1	1.2E-3	4.8E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
83	3.8E-1	1.2E-3	4.8E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
84	3.8E-1	1.2E-3	4.7E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
85	3.8E-1	1.2E-3	4.7E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
86	3.7E-1	1.2E-3	4.7E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
87	3.7E-1	1.2E-3	4.6E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
88	3.7E-1	1.2E-3	4.6E-4	1.9E-2	2.1E-1	1.8E-2	1.1E-2
89	3.7E-1	1.2E-3	4.6E-4	1.9E-2	2.0E-1	1.8E-2	1.1E-2
90	3.7E-1	1.2E-3	4.6E-4	1.9E-2	2.0E-1	1.8E-2	1.1E-2
91	3.7E-1	1.2E-3	4.5E-4	1.9E-2	2.0E-1	1.8E-2	1.1E-2
92	3.6E-1	1.2E-3	4.5E-4	1.8E-2	2.0E-1	1.8E-2	1.1E-2
93	3.6E-1	1.2E-3	4.5E-4	1.8E-2	2.0E-1	1.8E-2	1.1E-2
94	3.6E-1	1.2E-3	4.5E-4	1.8E-2	2.0E-1	1.8E-2	1.1E-2
95	3.6E-1	1.2E-3	4.4E-4	1.8E-2	2.0E-1	1.8E-2	1.1E-2
96	3.6E-1	1.2E-3	4.4E-4	1.8E-2	1.9E-1	1.8E-2	1.1E-2
97	3.6E-1	1.2E-3	4.4E-4	1.8E-2	1.9E-1	1.8E-2	1.1E-2
98	3.5E-1	1.2E-3	4.4E-4	1.8E-2	1.9E-1	1.8E-2	1.1E-2
99	3.5E-1	1.2E-3	4.3E-4	1.8E-2	1.9E-1	1.8E-2	1.1E-2
100	3.5E-1	1.2E-3	4.3E-4	1.8E-2	1.9E-1	1.8E-2	1.1E-2
110	3.4E-1	1.1E-3	4.1E-4	1.8E-2	1.8E-1	1.7E-2	1.1E-2
120	3.2E-1	1.1E-3	3.8E-4	1.7E-2	1.7E-1	1.7E-2	1.0E-2
130	3.1E-1	1.1E-3	3.6E-4	1.7E-2	1.6E-1	1.6E-2	1.0E-2
140	2.9E-1	1.0E-3	3.4E-4	1.6E-2	1.5E-1	1.6E-2	9.8E-3
150	2.8E-1	1.0E-3	3.2E-4	1.6E-2	1.4E-1	1.5E-2	9.5E-3
160	2.6E-1	9.7E-4	3.0E-4	1.5E-2	1.3E-1	1.5E-2	9.2E-3
170	2.5E-1	9.3E-4	2.8E-4	1.5E-2	1.2E-1	1.4E-2	8.9E-3
180	2.4E-1	9.0E-4	2.7E-4	1.4E-2	1.1E-1	1.4E-2	8.6E-3
190	2.3E-1	8.7E-4	2.5E-4	1.4E-2	1.1E-1	1.3E-2	8.3E-3
200	2.2E-1	8.3E-4	2.4E-4	1.3E-2	9.9E-2	1.3E-2	8.0E-3
210	2.1E-1	8.0E-4	2.2E-4	1.3E-2	9.3E-2	1.2E-2	7.7E-3
220	2.0E-1	7.7E-4	2.1E-4	1.2E-2	8.7E-2	1.2E-2	7.4E-3
230	1.9E-1	7.4E-4	2.0E-4	1.2E-2	8.1E-2	1.2E-2	7.1E-3
240	1.8E-1	7.1E-4	1.9E-4	1.1E-2	7.6E-2	1.1E-2	6.8E-3
250	1.7E-1	6.8E-4	1.8E-4	1.1E-2	7.2E-2	1.1E-2	6.5E-3
260	1.6E-1	6.5E-4	1.7E-4	1.0E-2	6.7E-2	1.0E-2	6.3E-3
270	1.5E-1	6.2E-4	1.6E-4	9.8E-3	6.3E-2	9.7E-3	6.0E-3
280	1.4E-1	5.9E-4	1.5E-4	9.4E-3	5.9E-2	9.3E-3	5.7E-3
290	1.4E-1	5.7E-4	1.4E-4	9.0E-3	5.6E-2	8.9E-3	5.5E-3
300	1.3E-1	5.4E-4	1.3E-4	8.6E-3	5.2E-2	8.5E-3	5.2E-3
310	1.2E-1	5.2E-4	1.2E-4	8.2E-3	4.9E-2	8.1E-3	5.0E-3
320	1.2E-1	4.9E-4	1.2E-4	7.8E-3	4.6E-2	7.7E-3	4.8E-3
330	1.1E-1	4.7E-4	1.1E-4	7.5E-3	4.3E-2	7.4E-3	4.6E-3
340	1.1E-1	4.5E-4	1.0E-4	7.1E-3	4.1E-2	7.0E-3	4.4E-3
350	1.0E-1	4.3E-4	9.7E-5	6.8E-3	3.8E-2	6.7E-3	4.2E-3
360	9.5E-2	4.1E-4	9.1E-5	6.5E-3	3.6E-2	6.4E-3	4.0E-3
365	9.2E-2	4.0E-4	8.9E-5	6.3E-3	3.5E-2	6.3E-3	3.9E-3
370	9.0E-2	3.9E-4	8.6E-5	6.2E-3	3.4E-2	6.1E-3	3.8E-3
380	8.5E-2	3.7E-4	8.1E-5	5.9E-3	3.2E-2	5.8E-3	3.6E-3
390	8.1E-2	3.5E-4	7.6E-5	5.6E-3	3.0E-2	5.5E-3	3.4E-3
400	7.7E-2	3.3E-4	7.2E-5	5.3E-3	2.8E-2	5.3E-3	3.3E-3
410	7.3E-2	3.2E-4	6.8E-5	5.1E-3	2.7E-2	5.0E-3	3.1E-3
420	6.9E-2	3.0E-4	6.4E-5	4.8E-3	2.5E-2	4.8E-3	2.9E-3
430	6.5E-2	2.9E-4	6.0E-5	4.6E-3	2.4E-2	4.5E-3	2.8E-3
440	6.2E-2	2.7E-4	5.7E-5	4.4E-3	2.2E-2	4.3E-3	2.7E-3
450	5.9E-2	2.6E-4	5.3E-5	4.1E-3	2.1E-2	4.1E-3	2.5E-3
460	5.5E-2	2.5E-4	5.0E-5	3.9E-3	2.0E-2	3.9E-3	2.4E-3
470	5.3E-2	2.3E-4	4.7E-5	3.7E-3	1.9E-2	3.7E-3	2.3E-3
480	5.0E-2	2.2E-4	4.5E-5	3.5E-3	1.8E-2	3.5E-3	2.2E-3
490	4.7E-2	2.1E-4	4.2E-5	3.4E-3	1.6E-2	3.3E-3	2.1E-3
500	4.5E-2	2.0E-4	4.0E-5	3.2E-3	1.6E-2	3.2E-3	2.0E-3
510	4.2E-2	1.9E-4	3.7E-5	3.0E-3	1.5E-2	3.0E-3	1.9E-3
520	4.0E-2	1.8E-4	3.5E-5	2.9E-3	1.4E-2	2.9E-3	1.8E-3
530	3.8E-2	1.7E-4	3.3E-5	2.7E-3	1.3E-2	2.7E-3	1.7E-3
540	3.6E-2	1.6E-4	3.1E-5	2.6E-3	1.2E-2	2.6E-3	1.6E-3
550	3.4E-2	1.5E-4	2.9E-5	2.5E-3	1.2E-2	2.4E-3	1.5E-3
560	3.2E-2	1.5E-4	2.8E-5	2.3E-3	1.1E-2	2.3E-3	1.4E-3
570	3.1E-2	1.4E-4	2.6E-5	2.2E-3	1.0E-2	2.2E-3	1.4E-3
580	2.9E-2	1.3E-4	2.5E-5	2.1E-3	9.7E-3	2.1E-3	1.3E-3
590	2.7E-2	1.2E-4	2.3E-5	2.0E-3	9.2E-3	2.0E-3	1.2E-3
600	2.6E-2	1.2E-4	2.2E-5	1.9E-3	8.7E-3	1.9E-3	1.2E-3
610	2.5E-2	1.1E-4	2.1E-5	1.8E-3	8.2E-3	1.8E-3	1.1E-3
620	2.3E-2	1.1E-4	1.9E-5	1.7E-3	7.7E-3	1.7E-3	1.0E-3
630	2.2E-2	1.0E-4	1.8E-5	1.6E-3	7.3E-3	1.6E-3	9.8E-4
640	2.1E-2	9.5E-5	1.7E-5	1.5E-3	6.9E-3	1.5E-3	9.3E-4
650	2.0E-2	9.0E-5	1.6E-5	1.4E-3	6.5E-3	1.4E-3	8.8E-4
660	1.9E-2	8.5E-5	1.5E-5	1.4E-3	6.2E-3	1.4E-3	8.4E-4
670	1.8E-2	8.1E-5	1.4E-5	1.3E-3	5.8E-3	1.3E-3	7.9E-4
680	1.7E-2	7.7E-5	1.4E-5	1.2E-3	5.5E-3	1.2E-3	7.5E-4
690	1.6E-2	7.3E-5	1.3E-5	1.2E-3	5.2E-3	1.2E-3	7.1E-4
700	1.5E-2	6.9E-5	1.2E-5	1.1E-3	4.9E-3	1.1E-3	6.8E-4
710	1.4E-2	6.5E-5	1.1E-5	1.0E-3	4.6E-3	1.0E-3	6.4E-4
720	1.4E-2	6.2E-5	1.1E-5	9.9E-4	4.4E-3	9.8E-4	6.1E-4
730	1.3E-2	5.8E-5	1.0E-5	9.4E-4	4.2E-3	9.3E-4	5.8E-4
740	1.2E-2	5.5E-5	9.6E-6	8.9E-4	3.9E-3	8.8E-4	5.5E-4
750	1.1E-2	5.2E-5	9.0E-6	8.4E-4	3.7E-3	8.3E-4	5.2E-4
760	1.1E-2	5.0E-5	8.5E-6	8.0E-4	3.5E-3	7.9E-4	4.9E-4
770	1.0E-2	4.7E-5	8.0E-6	7.6E-4	3.3E-3	7.5E-4	4.6E-4
780	9.8E-3	4.5E-5	7.6E-6	7.2E-4	3.1E-3	7.1E-4	4.4E-4
790	9.3E-3	4.2E-5	7.1E-6	6.8E-4	3.0E-3	6.7E-4	4.2E-4
800	8.8E-3	4.0E-5	6.7E-6	6.4E-4	2.8E-3	6.4E-4	3.9E-4
810	8.3E-3	3.8E-5	6.4E-6	6.1E-4	2.7E-3	6.0E-4	3.7E-4
820	7.9E-3	3.6E-5	6.0E-6	5.8E-4	2.5E-3	5.7E-4	3.5E-4
830	7.5E-3	3.4E-5	5.7E-6	5.5E-4	2.4E-3	5.4E-4	3.4E-4
840	7.1E-3	3.2E-5	5.3E-6	5.2E-4	2.3E-3	5.1E-4	3.2E-4
850	6.7E-3	3.0E-5	5.0E-6	4.9E-4	2.1E-3	4.9E-4	3.0E-4
860	6.4E-3	2.9E-5	4.8E-6	4.7E-4	2.0E-3	4.6E-4	2.9E-4
870	6.0E-3	2.7E-5	4.5E-6	4.4E-4	1.9E-3	4.4E-4	2.7E-4
880	5.7E-3	2.6E-5	4.2E-6	4.2E-4	1.8E-3	4.1E-4	2.6E-4
890	5.4E-3	2.4E-5	4.0E-6	4.0E-4	1.7E-3	3.9E-4	2.4E-4
900	5.1E-3	2.3E-5	3.8E-6	3.8E-4	1.6E-3	3.7E-4	2.3E-4
910	4.9E-3	2.2E-5	3.6E-6	3.6E-4	1.5E-3	3.5E-4	2.2E-4
920	4.6E-3	2.1E-5	3.4E-6	3.4E-4	1.5E-3	3.3E-4	2.1E-4
930	4.4E-3	2.0E-5	3.2E-6	3.2E-4	1.4E-3	3.2E-4	2.0E-4
940	4.2E-3	1.9E-5	3.0E-6	3.0E-4	1.3E-3	3.0E-4	1.9E-4
950	3.9E-3	1.8E-5	2.8E-6	2.9E-4	1.2E-3	2.8E-4	1.8E-4
960	3.7E-3	1.7E-5	2.7E-6	2.7E-4	1.2E-3	2.7E-4	1.7E-4
970	3.6E-3	1.6E-5	2.5E-6	2.6E-4	1.1E-3	2.6E-4	1.6E-4
980	3.4E-3	1.5E-5	2.4E-6	2.5E-4	1.1E-3	2.4E-4	1.5E-4
990	3.2E-3	1.4E-5	2.3E-6	2.3E-4	1.0E-3	2.3E-4	1.4E-4
1000	3.0E-3	1.3E-5	2.1E-6	2.2E-4	9.5E-4	2.2E-4	1.4E-4
1010	2.9E-3	1.3E-5	2.0E-6	2.1E-4	9.0E-4	2.1E-4	1.3E-4
1020	2.7E-3	1.2E-5	1.9E-6	2.0E-4	8.6E-4	2.0E-4	1.2E-4
1030	2.6E-3	1.1E-5	1.8E-6	1.9E-4	8.1E-4	1.9E-4	1.2E-4
1040	2.5E-3	1.1E-5	1.7E-6	1.8E-4	7.7E-4	1.8E-4	1.1E-4
1050	2.3E-3	1.0E-5	1.6E-6	1.7E-4	7.3E-4	1.7E-4	1.0E-4
1060	2.2E-3	9.8E-6	1.5E-6	1.6E-4	6.9E-4	1.6E-4	9.9E-5
1070	2.1E-3	9.3E-6	1.4E-6	1.5E-4	6.6E-4	1.5E-4	9.4E-5
1080	2.0E-3	8.8E-6	1.4E-6	1.5E-4	6.2E-4	1.4E-4	8.9E-5
1090	1.9E-3	8.3E-6	1.3E-6	1.4E-4	5.9E-4	1.4E-4	8.4E-5
1095	1.9E-3	8.1E-6	1.3E-6	1.3E-4	5.8E-4	1.3E-4	8.2E-5
1100	1.8E-3	7.9E-6	1.2E-6	1.3E-4	5.6E-4	1.3E-4	8.0E-5
1200	1.1E-3	4.6E-6	7.1E-7	7.8E-5	3.3E-4	7.7E-5	4.8E-5
1300	6.8E-4	2.8E-6	4.2E-7	4.8E-5	2.0E-4	4.7E-5	2.9E-5
1400	4.3E-4	1.7E-6	2.5E-7	3.0E-5	1.2E-4	2.9E-5	1.8E-5
1500	2.8E-4	1.0E-6	1.5E-7	1.9E-5	7.2E-5	1.8E-5	1.1E-5
1600	1.9E-4	6.2E-7	9.1E-8	1.3E-5	4.4E-5	1.2E-5	7.5E-6
1700	1.3E-4	3.9E-7	5.7E-8	8.6E-6	2.7E-5	7.9E-6	5.1E-6
1800	9.5E-5	2.5E-7	3.7E-8	6.1E-6	1.7E-5	5.5E-6	3.6E-6
1900	7.1E-5	1.7E-7	2.4E-8	4.4E-6	1.1E-5	3.9E-6	2.6E-6
2000	5.4E-5	1.2E-7	1.7E-8	3.4E-6	6.8E-6	2.9E-6	2.0E-6
2100	4.3E-5	8.3E-8	1.2E-8	2.6E-6	4.4E-6	2.3E-6	1.5E-6
2200	3.5E-5	6.1E-8	8.7E-9	2.1E-6	3.0E-6	1.8E-6	1.2E-6
2300	2.9E-5	4.7E-8	6.6E-9	1.7E-6	2.1E-6	1.4E-6	9.8E-7
2400	2.4E-5	3.7E-8	5.1E-9	1.4E-6	1.5E-6	1.2E-6	8.1E-7
2500	2.0E-5	2.9E-8	4.1E-9	1.2E-6	1.1E-6	9.9E-7	6.8E-7
2600	1.7E-5	2.4E-8	3.3E-9	1.0E-6	8.2E-7	8.4E-7	5.7E-7
2700	1.5E-5	2.0E-8	2.8E-9	8.6E-7	6.4E-7	7.1E-7	4.9E-7
2800	1.2E-5	1.7E-8	2.3E-9	7.3E-7	5.2E-7	6.0E-7	4.2E-7
2900	1.1E-5	1.4E-8	2.0E-9	6.3E-7	4.2E-7	5.2E-7	3.6E-7
3000	9.2E-6	1.2E-8	1.7E-9	5.4E-7	3.5E-7	4.4E-7	3.1E-7
3100	7.9E-6	1.0E-8	1.4E-9	4.6E-7	2.9E-7	3.8E-7	2.6E-7
3200	6.8E-6	8.8E-9	1.2E-9	4.0E-7	2.5E-7	3.3E-7	2.3E-7
3300	5.8E-6	7.6E-9	1.0E-9	3.4E-7	2.1E-7	2.8E-7	2.0E-7
3400	5.0E-6	6.5E-9	9.0E-10	3.0E-7	1.8E-7	2.4E-7	1.7E-7
3500	4.4E-6	5.6E-9	7.8E-10	2.6E-7	1.5E-7	2.1E-7	1.4E-7
3600	3.8E-6	4.8E-9	6.7E-10	2.2E-7	1.3E-7	1.8E-7	1.3E-7
3650	3.5E-6	4.5E-9	6.2E-10	2.1E-7	1.2E-7	1.7E-7	1.2E-7
4000	2.1E-6	2.7E-9	3.7E-10	1.2E-7	7.3E-8	1.0E-7	6.9E-8
5000	4.8E-7	6.1E-10	-	2.8E-8	1.7E-8	2.3E-8	1.6E-8
6000	1.1E-7	1.4E-10	-	6.5E-9	3.8E-9	5.3E-9	3.7E-9
7000	2.5E-8	-	-	1.5E-9	8.8E-10	1.2E-9	8.4E-10
8000	5.8E-9	-	-	3.4E-10	2.0E-10	2.8E-10	1.9E-10
9000	1.3E-9	-	-	-	-	-	-
10000	3.0E-10	-	-	-	-	-	-
