Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type F, Caesium chloride, nitrate, sulphate, fA=0.99
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
13	6.6E-1	4.4E-3	6.5E-4	6.8E-2	3.9E-2	7.1E-2	4.2E-2
14	6.6E-1	4.3E-3	6.4E-4	6.8E-2	3.8E-2	7.0E-2	4.2E-2
15	6.5E-1	4.3E-3	6.3E-4	6.7E-2	3.8E-2	6.9E-2	4.1E-2
16	6.5E-1	4.2E-3	6.2E-4	6.7E-2	3.8E-2	6.8E-2	4.1E-2
17	6.4E-1	4.2E-3	6.1E-4	6.6E-2	3.8E-2	6.7E-2	4.1E-2
18	6.4E-1	4.1E-3	6.0E-4	6.6E-2	3.7E-2	6.7E-2	4.0E-2
19	6.3E-1	4.1E-3	6.0E-4	6.5E-2	3.7E-2	6.6E-2	4.0E-2
20	6.3E-1	4.0E-3	5.9E-4	6.5E-2	3.7E-2	6.5E-2	4.0E-2
21	6.3E-1	4.0E-3	5.9E-4	6.4E-2	3.6E-2	6.5E-2	4.0E-2
22	6.2E-1	4.0E-3	5.8E-4	6.4E-2	3.6E-2	6.4E-2	3.9E-2
23	6.2E-1	3.9E-3	5.8E-4	6.3E-2	3.6E-2	6.4E-2	3.9E-2
24	6.1E-1	3.9E-3	5.7E-4	6.3E-2	3.6E-2	6.3E-2	3.9E-2
25	6.1E-1	3.9E-3	5.7E-4	6.3E-2	3.5E-2	6.3E-2	3.8E-2
26	6.0E-1	3.8E-3	5.6E-4	6.2E-2	3.5E-2	6.2E-2	3.8E-2
27	6.0E-1	3.8E-3	5.6E-4	6.2E-2	3.5E-2	6.1E-2	3.8E-2
28	5.9E-1	3.8E-3	5.5E-4	6.1E-2	3.5E-2	6.1E-2	3.8E-2
29	5.9E-1	3.8E-3	5.5E-4	6.1E-2	3.4E-2	6.1E-2	3.7E-2
30	5.8E-1	3.7E-3	5.4E-4	6.0E-2	3.4E-2	6.0E-2	3.7E-2
31	5.8E-1	3.7E-3	5.4E-4	6.0E-2	3.4E-2	6.0E-2	3.7E-2
32	5.8E-1	3.7E-3	5.4E-4	5.9E-2	3.4E-2	5.9E-2	3.7E-2
33	5.7E-1	3.6E-3	5.3E-4	5.9E-2	3.3E-2	5.9E-2	3.6E-2
34	5.7E-1	3.6E-3	5.3E-4	5.9E-2	3.3E-2	5.8E-2	3.6E-2
35	5.6E-1	3.6E-3	5.2E-4	5.8E-2	3.3E-2	5.8E-2	3.6E-2
36	5.6E-1	3.6E-3	5.2E-4	5.8E-2	3.3E-2	5.7E-2	3.5E-2
37	5.6E-1	3.5E-3	5.2E-4	5.7E-2	3.2E-2	5.7E-2	3.5E-2
38	5.5E-1	3.5E-3	5.1E-4	5.7E-2	3.2E-2	5.7E-2	3.5E-2
39	5.5E-1	3.5E-3	5.1E-4	5.6E-2	3.2E-2	5.6E-2	3.5E-2
40	5.4E-1	3.5E-3	5.0E-4	5.6E-2	3.2E-2	5.6E-2	3.4E-2
41	5.4E-1	3.4E-3	5.0E-4	5.6E-2	3.2E-2	5.5E-2	3.4E-2
42	5.4E-1	3.4E-3	5.0E-4	5.5E-2	3.1E-2	5.5E-2	3.4E-2
43	5.3E-1	3.4E-3	4.9E-4	5.5E-2	3.1E-2	5.4E-2	3.4E-2
44	5.3E-1	3.4E-3	4.9E-4	5.4E-2	3.1E-2	5.4E-2	3.3E-2
45	5.2E-1	3.3E-3	4.9E-4	5.4E-2	3.1E-2	5.4E-2	3.3E-2
46	5.2E-1	3.3E-3	4.8E-4	5.4E-2	3.0E-2	5.3E-2	3.3E-2
47	5.2E-1	3.3E-3	4.8E-4	5.3E-2	3.0E-2	5.3E-2	3.3E-2
48	5.1E-1	3.3E-3	4.7E-4	5.3E-2	3.0E-2	5.2E-2	3.2E-2
49	5.1E-1	3.2E-3	4.7E-4	5.2E-2	3.0E-2	5.2E-2	3.2E-2
50	5.0E-1	3.2E-3	4.7E-4	5.2E-2	3.0E-2	5.2E-2	3.2E-2
51	5.0E-1	3.2E-3	4.6E-4	5.2E-2	2.9E-2	5.1E-2	3.2E-2
52	5.0E-1	3.2E-3	4.6E-4	5.1E-2	2.9E-2	5.1E-2	3.2E-2
53	4.9E-1	3.1E-3	4.6E-4	5.1E-2	2.9E-2	5.1E-2	3.1E-2
54	4.9E-1	3.1E-3	4.5E-4	5.1E-2	2.9E-2	5.0E-2	3.1E-2
55	4.9E-1	3.1E-3	4.5E-4	5.0E-2	2.8E-2	5.0E-2	3.1E-2
56	4.8E-1	3.1E-3	4.5E-4	5.0E-2	2.8E-2	4.9E-2	3.1E-2
57	4.8E-1	3.1E-3	4.4E-4	4.9E-2	2.8E-2	4.9E-2	3.0E-2
58	4.8E-1	3.0E-3	4.4E-4	4.9E-2	2.8E-2	4.9E-2	3.0E-2
59	4.7E-1	3.0E-3	4.4E-4	4.9E-2	2.8E-2	4.8E-2	3.0E-2
60	4.7E-1	3.0E-3	4.3E-4	4.8E-2	2.7E-2	4.8E-2	3.0E-2
61	4.7E-1	3.0E-3	4.3E-4	4.8E-2	2.7E-2	4.8E-2	3.0E-2
62	4.6E-1	2.9E-3	4.3E-4	4.8E-2	2.7E-2	4.7E-2	2.9E-2
63	4.6E-1	2.9E-3	4.3E-4	4.7E-2	2.7E-2	4.7E-2	2.9E-2
64	4.6E-1	2.9E-3	4.2E-4	4.7E-2	2.7E-2	4.7E-2	2.9E-2
65	4.5E-1	2.9E-3	4.2E-4	4.7E-2	2.6E-2	4.6E-2	2.9E-2
66	4.5E-1	2.9E-3	4.2E-4	4.6E-2	2.6E-2	4.6E-2	2.8E-2
67	4.5E-1	2.8E-3	4.1E-4	4.6E-2	2.6E-2	4.6E-2	2.8E-2
68	4.4E-1	2.8E-3	4.1E-4	4.6E-2	2.6E-2	4.5E-2	2.8E-2
69	4.4E-1	2.8E-3	4.1E-4	4.5E-2	2.6E-2	4.5E-2	2.8E-2
70	4.4E-1	2.8E-3	4.0E-4	4.5E-2	2.6E-2	4.5E-2	2.8E-2
71	4.3E-1	2.8E-3	4.0E-4	4.5E-2	2.5E-2	4.4E-2	2.7E-2
72	4.3E-1	2.7E-3	4.0E-4	4.4E-2	2.5E-2	4.4E-2	2.7E-2
73	4.3E-1	2.7E-3	4.0E-4	4.4E-2	2.5E-2	4.4E-2	2.7E-2
74	4.2E-1	2.7E-3	3.9E-4	4.4E-2	2.5E-2	4.3E-2	2.7E-2
75	4.2E-1	2.7E-3	3.9E-4	4.3E-2	2.5E-2	4.3E-2	2.7E-2
76	4.2E-1	2.7E-3	3.9E-4	4.3E-2	2.4E-2	4.3E-2	2.6E-2
77	4.1E-1	2.6E-3	3.8E-4	4.3E-2	2.4E-2	4.2E-2	2.6E-2
78	4.1E-1	2.6E-3	3.8E-4	4.2E-2	2.4E-2	4.2E-2	2.6E-2
79	4.1E-1	2.6E-3	3.8E-4	4.2E-2	2.4E-2	4.2E-2	2.6E-2
80	4.1E-1	2.6E-3	3.8E-4	4.2E-2	2.4E-2	4.1E-2	2.6E-2
81	4.0E-1	2.6E-3	3.7E-4	4.1E-2	2.4E-2	4.1E-2	2.5E-2
82	4.0E-1	2.5E-3	3.7E-4	4.1E-2	2.3E-2	4.1E-2	2.5E-2
83	4.0E-1	2.5E-3	3.7E-4	4.1E-2	2.3E-2	4.1E-2	2.5E-2
84	3.9E-1	2.5E-3	3.6E-4	4.1E-2	2.3E-2	4.0E-2	2.5E-2
85	3.9E-1	2.5E-3	3.6E-4	4.0E-2	2.3E-2	4.0E-2	2.5E-2
86	3.9E-1	2.5E-3	3.6E-4	4.0E-2	2.3E-2	4.0E-2	2.5E-2
87	3.8E-1	2.4E-3	3.6E-4	4.0E-2	2.3E-2	3.9E-2	2.4E-2
88	3.8E-1	2.4E-3	3.5E-4	3.9E-2	2.2E-2	3.9E-2	2.4E-2
89	3.8E-1	2.4E-3	3.5E-4	3.9E-2	2.2E-2	3.9E-2	2.4E-2
90	3.8E-1	2.4E-3	3.5E-4	3.9E-2	2.2E-2	3.9E-2	2.4E-2
91	3.7E-1	2.4E-3	3.5E-4	3.9E-2	2.2E-2	3.8E-2	2.4E-2
92	3.7E-1	2.4E-3	3.4E-4	3.8E-2	2.2E-2	3.8E-2	2.4E-2
93	3.7E-1	2.3E-3	3.4E-4	3.8E-2	2.2E-2	3.8E-2	2.3E-2
94	3.7E-1	2.3E-3	3.4E-4	3.8E-2	2.1E-2	3.7E-2	2.3E-2
95	3.6E-1	2.3E-3	3.4E-4	3.7E-2	2.1E-2	3.7E-2	2.3E-2
96	3.6E-1	2.3E-3	3.3E-4	3.7E-2	2.1E-2	3.7E-2	2.3E-2
97	3.6E-1	2.3E-3	3.3E-4	3.7E-2	2.1E-2	3.7E-2	2.3E-2
98	3.6E-1	2.3E-3	3.3E-4	3.7E-2	2.1E-2	3.6E-2	2.2E-2
99	3.5E-1	2.2E-3	3.3E-4	3.6E-2	2.1E-2	3.6E-2	2.2E-2
100	3.5E-1	2.2E-3	3.2E-4	3.6E-2	2.0E-2	3.6E-2	2.2E-2
110	3.3E-1	2.1E-3	3.0E-4	3.4E-2	1.9E-2	3.3E-2	2.1E-2
120	3.0E-1	1.9E-3	2.8E-4	3.1E-2	1.8E-2	3.1E-2	1.9E-2
130	2.8E-1	1.8E-3	2.6E-4	2.9E-2	1.6E-2	2.9E-2	1.8E-2
140	2.6E-1	1.7E-3	2.4E-4	2.7E-2	1.5E-2	2.7E-2	1.7E-2
150	2.4E-1	1.5E-3	2.2E-4	2.5E-2	1.4E-2	2.5E-2	1.5E-2
160	2.3E-1	1.4E-3	2.1E-4	2.3E-2	1.3E-2	2.3E-2	1.4E-2
170	2.1E-1	1.3E-3	1.9E-4	2.2E-2	1.2E-2	2.1E-2	1.3E-2
180	1.9E-1	1.2E-3	1.8E-4	2.0E-2	1.1E-2	2.0E-2	1.2E-2
190	1.8E-1	1.1E-3	1.7E-4	1.9E-2	1.1E-2	1.8E-2	1.1E-2
200	1.7E-1	1.1E-3	1.6E-4	1.7E-2	9.8E-3	1.7E-2	1.1E-2
210	1.6E-1	9.9E-4	1.4E-4	1.6E-2	9.1E-3	1.6E-2	9.9E-3
220	1.5E-1	9.2E-4	1.3E-4	1.5E-2	8.5E-3	1.5E-2	9.2E-3
230	1.3E-1	8.6E-4	1.2E-4	1.4E-2	7.9E-3	1.4E-2	8.5E-3
240	1.3E-1	8.0E-4	1.2E-4	1.3E-2	7.3E-3	1.3E-2	7.9E-3
250	1.2E-1	7.4E-4	1.1E-4	1.2E-2	6.8E-3	1.2E-2	7.4E-3
260	1.1E-1	6.9E-4	1.0E-4	1.1E-2	6.3E-3	1.1E-2	6.8E-3
270	1.0E-1	6.4E-4	9.3E-5	1.0E-2	5.9E-3	1.0E-2	6.4E-3
280	9.4E-2	5.9E-4	8.6E-5	9.6E-3	5.5E-3	9.6E-3	5.9E-3
290	8.7E-2	5.5E-4	8.0E-5	8.9E-3	5.1E-3	8.9E-3	5.5E-3
300	8.1E-2	5.1E-4	7.5E-5	8.3E-3	4.7E-3	8.3E-3	5.1E-3
310	7.5E-2	4.8E-4	6.9E-5	7.7E-3	4.4E-3	7.7E-3	4.7E-3
320	7.0E-2	4.4E-4	6.4E-5	7.2E-3	4.1E-3	7.1E-3	4.4E-3
330	6.5E-2	4.1E-4	6.0E-5	6.7E-3	3.8E-3	6.6E-3	4.1E-3
340	6.0E-2	3.8E-4	5.6E-5	6.2E-3	3.5E-3	6.2E-3	3.8E-3
350	5.6E-2	3.5E-4	5.2E-5	5.8E-3	3.3E-3	5.7E-3	3.5E-3
360	5.2E-2	3.3E-4	4.8E-5	5.4E-3	3.0E-3	5.3E-3	3.3E-3
365	5.0E-2	3.2E-4	4.6E-5	5.2E-3	2.9E-3	5.1E-3	3.2E-3
370	4.9E-2	3.1E-4	4.5E-5	5.0E-3	2.8E-3	4.9E-3	3.1E-3
380	4.5E-2	2.8E-4	4.1E-5	4.6E-3	2.6E-3	4.6E-3	2.8E-3
390	4.2E-2	2.6E-4	3.9E-5	4.3E-3	2.4E-3	4.3E-3	2.6E-3
400	3.9E-2	2.5E-4	3.6E-5	4.0E-3	2.3E-3	4.0E-3	2.5E-3
410	3.6E-2	2.3E-4	3.3E-5	3.7E-3	2.1E-3	3.7E-3	2.3E-3
420	3.4E-2	2.1E-4	3.1E-5	3.5E-3	2.0E-3	3.4E-3	2.1E-3
430	3.1E-2	2.0E-4	2.9E-5	3.2E-3	1.8E-3	3.2E-3	2.0E-3
440	2.9E-2	1.8E-4	2.7E-5	3.0E-3	1.7E-3	3.0E-3	1.8E-3
450	2.7E-2	1.7E-4	2.5E-5	2.8E-3	1.6E-3	2.8E-3	1.7E-3
460	2.5E-2	1.6E-4	2.3E-5	2.6E-3	1.5E-3	2.6E-3	1.6E-3
470	2.4E-2	1.5E-4	2.1E-5	2.4E-3	1.4E-3	2.4E-3	1.5E-3
480	2.2E-2	1.4E-4	2.0E-5	2.2E-3	1.3E-3	2.2E-3	1.4E-3
490	2.0E-2	1.3E-4	1.8E-5	2.1E-3	1.2E-3	2.1E-3	1.3E-3
500	1.9E-2	1.2E-4	1.7E-5	1.9E-3	1.1E-3	1.9E-3	1.2E-3
510	1.8E-2	1.1E-4	1.6E-5	1.8E-3	1.0E-3	1.8E-3	1.1E-3
520	1.6E-2	1.0E-4	1.5E-5	1.7E-3	9.5E-4	1.7E-3	1.0E-3
530	1.5E-2	9.5E-5	1.4E-5	1.6E-3	8.8E-4	1.5E-3	9.5E-4
540	1.4E-2	8.8E-5	1.3E-5	1.4E-3	8.2E-4	1.4E-3	8.9E-4
550	1.3E-2	8.2E-5	1.2E-5	1.3E-3	7.6E-4	1.3E-3	8.2E-4
560	1.2E-2	7.6E-5	1.1E-5	1.3E-3	7.1E-4	1.2E-3	7.7E-4
570	1.1E-2	7.1E-5	1.0E-5	1.2E-3	6.6E-4	1.2E-3	7.1E-4
580	1.1E-2	6.6E-5	9.6E-6	1.1E-3	6.1E-4	1.1E-3	6.6E-4
590	9.9E-3	6.1E-5	8.9E-6	1.0E-3	5.7E-4	1.0E-3	6.2E-4
600	9.3E-3	5.7E-5	8.3E-6	9.4E-4	5.3E-4	9.3E-4	5.7E-4
610	8.6E-3	5.3E-5	7.7E-6	8.7E-4	5.0E-4	8.6E-4	5.3E-4
620	8.0E-3	4.9E-5	7.2E-6	8.1E-4	4.6E-4	8.0E-4	5.0E-4
630	7.5E-3	4.6E-5	6.6E-6	7.6E-4	4.3E-4	7.5E-4	4.6E-4
640	7.0E-3	4.2E-5	6.2E-6	7.0E-4	4.0E-4	6.9E-4	4.3E-4
650	6.5E-3	4.0E-5	5.7E-6	6.6E-4	3.7E-4	6.5E-4	4.0E-4
660	6.1E-3	3.7E-5	5.3E-6	6.1E-4	3.5E-4	6.0E-4	3.7E-4
670	5.7E-3	3.4E-5	5.0E-6	5.7E-4	3.2E-4	5.6E-4	3.5E-4
680	5.3E-3	3.2E-5	4.6E-6	5.3E-4	3.0E-4	5.2E-4	3.2E-4
690	4.9E-3	3.0E-5	4.3E-6	4.9E-4	2.8E-4	4.9E-4	3.0E-4
700	4.6E-3	2.7E-5	4.0E-6	4.6E-4	2.6E-4	4.5E-4	2.8E-4
710	4.3E-3	2.6E-5	3.7E-6	4.3E-4	2.4E-4	4.2E-4	2.6E-4
720	4.0E-3	2.4E-5	3.5E-6	4.0E-4	2.3E-4	3.9E-4	2.4E-4
730	3.8E-3	2.2E-5	3.2E-6	3.7E-4	2.1E-4	3.7E-4	2.3E-4
740	3.5E-3	2.1E-5	3.0E-6	3.5E-4	2.0E-4	3.4E-4	2.1E-4
750	3.3E-3	1.9E-5	2.8E-6	3.2E-4	1.8E-4	3.2E-4	2.0E-4
760	3.1E-3	1.8E-5	2.6E-6	3.0E-4	1.7E-4	3.0E-4	1.8E-4
770	2.9E-3	1.7E-5	2.4E-6	2.8E-4	1.6E-4	2.8E-4	1.7E-4
780	2.7E-3	1.5E-5	2.2E-6	2.6E-4	1.5E-4	2.6E-4	1.6E-4
790	2.5E-3	1.4E-5	2.1E-6	2.4E-4	1.4E-4	2.4E-4	1.5E-4
800	2.4E-3	1.3E-5	1.9E-6	2.3E-4	1.3E-4	2.2E-4	1.4E-4
810	2.2E-3	1.2E-5	1.8E-6	2.1E-4	1.2E-4	2.1E-4	1.3E-4
820	2.1E-3	1.2E-5	1.7E-6	2.0E-4	1.1E-4	1.9E-4	1.2E-4
830	1.9E-3	1.1E-5	1.6E-6	1.9E-4	1.1E-4	1.8E-4	1.1E-4
840	1.8E-3	1.0E-5	1.5E-6	1.7E-4	9.9E-5	1.7E-4	1.1E-4
850	1.7E-3	9.3E-6	1.4E-6	1.6E-4	9.3E-5	1.6E-4	9.9E-5
860	1.6E-3	8.7E-6	1.3E-6	1.5E-4	8.7E-5	1.5E-4	9.3E-5
870	1.5E-3	8.1E-6	1.2E-6	1.4E-4	8.1E-5	1.4E-4	8.7E-5
880	1.4E-3	7.6E-6	1.1E-6	1.3E-4	7.6E-5	1.3E-4	8.1E-5
890	1.3E-3	7.0E-6	1.0E-6	1.2E-4	7.1E-5	1.2E-4	7.6E-5
900	1.3E-3	6.6E-6	9.5E-7	1.2E-4	6.7E-5	1.1E-4	7.1E-5
910	1.2E-3	6.1E-6	8.9E-7	1.1E-4	6.3E-5	1.1E-4	6.7E-5
920	1.1E-3	5.7E-6	8.3E-7	1.0E-4	5.9E-5	9.9E-5	6.2E-5
930	1.0E-3	5.3E-6	7.7E-7	9.6E-5	5.5E-5	9.3E-5	5.8E-5
940	9.9E-4	5.0E-6	7.2E-7	9.0E-5	5.2E-5	8.7E-5	5.5E-5
950	9.4E-4	4.6E-6	6.7E-7	8.5E-5	4.9E-5	8.2E-5	5.1E-5
960	8.8E-4	4.3E-6	6.3E-7	8.0E-5	4.6E-5	7.7E-5	4.8E-5
970	8.4E-4	4.0E-6	5.8E-7	7.5E-5	4.3E-5	7.2E-5	4.5E-5
980	7.9E-4	3.8E-6	5.5E-7	7.1E-5	4.0E-5	6.7E-5	4.3E-5
990	7.5E-4	3.5E-6	5.1E-7	6.6E-5	3.8E-5	6.3E-5	4.0E-5
1000	7.1E-4	3.3E-6	4.8E-7	6.2E-5	3.6E-5	6.0E-5	3.8E-5
1010	6.7E-4	3.1E-6	4.4E-7	5.9E-5	3.4E-5	5.6E-5	3.5E-5
1020	6.4E-4	2.9E-6	4.2E-7	5.5E-5	3.2E-5	5.3E-5	3.3E-5
1030	6.1E-4	2.7E-6	3.9E-7	5.2E-5	3.0E-5	5.0E-5	3.1E-5
1040	5.8E-4	2.5E-6	3.6E-7	4.9E-5	2.8E-5	4.7E-5	3.0E-5
1050	5.5E-4	2.3E-6	3.4E-7	4.7E-5	2.7E-5	4.4E-5	2.8E-5
1060	5.2E-4	2.2E-6	3.2E-7	4.4E-5	2.5E-5	4.2E-5	2.6E-5
1070	5.0E-4	2.1E-6	3.0E-7	4.2E-5	2.4E-5	3.9E-5	2.5E-5
1080	4.8E-4	1.9E-6	2.8E-7	3.9E-5	2.3E-5	3.7E-5	2.4E-5
1090	4.5E-4	1.8E-6	2.6E-7	3.7E-5	2.1E-5	3.5E-5	2.2E-5
1095	4.4E-4	1.8E-6	2.5E-7	3.6E-5	2.1E-5	3.4E-5	2.2E-5
1100	4.3E-4	1.7E-6	2.4E-7	3.5E-5	2.0E-5	3.3E-5	2.1E-5
1200	2.9E-4	9.2E-7	1.3E-7	2.2E-5	1.3E-5	2.0E-5	1.3E-5
1300	2.1E-4	5.3E-7	7.5E-8	1.5E-5	8.4E-6	1.3E-5	8.5E-6
1400	1.6E-4	3.3E-7	4.7E-8	1.1E-5	6.1E-6	9.0E-6	6.1E-6
1500	1.3E-4	2.3E-7	3.2E-8	8.1E-6	4.7E-6	6.8E-6	4.6E-6
1600	1.1E-4	1.7E-7	2.3E-8	6.5E-6	3.8E-6	5.4E-6	3.7E-6
1700	9.0E-5	1.3E-7	1.8E-8	5.4E-6	3.2E-6	4.5E-6	3.1E-6
1800	7.6E-5	1.0E-7	1.5E-8	4.6E-6	2.7E-6	3.8E-6	2.6E-6
1900	6.5E-5	8.7E-8	1.2E-8	3.9E-6	2.3E-6	3.2E-6	2.2E-6
2000	5.6E-5	7.4E-8	1.0E-8	3.3E-6	2.0E-6	2.7E-6	1.9E-6
2100	4.8E-5	6.3E-8	8.7E-9	2.9E-6	1.7E-6	2.3E-6	1.6E-6
2200	4.2E-5	5.4E-8	7.5E-9	2.5E-6	1.5E-6	2.0E-6	1.4E-6
2300	3.6E-5	4.6E-8	6.4E-9	2.1E-6	1.3E-6	1.7E-6	1.2E-6
2400	3.1E-5	4.0E-8	5.5E-9	1.8E-6	1.1E-6	1.5E-6	1.0E-6
2500	2.7E-5	3.4E-8	4.8E-9	1.6E-6	9.3E-7	1.3E-6	8.9E-7
2600	2.3E-5	3.0E-8	4.1E-9	1.4E-6	8.0E-7	1.1E-6	7.7E-7
2700	2.0E-5	2.6E-8	3.5E-9	1.2E-6	6.9E-7	9.6E-7	6.6E-7
2800	1.7E-5	2.2E-8	3.1E-9	1.0E-6	6.0E-7	8.3E-7	5.7E-7
2900	1.5E-5	1.9E-8	2.6E-9	8.8E-7	5.2E-7	7.2E-7	5.0E-7
3000	1.3E-5	1.7E-8	2.3E-9	7.6E-7	4.5E-7	6.2E-7	4.3E-7
3100	1.1E-5	1.4E-8	2.0E-9	6.5E-7	3.9E-7	5.3E-7	3.7E-7
3200	9.6E-6	1.2E-8	1.7E-9	5.6E-7	3.3E-7	4.6E-7	3.2E-7
3300	8.2E-6	1.1E-8	1.5E-9	4.9E-7	2.9E-7	4.0E-7	2.7E-7
3400	7.1E-6	9.2E-9	1.3E-9	4.2E-7	2.5E-7	3.4E-7	2.4E-7
3500	6.1E-6	7.9E-9	1.1E-9	3.6E-7	2.1E-7	3.0E-7	2.0E-7
3600	5.3E-6	6.8E-9	9.4E-10	3.1E-7	1.8E-7	2.6E-7	1.8E-7
3650	4.9E-6	6.3E-9	8.8E-10	2.9E-7	1.7E-7	2.4E-7	1.6E-7
4000	2.9E-6	3.8E-9	5.2E-10	1.7E-7	1.0E-7	1.4E-7	9.8E-8
5000	6.8E-7	8.7E-10	1.2E-10	4.0E-8	2.4E-8	3.3E-8	2.3E-8
6000	1.6E-7	2.0E-10	-	9.2E-9	5.4E-9	7.5E-9	5.2E-9
7000	3.6E-8	-	-	2.1E-9	1.2E-9	1.7E-9	1.2E-9
8000	8.2E-9	-	-	4.8E-10	2.8E-10	4.0E-10	2.7E-10
9000	1.9E-9	-	-	1.1E-10	-	-	-
10000	4.3E-10	-	-	-	-	-	-
