Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type M, Irradiated fuel fragments, all unspecified forms, fA=0.2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
2.75	4.9E-1	-	-	3.7E-2	3.6E-1	1.5E-2	8.7E-3
3	4.9E-1	1.7E-3	2.6E-2	3.4E-2	3.6E-1	1.5E-2	8.5E-3
3.25	4.8E-1	-	-	3.1E-2	3.5E-1	1.5E-2	8.4E-3
3.5	4.8E-1	-	-	2.9E-2	3.5E-1	1.5E-2	8.3E-3
3.75	4.7E-1	-	-	2.7E-2	3.5E-1	1.5E-2	8.2E-3
4	4.7E-1	1.4E-3	1.5E-2	2.6E-2	3.5E-1	1.5E-2	8.1E-3
4.25	4.7E-1	-	-	2.5E-2	3.4E-1	1.5E-2	8.1E-3
4.5	4.6E-1	-	-	2.4E-2	3.4E-1	1.5E-2	8.1E-3
4.75	4.6E-1	-	-	2.3E-2	3.4E-1	1.5E-2	8.0E-3
5	4.6E-1	1.2E-3	9.0E-3	2.3E-2	3.4E-1	1.4E-2	8.0E-3
5.5	4.6E-1	-	-	2.1E-2	3.3E-1	1.4E-2	8.0E-3
6	4.5E-1	1.1E-3	6.5E-3	2.1E-2	3.3E-1	1.4E-2	8.0E-3
6.5	4.5E-1	-	-	2.0E-2	3.3E-1	1.4E-2	8.0E-3
7	4.5E-1	1.1E-3	5.2E-3	1.9E-2	3.2E-1	1.4E-2	8.0E-3
7.5	4.4E-1	-	-	1.9E-2	3.2E-1	1.4E-2	8.0E-3
8	4.4E-1	1.0E-3	4.3E-3	1.8E-2	3.2E-1	1.4E-2	8.0E-3
8.5	4.4E-1	-	-	1.8E-2	3.2E-1	1.4E-2	8.0E-3
9	4.4E-1	1.0E-3	3.6E-3	1.7E-2	3.2E-1	1.4E-2	8.0E-3
9.5	4.3E-1	-	-	1.7E-2	3.1E-1	1.4E-2	8.0E-3
10	4.3E-1	9.9E-4	3.0E-3	1.7E-2	3.1E-1	1.4E-2	8.0E-3
11	4.3E-1	9.8E-4	2.6E-3	1.6E-2	3.1E-1	1.4E-2	8.1E-3
12	4.2E-1	9.7E-4	2.2E-3	1.6E-2	3.0E-1	1.4E-2	8.1E-3
13	4.2E-1	9.6E-4	1.9E-3	1.6E-2	3.0E-1	1.4E-2	8.2E-3
14	4.2E-1	9.5E-4	1.7E-3	1.5E-2	3.0E-1	1.4E-2	8.2E-3
15	4.2E-1	9.5E-4	1.5E-3	1.5E-2	2.9E-1	1.4E-2	8.2E-3
16	4.1E-1	9.5E-4	1.3E-3	1.5E-2	2.9E-1	1.4E-2	8.3E-3
17	4.1E-1	9.4E-4	1.2E-3	1.5E-2	2.9E-1	1.4E-2	8.3E-3
18	4.1E-1	9.4E-4	1.1E-3	1.5E-2	2.9E-1	1.4E-2	8.3E-3
19	4.1E-1	9.4E-4	9.6E-4	1.5E-2	2.9E-1	1.4E-2	8.3E-3
20	4.1E-1	9.4E-4	8.9E-4	1.5E-2	2.8E-1	1.4E-2	8.4E-3
21	4.0E-1	9.4E-4	8.2E-4	1.5E-2	2.8E-1	1.4E-2	8.4E-3
22	4.0E-1	9.4E-4	7.7E-4	1.5E-2	2.8E-1	1.4E-2	8.4E-3
23	4.0E-1	9.4E-4	7.3E-4	1.4E-2	2.8E-1	1.4E-2	8.4E-3
24	4.0E-1	9.4E-4	7.0E-4	1.4E-2	2.7E-1	1.4E-2	8.5E-3
25	4.0E-1	9.4E-4	6.7E-4	1.4E-2	2.7E-1	1.4E-2	8.5E-3
26	4.0E-1	9.4E-4	6.5E-4	1.4E-2	2.7E-1	1.4E-2	8.5E-3
27	3.9E-1	9.4E-4	6.3E-4	1.4E-2	2.7E-1	1.4E-2	8.5E-3
28	3.9E-1	9.4E-4	6.1E-4	1.5E-2	2.7E-1	1.4E-2	8.5E-3
29	3.9E-1	9.5E-4	5.9E-4	1.5E-2	2.7E-1	1.4E-2	8.6E-3
30	3.9E-1	9.5E-4	5.8E-4	1.5E-2	2.6E-1	1.4E-2	8.6E-3
31	3.9E-1	9.5E-4	5.7E-4	1.5E-2	2.6E-1	1.4E-2	8.6E-3
32	3.9E-1	9.5E-4	5.6E-4	1.5E-2	2.6E-1	1.4E-2	8.6E-3
33	3.9E-1	9.5E-4	5.5E-4	1.5E-2	2.6E-1	1.4E-2	8.6E-3
34	3.8E-1	9.5E-4	5.5E-4	1.5E-2	2.6E-1	1.4E-2	8.6E-3
35	3.8E-1	9.5E-4	5.4E-4	1.5E-2	2.5E-1	1.4E-2	8.7E-3
36	3.8E-1	9.5E-4	5.4E-4	1.5E-2	2.5E-1	1.4E-2	8.7E-3
37	3.8E-1	9.5E-4	5.3E-4	1.5E-2	2.5E-1	1.4E-2	8.7E-3
38	3.8E-1	9.5E-4	5.3E-4	1.5E-2	2.5E-1	1.4E-2	8.7E-3
39	3.8E-1	9.5E-4	5.2E-4	1.5E-2	2.5E-1	1.4E-2	8.7E-3
40	3.7E-1	9.5E-4	5.2E-4	1.5E-2	2.5E-1	1.4E-2	8.7E-3
41	3.7E-1	9.5E-4	5.1E-4	1.5E-2	2.4E-1	1.4E-2	8.7E-3
42	3.7E-1	9.5E-4	5.1E-4	1.5E-2	2.4E-1	1.4E-2	8.7E-3
43	3.7E-1	9.5E-4	5.1E-4	1.5E-2	2.4E-1	1.4E-2	8.8E-3
44	3.7E-1	9.5E-4	5.0E-4	1.5E-2	2.4E-1	1.4E-2	8.8E-3
45	3.7E-1	9.5E-4	5.0E-4	1.5E-2	2.4E-1	1.4E-2	8.8E-3
46	3.7E-1	9.5E-4	5.0E-4	1.5E-2	2.4E-1	1.4E-2	8.8E-3
47	3.6E-1	9.6E-4	4.9E-4	1.5E-2	2.4E-1	1.4E-2	8.8E-3
48	3.6E-1	9.6E-4	4.9E-4	1.5E-2	2.3E-1	1.4E-2	8.8E-3
49	3.6E-1	9.6E-4	4.9E-4	1.5E-2	2.3E-1	1.4E-2	8.8E-3
50	3.6E-1	9.6E-4	4.8E-4	1.5E-2	2.3E-1	1.4E-2	8.8E-3
51	3.6E-1	9.6E-4	4.8E-4	1.5E-2	2.3E-1	1.4E-2	8.8E-3
52	3.6E-1	9.6E-4	4.8E-4	1.5E-2	2.3E-1	1.4E-2	8.8E-3
53	3.6E-1	9.6E-4	4.8E-4	1.5E-2	2.3E-1	1.4E-2	8.8E-3
54	3.5E-1	9.5E-4	4.7E-4	1.5E-2	2.2E-1	1.4E-2	8.8E-3
55	3.5E-1	9.5E-4	4.7E-4	1.5E-2	2.2E-1	1.4E-2	8.8E-3
56	3.5E-1	9.5E-4	4.7E-4	1.5E-2	2.2E-1	1.4E-2	8.8E-3
57	3.5E-1	9.5E-4	4.6E-4	1.5E-2	2.2E-1	1.4E-2	8.8E-3
58	3.5E-1	9.5E-4	4.6E-4	1.5E-2	2.2E-1	1.4E-2	8.8E-3
59	3.5E-1	9.5E-4	4.6E-4	1.5E-2	2.2E-1	1.4E-2	8.8E-3
60	3.5E-1	9.5E-4	4.6E-4	1.5E-2	2.2E-1	1.4E-2	8.8E-3
61	3.4E-1	9.5E-4	4.5E-4	1.5E-2	2.1E-1	1.4E-2	8.8E-3
62	3.4E-1	9.5E-4	4.5E-4	1.5E-2	2.1E-1	1.4E-2	8.8E-3
63	3.4E-1	9.5E-4	4.5E-4	1.5E-2	2.1E-1	1.4E-2	8.8E-3
64	3.4E-1	9.5E-4	4.5E-4	1.5E-2	2.1E-1	1.4E-2	8.8E-3
65	3.4E-1	9.5E-4	4.4E-4	1.5E-2	2.1E-1	1.4E-2	8.8E-3
66	3.4E-1	9.5E-4	4.4E-4	1.5E-2	2.1E-1	1.4E-2	8.8E-3
67	3.4E-1	9.5E-4	4.4E-4	1.5E-2	2.1E-1	1.4E-2	8.8E-3
68	3.3E-1	9.5E-4	4.4E-4	1.5E-2	2.0E-1	1.4E-2	8.8E-3
69	3.3E-1	9.5E-4	4.3E-4	1.5E-2	2.0E-1	1.4E-2	8.8E-3
70	3.3E-1	9.5E-4	4.3E-4	1.5E-2	2.0E-1	1.4E-2	8.8E-3
71	3.3E-1	9.5E-4	4.3E-4	1.5E-2	2.0E-1	1.4E-2	8.8E-3
72	3.3E-1	9.4E-4	4.3E-4	1.5E-2	2.0E-1	1.4E-2	8.8E-3
73	3.3E-1	9.4E-4	4.2E-4	1.5E-2	2.0E-1	1.4E-2	8.8E-3
74	3.3E-1	9.4E-4	4.2E-4	1.5E-2	2.0E-1	1.4E-2	8.8E-3
75	3.2E-1	9.4E-4	4.2E-4	1.5E-2	1.9E-1	1.4E-2	8.8E-3
76	3.2E-1	9.4E-4	4.2E-4	1.5E-2	1.9E-1	1.4E-2	8.8E-3
77	3.2E-1	9.4E-4	4.1E-4	1.5E-2	1.9E-1	1.4E-2	8.8E-3
78	3.2E-1	9.4E-4	4.1E-4	1.5E-2	1.9E-1	1.4E-2	8.8E-3
79	3.2E-1	9.4E-4	4.1E-4	1.5E-2	1.9E-1	1.4E-2	8.8E-3
80	3.2E-1	9.4E-4	4.1E-4	1.5E-2	1.9E-1	1.4E-2	8.7E-3
81	3.2E-1	9.3E-4	4.0E-4	1.5E-2	1.9E-1	1.4E-2	8.7E-3
82	3.1E-1	9.3E-4	4.0E-4	1.5E-2	1.9E-1	1.4E-2	8.7E-3
83	3.1E-1	9.3E-4	4.0E-4	1.5E-2	1.8E-1	1.4E-2	8.7E-3
84	3.1E-1	9.3E-4	4.0E-4	1.4E-2	1.8E-1	1.4E-2	8.7E-3
85	3.1E-1	9.3E-4	3.9E-4	1.4E-2	1.8E-1	1.4E-2	8.7E-3
86	3.1E-1	9.3E-4	3.9E-4	1.4E-2	1.8E-1	1.4E-2	8.7E-3
87	3.1E-1	9.3E-4	3.9E-4	1.4E-2	1.8E-1	1.4E-2	8.7E-3
88	3.1E-1	9.3E-4	3.9E-4	1.4E-2	1.8E-1	1.4E-2	8.7E-3
89	3.1E-1	9.2E-4	3.9E-4	1.4E-2	1.8E-1	1.4E-2	8.7E-3
90	3.0E-1	9.2E-4	3.8E-4	1.4E-2	1.8E-1	1.4E-2	8.6E-3
91	3.0E-1	9.2E-4	3.8E-4	1.4E-2	1.8E-1	1.4E-2	8.6E-3
92	3.0E-1	9.2E-4	3.8E-4	1.4E-2	1.7E-1	1.4E-2	8.6E-3
93	3.0E-1	9.2E-4	3.8E-4	1.4E-2	1.7E-1	1.4E-2	8.6E-3
94	3.0E-1	9.2E-4	3.7E-4	1.4E-2	1.7E-1	1.4E-2	8.6E-3
95	3.0E-1	9.1E-4	3.7E-4	1.4E-2	1.7E-1	1.4E-2	8.6E-3
96	3.0E-1	9.1E-4	3.7E-4	1.4E-2	1.7E-1	1.4E-2	8.6E-3
97	2.9E-1	9.1E-4	3.7E-4	1.4E-2	1.7E-1	1.4E-2	8.6E-3
98	2.9E-1	9.1E-4	3.7E-4	1.4E-2	1.7E-1	1.4E-2	8.6E-3
99	2.9E-1	9.1E-4	3.6E-4	1.4E-2	1.7E-1	1.4E-2	8.5E-3
100	2.9E-1	9.1E-4	3.6E-4	1.4E-2	1.7E-1	1.4E-2	8.5E-3
110	2.8E-1	8.9E-4	3.4E-4	1.4E-2	1.5E-1	1.4E-2	8.4E-3
120	2.7E-1	8.7E-4	3.2E-4	1.4E-2	1.4E-1	1.3E-2	8.2E-3
130	2.5E-1	8.5E-4	3.0E-4	1.3E-2	1.4E-1	1.3E-2	8.0E-3
140	2.4E-1	8.2E-4	2.9E-4	1.3E-2	1.3E-1	1.3E-2	7.8E-3
150	2.3E-1	8.0E-4	2.7E-4	1.3E-2	1.2E-1	1.2E-2	7.6E-3
160	2.2E-1	7.8E-4	2.5E-4	1.2E-2	1.1E-1	1.2E-2	7.4E-3
170	2.1E-1	7.5E-4	2.4E-4	1.2E-2	1.0E-1	1.2E-2	7.2E-3
180	2.0E-1	7.3E-4	2.3E-4	1.1E-2	9.8E-2	1.1E-2	7.0E-3
190	1.9E-1	7.0E-4	2.1E-4	1.1E-2	9.2E-2	1.1E-2	6.7E-3
200	1.8E-1	6.8E-4	2.0E-4	1.1E-2	8.6E-2	1.1E-2	6.5E-3
210	1.7E-1	6.5E-4	1.9E-4	1.0E-2	8.1E-2	1.0E-2	6.3E-3
220	1.7E-1	6.3E-4	1.8E-4	9.9E-3	7.6E-2	9.8E-3	6.0E-3
230	1.6E-1	6.1E-4	1.7E-4	9.6E-3	7.1E-2	9.4E-3	5.8E-3
240	1.5E-1	5.8E-4	1.6E-4	9.2E-3	6.7E-2	9.1E-3	5.6E-3
250	1.4E-1	5.6E-4	1.5E-4	8.8E-3	6.3E-2	8.7E-3	5.4E-3
260	1.4E-1	5.4E-4	1.4E-4	8.5E-3	5.9E-2	8.4E-3	5.2E-3
270	1.3E-1	5.1E-4	1.3E-4	8.1E-3	5.5E-2	8.0E-3	5.0E-3
280	1.2E-1	4.9E-4	1.3E-4	7.8E-3	5.2E-2	7.7E-3	4.7E-3
290	1.2E-1	4.7E-4	1.2E-4	7.5E-3	4.9E-2	7.4E-3	4.5E-3
300	1.1E-1	4.5E-4	1.1E-4	7.1E-3	4.6E-2	7.0E-3	4.4E-3
310	1.0E-1	4.3E-4	1.0E-4	6.8E-3	4.3E-2	6.7E-3	4.2E-3
320	9.9E-2	4.1E-4	9.9E-5	6.5E-3	4.0E-2	6.4E-3	4.0E-3
330	9.4E-2	3.9E-4	9.3E-5	6.2E-3	3.8E-2	6.2E-3	3.8E-3
340	9.0E-2	3.7E-4	8.8E-5	6.0E-3	3.6E-2	5.9E-3	3.6E-3
350	8.5E-2	3.6E-4	8.3E-5	5.7E-3	3.4E-2	5.6E-3	3.5E-3
360	8.1E-2	3.4E-4	7.8E-5	5.4E-3	3.2E-2	5.4E-3	3.3E-3
365	7.9E-2	3.3E-4	7.6E-5	5.3E-3	3.1E-2	5.2E-3	3.2E-3
370	7.7E-2	3.3E-4	7.3E-5	5.2E-3	3.0E-2	5.1E-3	3.2E-3
380	7.3E-2	3.1E-4	6.9E-5	4.9E-3	2.8E-2	4.9E-3	3.0E-3
390	6.9E-2	3.0E-4	6.5E-5	4.7E-3	2.6E-2	4.6E-3	2.9E-3
400	6.5E-2	2.8E-4	6.1E-5	4.5E-3	2.5E-2	4.4E-3	2.7E-3
410	6.2E-2	2.7E-4	5.8E-5	4.3E-3	2.3E-2	4.2E-3	2.6E-3
420	5.9E-2	2.5E-4	5.4E-5	4.1E-3	2.2E-2	4.0E-3	2.5E-3
430	5.6E-2	2.4E-4	5.1E-5	3.9E-3	2.1E-2	3.8E-3	2.4E-3
440	5.3E-2	2.3E-4	4.8E-5	3.7E-3	1.9E-2	3.6E-3	2.2E-3
450	5.0E-2	2.2E-4	4.6E-5	3.5E-3	1.8E-2	3.5E-3	2.1E-3
460	4.7E-2	2.1E-4	4.3E-5	3.3E-3	1.7E-2	3.3E-3	2.0E-3
470	4.5E-2	2.0E-4	4.0E-5	3.2E-3	1.6E-2	3.1E-3	1.9E-3
480	4.3E-2	1.9E-4	3.8E-5	3.0E-3	1.5E-2	3.0E-3	1.8E-3
490	4.0E-2	1.8E-4	3.6E-5	2.8E-3	1.4E-2	2.8E-3	1.7E-3
500	3.8E-2	1.7E-4	3.4E-5	2.7E-3	1.4E-2	2.7E-3	1.7E-3
510	3.6E-2	1.6E-4	3.2E-5	2.6E-3	1.3E-2	2.5E-3	1.6E-3
520	3.4E-2	1.5E-4	3.0E-5	2.4E-3	1.2E-2	2.4E-3	1.5E-3
530	3.3E-2	1.5E-4	2.8E-5	2.3E-3	1.1E-2	2.3E-3	1.4E-3
540	3.1E-2	1.4E-4	2.7E-5	2.2E-3	1.1E-2	2.2E-3	1.3E-3
550	2.9E-2	1.3E-4	2.5E-5	2.1E-3	1.0E-2	2.1E-3	1.3E-3
560	2.8E-2	1.2E-4	2.4E-5	2.0E-3	9.6E-3	2.0E-3	1.2E-3
570	2.6E-2	1.2E-4	2.2E-5	1.9E-3	9.0E-3	1.9E-3	1.2E-3
580	2.5E-2	1.1E-4	2.1E-5	1.8E-3	8.5E-3	1.8E-3	1.1E-3
590	2.4E-2	1.1E-4	2.0E-5	1.7E-3	8.0E-3	1.7E-3	1.0E-3
600	2.2E-2	1.0E-4	1.9E-5	1.6E-3	7.6E-3	1.6E-3	9.9E-4
610	2.1E-2	9.5E-5	1.8E-5	1.5E-3	7.2E-3	1.5E-3	9.3E-4
620	2.0E-2	9.0E-5	1.7E-5	1.4E-3	6.8E-3	1.4E-3	8.9E-4
630	1.9E-2	8.6E-5	1.6E-5	1.4E-3	6.4E-3	1.4E-3	8.4E-4
640	1.8E-2	8.1E-5	1.5E-5	1.3E-3	6.0E-3	1.3E-3	8.0E-4
650	1.7E-2	7.7E-5	1.4E-5	1.2E-3	5.7E-3	1.2E-3	7.6E-4
660	1.6E-2	7.3E-5	1.3E-5	1.2E-3	5.4E-3	1.2E-3	7.2E-4
670	1.5E-2	6.9E-5	1.2E-5	1.1E-3	5.1E-3	1.1E-3	6.8E-4
680	1.4E-2	6.6E-5	1.2E-5	1.1E-3	4.8E-3	1.0E-3	6.4E-4
690	1.4E-2	6.2E-5	1.1E-5	1.0E-3	4.5E-3	9.9E-4	6.1E-4
700	1.3E-2	5.9E-5	1.0E-5	9.4E-4	4.3E-3	9.4E-4	5.8E-4
710	1.2E-2	5.6E-5	9.8E-6	9.0E-4	4.1E-3	8.9E-4	5.5E-4
720	1.2E-2	5.3E-5	9.2E-6	8.5E-4	3.8E-3	8.4E-4	5.2E-4
730	1.1E-2	5.0E-5	8.7E-6	8.0E-4	3.6E-3	8.0E-4	4.9E-4
740	1.0E-2	4.8E-5	8.2E-6	7.6E-4	3.4E-3	7.6E-4	4.7E-4
750	9.9E-3	4.5E-5	7.8E-6	7.2E-4	3.2E-3	7.2E-4	4.4E-4
760	9.4E-3	4.3E-5	7.3E-6	6.8E-4	3.1E-3	6.8E-4	4.2E-4
770	8.9E-3	4.0E-5	6.9E-6	6.5E-4	2.9E-3	6.4E-4	4.0E-4
780	8.4E-3	3.8E-5	6.5E-6	6.2E-4	2.8E-3	6.1E-4	3.8E-4
790	8.0E-3	3.6E-5	6.2E-6	5.8E-4	2.6E-3	5.8E-4	3.6E-4
800	7.6E-3	3.4E-5	5.8E-6	5.5E-4	2.5E-3	5.5E-4	3.4E-4
810	7.2E-3	3.3E-5	5.5E-6	5.2E-4	2.3E-3	5.2E-4	3.2E-4
820	6.8E-3	3.1E-5	5.2E-6	5.0E-4	2.2E-3	4.9E-4	3.0E-4
830	6.4E-3	2.9E-5	4.9E-6	4.7E-4	2.1E-3	4.7E-4	2.9E-4
840	6.1E-3	2.8E-5	4.6E-6	4.5E-4	2.0E-3	4.4E-4	2.7E-4
850	5.8E-3	2.6E-5	4.4E-6	4.2E-4	1.9E-3	4.2E-4	2.6E-4
860	5.5E-3	2.5E-5	4.1E-6	4.0E-4	1.8E-3	4.0E-4	2.5E-4
870	5.2E-3	2.4E-5	3.9E-6	3.8E-4	1.7E-3	3.8E-4	2.3E-4
880	4.9E-3	2.2E-5	3.7E-6	3.6E-4	1.6E-3	3.6E-4	2.2E-4
890	4.7E-3	2.1E-5	3.5E-6	3.4E-4	1.5E-3	3.4E-4	2.1E-4
900	4.4E-3	2.0E-5	3.3E-6	3.2E-4	1.4E-3	3.2E-4	2.0E-4
910	4.2E-3	1.9E-5	3.1E-6	3.1E-4	1.4E-3	3.0E-4	1.9E-4
920	4.0E-3	1.8E-5	2.9E-6	2.9E-4	1.3E-3	2.9E-4	1.8E-4
930	3.8E-3	1.7E-5	2.8E-6	2.8E-4	1.2E-3	2.7E-4	1.7E-4
940	3.6E-3	1.6E-5	2.6E-6	2.6E-4	1.2E-3	2.6E-4	1.6E-4
950	3.4E-3	1.5E-5	2.5E-6	2.5E-4	1.1E-3	2.5E-4	1.5E-4
960	3.2E-3	1.4E-5	2.3E-6	2.4E-4	1.0E-3	2.3E-4	1.4E-4
970	3.1E-3	1.4E-5	2.2E-6	2.2E-4	9.8E-4	2.2E-4	1.4E-4
980	2.9E-3	1.3E-5	2.1E-6	2.1E-4	9.3E-4	2.1E-4	1.3E-4
990	2.8E-3	1.2E-5	2.0E-6	2.0E-4	8.8E-4	2.0E-4	1.2E-4
1000	2.6E-3	1.2E-5	1.9E-6	1.9E-4	8.3E-4	1.9E-4	1.2E-4
1010	2.5E-3	1.1E-5	1.8E-6	1.8E-4	7.9E-4	1.8E-4	1.1E-4
1020	2.4E-3	1.0E-5	1.7E-6	1.7E-4	7.5E-4	1.7E-4	1.0E-4
1030	2.2E-3	9.9E-6	1.6E-6	1.6E-4	7.1E-4	1.6E-4	1.0E-4
1040	2.1E-3	9.4E-6	1.5E-6	1.5E-4	6.7E-4	1.5E-4	9.5E-5
1050	2.0E-3	8.9E-6	1.4E-6	1.5E-4	6.4E-4	1.4E-4	9.0E-5
1060	1.9E-3	8.5E-6	1.3E-6	1.4E-4	6.1E-4	1.4E-4	8.5E-5
1070	1.8E-3	8.0E-6	1.3E-6	1.3E-4	5.8E-4	1.3E-4	8.1E-5
1080	1.7E-3	7.6E-6	1.2E-6	1.3E-4	5.5E-4	1.2E-4	7.7E-5
1090	1.7E-3	7.2E-6	1.1E-6	1.2E-4	5.2E-4	1.2E-4	7.3E-5
1095	1.6E-3	7.0E-6	1.1E-6	1.2E-4	5.0E-4	1.1E-4	7.1E-5
1100	1.6E-3	6.8E-6	1.1E-6	1.1E-4	4.9E-4	1.1E-4	6.9E-5
1200	9.5E-4	4.0E-6	6.2E-7	6.8E-5	2.9E-4	6.6E-5	4.1E-5
1300	5.9E-4	2.4E-6	3.6E-7	4.1E-5	1.7E-4	4.0E-5	2.5E-5
1400	3.7E-4	1.4E-6	2.1E-7	2.6E-5	1.0E-4	2.5E-5	1.6E-5
1500	2.4E-4	8.7E-7	1.3E-7	1.6E-5	6.3E-5	1.6E-5	9.8E-6
1600	1.6E-4	5.4E-7	7.9E-8	1.1E-5	3.8E-5	1.0E-5	6.4E-6
1700	1.1E-4	3.4E-7	4.9E-8	7.2E-6	2.3E-5	6.7E-6	4.3E-6
1800	7.9E-5	2.2E-7	3.1E-8	5.1E-6	1.5E-5	4.6E-6	3.0E-6
1900	5.9E-5	1.4E-7	2.1E-8	3.7E-6	9.1E-6	3.3E-6	2.2E-6
2000	4.5E-5	9.9E-8	1.4E-8	2.8E-6	5.8E-6	2.4E-6	1.6E-6
2100	3.5E-5	7.0E-8	9.9E-9	2.2E-6	3.8E-6	1.9E-6	1.3E-6
2200	2.8E-5	5.1E-8	7.2E-9	1.7E-6	2.5E-6	1.5E-6	9.9E-7
2300	2.3E-5	3.9E-8	5.4E-9	1.4E-6	1.7E-6	1.2E-6	8.0E-7
2400	1.9E-5	3.0E-8	4.2E-9	1.2E-6	1.2E-6	9.7E-7	6.6E-7
2500	1.6E-5	2.4E-8	3.4E-9	9.7E-7	9.0E-7	8.1E-7	5.5E-7
2600	1.4E-5	2.0E-8	2.7E-9	8.2E-7	6.8E-7	6.8E-7	4.7E-7
2700	1.2E-5	1.6E-8	2.3E-9	7.0E-7	5.3E-7	5.8E-7	4.0E-7
2800	1.0E-5	1.4E-8	1.9E-9	6.0E-7	4.2E-7	4.9E-7	3.4E-7
2900	8.6E-6	1.2E-8	1.6E-9	5.1E-7	3.4E-7	4.2E-7	2.9E-7
3000	7.4E-6	9.8E-9	1.4E-9	4.4E-7	2.8E-7	3.6E-7	2.5E-7
3100	6.4E-6	8.4E-9	1.2E-9	3.8E-7	2.4E-7	3.1E-7	2.1E-7
3200	5.5E-6	7.2E-9	9.9E-10	3.2E-7	2.0E-7	2.7E-7	1.8E-7
3300	4.7E-6	6.1E-9	8.5E-10	2.8E-7	1.7E-7	2.3E-7	1.6E-7
3400	4.1E-6	5.3E-9	7.3E-10	2.4E-7	1.5E-7	2.0E-7	1.4E-7
3500	3.5E-6	4.5E-9	6.3E-10	2.1E-7	1.2E-7	1.7E-7	1.2E-7
3600	3.0E-6	3.9E-9	5.4E-10	1.8E-7	1.1E-7	1.5E-7	1.0E-7
3650	2.8E-6	3.6E-9	5.0E-10	1.7E-7	9.9E-8	1.4E-7	9.4E-8
4000	1.7E-6	2.2E-9	3.0E-10	9.9E-8	5.9E-8	8.1E-8	5.6E-8
5000	3.9E-7	5.0E-10	-	2.3E-8	1.3E-8	1.9E-8	1.3E-8
6000	8.9E-8	1.1E-10	-	5.2E-9	3.1E-9	4.3E-9	3.0E-9
7000	2.0E-8	-	-	1.2E-9	7.1E-10	9.8E-10	6.8E-10
8000	4.7E-9	-	-	2.7E-10	1.6E-10	2.3E-10	1.6E-10
9000	1.1E-9	-	-	-	-	-	-
10000	2.5E-10	-	-	-	-	-	-
