Radionuclide	Cs-137
Route of Intake	Ingestion
Material	Relatively insoluble forms, irradiated fuel fragments, fA=0.1
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
3.25	1.4E-1	-	-	5.9E-2	5.0E-3	1.1E-2	6.0E-3
3.5	1.2E-1	-	-	4.4E-2	4.9E-3	1.1E-2	5.9E-3
3.75	1.1E-1	-	-	3.3E-2	4.9E-3	1.1E-2	5.8E-3
4	1.0E-1	8.9E-4	5.5E-2	2.5E-2	4.9E-3	1.1E-2	5.7E-3
4.25	9.6E-2	-	-	2.0E-2	4.9E-3	1.1E-2	5.7E-3
4.5	9.2E-2	-	-	1.6E-2	4.9E-3	1.1E-2	5.6E-3
4.75	9.0E-2	-	-	1.4E-2	4.8E-3	1.0E-2	5.6E-3
5	8.8E-2	7.6E-4	1.3E-2	1.2E-2	4.8E-3	1.0E-2	5.5E-3
5.5	8.5E-2	-	-	1.0E-2	4.8E-3	1.0E-2	5.5E-3
6	8.4E-2	6.9E-4	2.9E-3	9.1E-3	4.8E-3	1.0E-2	5.4E-3
6.5	8.3E-2	-	-	8.7E-3	4.8E-3	9.8E-3	5.3E-3
7	8.3E-2	6.3E-4	6.3E-4	8.5E-3	4.8E-3	9.6E-3	5.3E-3
7.5	8.3E-2	-	-	8.4E-3	4.7E-3	9.5E-3	5.3E-3
8	8.2E-2	6.0E-4	1.9E-4	8.4E-3	4.7E-3	9.4E-3	5.2E-3
8.5	8.2E-2	-	-	8.3E-3	4.7E-3	9.3E-3	5.2E-3
9	8.1E-2	5.8E-4	1.1E-4	8.3E-3	4.7E-3	9.1E-3	5.2E-3
9.5	8.1E-2	-	-	8.3E-3	4.7E-3	9.0E-3	5.2E-3
10	8.1E-2	5.6E-4	8.7E-5	8.2E-3	4.7E-3	8.9E-3	5.1E-3
11	8.0E-2	5.4E-4	8.2E-5	8.2E-3	4.6E-3	8.8E-3	5.1E-3
12	8.0E-2	5.3E-4	7.9E-5	8.1E-3	4.6E-3	8.6E-3	5.0E-3
13	7.9E-2	5.2E-4	7.7E-5	8.1E-3	4.6E-3	8.5E-3	5.0E-3
14	7.8E-2	5.2E-4	7.6E-5	8.0E-3	4.6E-3	8.3E-3	5.0E-3
15	7.8E-2	5.1E-4	7.5E-5	8.0E-3	4.5E-3	8.2E-3	4.9E-3
16	7.7E-2	5.0E-4	7.4E-5	7.9E-3	4.5E-3	8.1E-3	4.9E-3
17	7.7E-2	5.0E-4	7.3E-5	7.9E-3	4.5E-3	8.0E-3	4.9E-3
18	7.6E-2	4.9E-4	7.2E-5	7.8E-3	4.4E-3	7.9E-3	4.8E-3
19	7.5E-2	4.9E-4	7.1E-5	7.8E-3	4.4E-3	7.9E-3	4.8E-3
20	7.5E-2	4.8E-4	7.0E-5	7.7E-3	4.4E-3	7.8E-3	4.7E-3
21	7.4E-2	4.8E-4	7.0E-5	7.7E-3	4.3E-3	7.7E-3	4.7E-3
22	7.4E-2	4.7E-4	6.9E-5	7.6E-3	4.3E-3	7.6E-3	4.7E-3
23	7.3E-2	4.7E-4	6.8E-5	7.5E-3	4.3E-3	7.6E-3	4.6E-3
24	7.3E-2	4.7E-4	6.8E-5	7.5E-3	4.3E-3	7.5E-3	4.6E-3
25	7.2E-2	4.6E-4	6.7E-5	7.4E-3	4.2E-3	7.4E-3	4.6E-3
26	7.2E-2	4.6E-4	6.7E-5	7.4E-3	4.2E-3	7.4E-3	4.5E-3
27	7.1E-2	4.5E-4	6.6E-5	7.3E-3	4.2E-3	7.3E-3	4.5E-3
28	7.1E-2	4.5E-4	6.6E-5	7.3E-3	4.1E-3	7.3E-3	4.5E-3
29	7.0E-2	4.5E-4	6.5E-5	7.2E-3	4.1E-3	7.2E-3	4.4E-3
30	7.0E-2	4.4E-4	6.5E-5	7.2E-3	4.1E-3	7.1E-3	4.4E-3
31	6.9E-2	4.4E-4	6.4E-5	7.1E-3	4.0E-3	7.1E-3	4.4E-3
32	6.9E-2	4.4E-4	6.4E-5	7.1E-3	4.0E-3	7.0E-3	4.3E-3
33	6.8E-2	4.3E-4	6.3E-5	7.0E-3	4.0E-3	7.0E-3	4.3E-3
34	6.8E-2	4.3E-4	6.3E-5	7.0E-3	4.0E-3	6.9E-3	4.3E-3
35	6.7E-2	4.3E-4	6.2E-5	6.9E-3	3.9E-3	6.9E-3	4.3E-3
36	6.7E-2	4.2E-4	6.2E-5	6.9E-3	3.9E-3	6.8E-3	4.2E-3
37	6.6E-2	4.2E-4	6.1E-5	6.8E-3	3.9E-3	6.8E-3	4.2E-3
38	6.6E-2	4.2E-4	6.1E-5	6.8E-3	3.8E-3	6.7E-3	4.2E-3
39	6.5E-2	4.2E-4	6.0E-5	6.7E-3	3.8E-3	6.7E-3	4.1E-3
40	6.5E-2	4.1E-4	6.0E-5	6.7E-3	3.8E-3	6.6E-3	4.1E-3
41	6.4E-2	4.1E-4	6.0E-5	6.6E-3	3.8E-3	6.6E-3	4.1E-3
42	6.4E-2	4.1E-4	5.9E-5	6.6E-3	3.7E-3	6.5E-3	4.0E-3
43	6.3E-2	4.0E-4	5.9E-5	6.5E-3	3.7E-3	6.5E-3	4.0E-3
44	6.3E-2	4.0E-4	5.8E-5	6.5E-3	3.7E-3	6.4E-3	4.0E-3
45	6.2E-2	4.0E-4	5.8E-5	6.4E-3	3.6E-3	6.4E-3	4.0E-3
46	6.2E-2	3.9E-4	5.7E-5	6.4E-3	3.6E-3	6.3E-3	3.9E-3
47	6.1E-2	3.9E-4	5.7E-5	6.3E-3	3.6E-3	6.3E-3	3.9E-3
48	6.1E-2	3.9E-4	5.7E-5	6.3E-3	3.6E-3	6.2E-3	3.9E-3
49	6.1E-2	3.9E-4	5.6E-5	6.2E-3	3.5E-3	6.2E-3	3.8E-3
50	6.0E-2	3.8E-4	5.6E-5	6.2E-3	3.5E-3	6.2E-3	3.8E-3
51	6.0E-2	3.8E-4	5.5E-5	6.2E-3	3.5E-3	6.1E-3	3.8E-3
52	5.9E-2	3.8E-4	5.5E-5	6.1E-3	3.5E-3	6.1E-3	3.8E-3
53	5.9E-2	3.7E-4	5.4E-5	6.1E-3	3.4E-3	6.0E-3	3.7E-3
54	5.8E-2	3.7E-4	5.4E-5	6.0E-3	3.4E-3	6.0E-3	3.7E-3
55	5.8E-2	3.7E-4	5.4E-5	6.0E-3	3.4E-3	5.9E-3	3.7E-3
56	5.8E-2	3.7E-4	5.3E-5	5.9E-3	3.4E-3	5.9E-3	3.6E-3
57	5.7E-2	3.6E-4	5.3E-5	5.9E-3	3.3E-3	5.8E-3	3.6E-3
58	5.7E-2	3.6E-4	5.3E-5	5.8E-3	3.3E-3	5.8E-3	3.6E-3
59	5.6E-2	3.6E-4	5.2E-5	5.8E-3	3.3E-3	5.8E-3	3.6E-3
60	5.6E-2	3.6E-4	5.2E-5	5.8E-3	3.3E-3	5.7E-3	3.5E-3
61	5.5E-2	3.5E-4	5.1E-5	5.7E-3	3.2E-3	5.7E-3	3.5E-3
62	5.5E-2	3.5E-4	5.1E-5	5.7E-3	3.2E-3	5.6E-3	3.5E-3
63	5.5E-2	3.5E-4	5.1E-5	5.6E-3	3.2E-3	5.6E-3	3.5E-3
64	5.4E-2	3.5E-4	5.0E-5	5.6E-3	3.2E-3	5.6E-3	3.4E-3
65	5.4E-2	3.4E-4	5.0E-5	5.6E-3	3.1E-3	5.5E-3	3.4E-3
66	5.3E-2	3.4E-4	5.0E-5	5.5E-3	3.1E-3	5.5E-3	3.4E-3
67	5.3E-2	3.4E-4	4.9E-5	5.5E-3	3.1E-3	5.4E-3	3.4E-3
68	5.3E-2	3.4E-4	4.9E-5	5.4E-3	3.1E-3	5.4E-3	3.3E-3
69	5.2E-2	3.3E-4	4.8E-5	5.4E-3	3.1E-3	5.4E-3	3.3E-3
70	5.2E-2	3.3E-4	4.8E-5	5.4E-3	3.0E-3	5.3E-3	3.3E-3
71	5.2E-2	3.3E-4	4.8E-5	5.3E-3	3.0E-3	5.3E-3	3.3E-3
72	5.1E-2	3.3E-4	4.7E-5	5.3E-3	3.0E-3	5.2E-3	3.2E-3
73	5.1E-2	3.2E-4	4.7E-5	5.2E-3	3.0E-3	5.2E-3	3.2E-3
74	5.0E-2	3.2E-4	4.7E-5	5.2E-3	2.9E-3	5.2E-3	3.2E-3
75	5.0E-2	3.2E-4	4.6E-5	5.2E-3	2.9E-3	5.1E-3	3.2E-3
76	5.0E-2	3.2E-4	4.6E-5	5.1E-3	2.9E-3	5.1E-3	3.1E-3
77	4.9E-2	3.1E-4	4.6E-5	5.1E-3	2.9E-3	5.0E-3	3.1E-3
78	4.9E-2	3.1E-4	4.5E-5	5.0E-3	2.9E-3	5.0E-3	3.1E-3
79	4.9E-2	3.1E-4	4.5E-5	5.0E-3	2.8E-3	5.0E-3	3.1E-3
80	4.8E-2	3.1E-4	4.5E-5	5.0E-3	2.8E-3	4.9E-3	3.1E-3
81	4.8E-2	3.0E-4	4.4E-5	4.9E-3	2.8E-3	4.9E-3	3.0E-3
82	4.8E-2	3.0E-4	4.4E-5	4.9E-3	2.8E-3	4.9E-3	3.0E-3
83	4.7E-2	3.0E-4	4.4E-5	4.9E-3	2.8E-3	4.8E-3	3.0E-3
84	4.7E-2	3.0E-4	4.3E-5	4.8E-3	2.7E-3	4.8E-3	3.0E-3
85	4.6E-2	3.0E-4	4.3E-5	4.8E-3	2.7E-3	4.8E-3	2.9E-3
86	4.6E-2	2.9E-4	4.3E-5	4.8E-3	2.7E-3	4.7E-3	2.9E-3
87	4.6E-2	2.9E-4	4.2E-5	4.7E-3	2.7E-3	4.7E-3	2.9E-3
88	4.5E-2	2.9E-4	4.2E-5	4.7E-3	2.7E-3	4.7E-3	2.9E-3
89	4.5E-2	2.9E-4	4.2E-5	4.7E-3	2.6E-3	4.6E-3	2.9E-3
90	4.5E-2	2.9E-4	4.2E-5	4.6E-3	2.6E-3	4.6E-3	2.8E-3
91	4.4E-2	2.8E-4	4.1E-5	4.6E-3	2.6E-3	4.6E-3	2.8E-3
92	4.4E-2	2.8E-4	4.1E-5	4.6E-3	2.6E-3	4.5E-3	2.8E-3
93	4.4E-2	2.8E-4	4.1E-5	4.5E-3	2.6E-3	4.5E-3	2.8E-3
94	4.4E-2	2.8E-4	4.0E-5	4.5E-3	2.5E-3	4.5E-3	2.8E-3
95	4.3E-2	2.7E-4	4.0E-5	4.5E-3	2.5E-3	4.4E-3	2.7E-3
96	4.3E-2	2.7E-4	4.0E-5	4.4E-3	2.5E-3	4.4E-3	2.7E-3
97	4.3E-2	2.7E-4	3.9E-5	4.4E-3	2.5E-3	4.4E-3	2.7E-3
98	4.2E-2	2.7E-4	3.9E-5	4.4E-3	2.5E-3	4.3E-3	2.7E-3
99	4.2E-2	2.7E-4	3.9E-5	4.3E-3	2.5E-3	4.3E-3	2.7E-3
100	4.2E-2	2.6E-4	3.9E-5	4.3E-3	2.4E-3	4.3E-3	2.6E-3
110	3.9E-2	2.5E-4	3.6E-5	4.0E-3	2.3E-3	4.0E-3	2.5E-3
120	3.6E-2	2.3E-4	3.3E-5	3.7E-3	2.1E-3	3.7E-3	2.3E-3
130	3.3E-2	2.1E-4	3.1E-5	3.4E-3	2.0E-3	3.4E-3	2.1E-3
140	3.1E-2	2.0E-4	2.9E-5	3.2E-3	1.8E-3	3.2E-3	2.0E-3
150	2.9E-2	1.8E-4	2.7E-5	3.0E-3	1.7E-3	3.0E-3	1.8E-3
160	2.7E-2	1.7E-4	2.5E-5	2.8E-3	1.6E-3	2.7E-3	1.7E-3
170	2.5E-2	1.6E-4	2.3E-5	2.6E-3	1.5E-3	2.5E-3	1.6E-3
180	2.3E-2	1.5E-4	2.1E-5	2.4E-3	1.4E-3	2.4E-3	1.5E-3
190	2.2E-2	1.4E-4	2.0E-5	2.2E-3	1.3E-3	2.2E-3	1.4E-3
200	2.0E-2	1.3E-4	1.8E-5	2.1E-3	1.2E-3	2.0E-3	1.3E-3
210	1.9E-2	1.2E-4	1.7E-5	1.9E-3	1.1E-3	1.9E-3	1.2E-3
220	1.7E-2	1.1E-4	1.6E-5	1.8E-3	1.0E-3	1.8E-3	1.1E-3
230	1.6E-2	1.0E-4	1.5E-5	1.7E-3	9.4E-4	1.6E-3	1.0E-3
240	1.5E-2	9.5E-5	1.4E-5	1.5E-3	8.7E-4	1.5E-3	9.4E-4
250	1.4E-2	8.8E-5	1.3E-5	1.4E-3	8.1E-4	1.4E-3	8.8E-4
260	1.3E-2	8.2E-5	1.2E-5	1.3E-3	7.5E-4	1.3E-3	8.2E-4
270	1.2E-2	7.6E-5	1.1E-5	1.2E-3	7.0E-4	1.2E-3	7.6E-4
280	1.1E-2	7.1E-5	1.0E-5	1.1E-3	6.5E-4	1.1E-3	7.0E-4
290	1.0E-2	6.6E-5	9.5E-6	1.1E-3	6.0E-4	1.1E-3	6.5E-4
300	9.6E-3	6.1E-5	8.9E-6	9.9E-4	5.6E-4	9.8E-4	6.1E-4
310	8.9E-3	5.7E-5	8.2E-6	9.2E-4	5.2E-4	9.1E-4	5.6E-4
320	8.3E-3	5.3E-5	7.7E-6	8.5E-4	4.8E-4	8.5E-4	5.3E-4
330	7.7E-3	4.9E-5	7.1E-6	7.9E-4	4.5E-4	7.9E-4	4.9E-4
340	7.2E-3	4.5E-5	6.6E-6	7.4E-4	4.2E-4	7.3E-4	4.5E-4
350	6.7E-3	4.2E-5	6.1E-6	6.9E-4	3.9E-4	6.8E-4	4.2E-4
360	6.2E-3	3.9E-5	5.7E-6	6.4E-4	3.6E-4	6.3E-4	3.9E-4
365	6.0E-3	3.8E-5	5.5E-6	6.2E-4	3.5E-4	6.1E-4	3.8E-4
370	5.8E-3	3.6E-5	5.3E-6	5.9E-4	3.4E-4	5.9E-4	3.6E-4
380	5.4E-3	3.4E-5	4.9E-6	5.5E-4	3.1E-4	5.5E-4	3.4E-4
390	5.0E-3	3.1E-5	4.6E-6	5.1E-4	2.9E-4	5.1E-4	3.1E-4
400	4.6E-3	2.9E-5	4.3E-6	4.8E-4	2.7E-4	4.7E-4	2.9E-4
410	4.3E-3	2.7E-5	4.0E-6	4.4E-4	2.5E-4	4.4E-4	2.7E-4
420	4.0E-3	2.5E-5	3.7E-6	4.1E-4	2.3E-4	4.1E-4	2.5E-4
430	3.7E-3	2.3E-5	3.4E-6	3.8E-4	2.2E-4	3.8E-4	2.3E-4
440	3.5E-3	2.2E-5	3.2E-6	3.6E-4	2.0E-4	3.5E-4	2.2E-4
450	3.2E-3	2.0E-5	3.0E-6	3.3E-4	1.9E-4	3.3E-4	2.0E-4
460	3.0E-3	1.9E-5	2.7E-6	3.1E-4	1.7E-4	3.0E-4	1.9E-4
470	2.8E-3	1.8E-5	2.5E-6	2.9E-4	1.6E-4	2.8E-4	1.8E-4
480	2.6E-3	1.6E-5	2.4E-6	2.7E-4	1.5E-4	2.6E-4	1.6E-4
490	2.4E-3	1.5E-5	2.2E-6	2.5E-4	1.4E-4	2.4E-4	1.5E-4
500	2.3E-3	1.4E-5	2.0E-6	2.3E-4	1.3E-4	2.3E-4	1.4E-4
510	2.1E-3	1.3E-5	1.9E-6	2.1E-4	1.2E-4	2.1E-4	1.3E-4
520	2.0E-3	1.2E-5	1.8E-6	2.0E-4	1.1E-4	2.0E-4	1.2E-4
530	1.8E-3	1.1E-5	1.6E-6	1.8E-4	1.0E-4	1.8E-4	1.1E-4
540	1.7E-3	1.0E-5	1.5E-6	1.7E-4	9.8E-5	1.7E-4	1.1E-4
550	1.6E-3	9.8E-6	1.4E-6	1.6E-4	9.1E-5	1.6E-4	9.8E-5
560	1.5E-3	9.1E-6	1.3E-6	1.5E-4	8.4E-5	1.5E-4	9.1E-5
570	1.4E-3	8.4E-6	1.2E-6	1.4E-4	7.9E-5	1.4E-4	8.5E-5
580	1.3E-3	7.8E-6	1.1E-6	1.3E-4	7.3E-5	1.3E-4	7.9E-5
590	1.2E-3	7.3E-6	1.1E-6	1.2E-4	6.8E-5	1.2E-4	7.4E-5
600	1.1E-3	6.8E-6	9.8E-7	1.1E-4	6.3E-5	1.1E-4	6.8E-5
610	1.0E-3	6.3E-6	9.2E-7	1.0E-4	5.9E-5	1.0E-4	6.4E-5
620	9.6E-4	5.9E-6	8.5E-7	9.7E-5	5.5E-5	9.5E-5	5.9E-5
630	8.9E-4	5.4E-6	7.9E-7	9.0E-5	5.1E-5	8.9E-5	5.5E-5
640	8.3E-4	5.1E-6	7.4E-7	8.4E-5	4.8E-5	8.3E-5	5.1E-5
650	7.8E-4	4.7E-6	6.8E-7	7.8E-5	4.4E-5	7.7E-5	4.8E-5
660	7.2E-4	4.4E-6	6.4E-7	7.3E-5	4.1E-5	7.2E-5	4.4E-5
670	6.8E-4	4.1E-6	5.9E-7	6.8E-5	3.8E-5	6.7E-5	4.1E-5
680	6.3E-4	3.8E-6	5.5E-7	6.3E-5	3.6E-5	6.2E-5	3.9E-5
690	5.9E-4	3.5E-6	5.1E-7	5.9E-5	3.3E-5	5.8E-5	3.6E-5
700	5.5E-4	3.3E-6	4.8E-7	5.5E-5	3.1E-5	5.4E-5	3.3E-5
710	5.1E-4	3.0E-6	4.4E-7	5.1E-5	2.9E-5	5.0E-5	3.1E-5
720	4.8E-4	2.8E-6	4.1E-7	4.7E-5	2.7E-5	4.7E-5	2.9E-5
730	4.5E-4	2.6E-6	3.8E-7	4.4E-5	2.5E-5	4.4E-5	2.7E-5
740	4.2E-4	2.4E-6	3.6E-7	4.1E-5	2.3E-5	4.1E-5	2.5E-5
750	3.9E-4	2.3E-6	3.3E-7	3.8E-5	2.2E-5	3.8E-5	2.4E-5
760	3.7E-4	2.1E-6	3.1E-7	3.6E-5	2.0E-5	3.5E-5	2.2E-5
770	3.4E-4	2.0E-6	2.9E-7	3.3E-5	1.9E-5	3.3E-5	2.0E-5
780	3.2E-4	1.8E-6	2.7E-7	3.1E-5	1.8E-5	3.1E-5	1.9E-5
790	3.0E-4	1.7E-6	2.5E-7	2.9E-5	1.7E-5	2.9E-5	1.8E-5
800	2.8E-4	1.6E-6	2.3E-7	2.7E-5	1.5E-5	2.7E-5	1.7E-5
810	2.6E-4	1.5E-6	2.2E-7	2.5E-5	1.4E-5	2.5E-5	1.6E-5
820	2.5E-4	1.4E-6	2.0E-7	2.4E-5	1.4E-5	2.3E-5	1.4E-5
830	2.3E-4	1.3E-6	1.9E-7	2.2E-5	1.3E-5	2.2E-5	1.4E-5
840	2.2E-4	1.2E-6	1.7E-7	2.1E-5	1.2E-5	2.0E-5	1.3E-5
850	2.0E-4	1.1E-6	1.6E-7	1.9E-5	1.1E-5	1.9E-5	1.2E-5
860	1.9E-4	1.0E-6	1.5E-7	1.8E-5	1.0E-5	1.8E-5	1.1E-5
870	1.8E-4	9.7E-7	1.4E-7	1.7E-5	9.7E-6	1.6E-5	1.0E-5
880	1.7E-4	9.0E-7	1.3E-7	1.6E-5	9.1E-6	1.5E-5	9.7E-6
890	1.6E-4	8.4E-7	1.2E-7	1.5E-5	8.5E-6	1.4E-5	9.0E-6
900	1.5E-4	7.8E-7	1.1E-7	1.4E-5	7.9E-6	1.3E-5	8.5E-6
910	1.4E-4	7.3E-7	1.1E-7	1.3E-5	7.4E-6	1.3E-5	7.9E-6
920	1.3E-4	6.8E-7	9.9E-8	1.2E-5	7.0E-6	1.2E-5	7.4E-6
930	1.2E-4	6.3E-7	9.2E-8	1.1E-5	6.6E-6	1.1E-5	7.0E-6
940	1.2E-4	5.9E-7	8.6E-8	1.1E-5	6.1E-6	1.0E-5	6.5E-6
950	1.1E-4	5.5E-7	8.0E-8	1.0E-5	5.8E-6	9.7E-6	6.1E-6
960	1.1E-4	5.1E-7	7.5E-8	9.5E-6	5.4E-6	9.1E-6	5.7E-6
970	9.9E-5	4.8E-7	7.0E-8	8.9E-6	5.1E-6	8.6E-6	5.4E-6
980	9.4E-5	4.5E-7	6.5E-8	8.4E-6	4.8E-6	8.0E-6	5.1E-6
990	8.9E-5	4.2E-7	6.1E-8	7.9E-6	4.5E-6	7.5E-6	4.8E-6
1000	8.4E-5	3.9E-7	5.7E-8	7.4E-6	4.3E-6	7.1E-6	4.5E-6
1010	8.0E-5	3.7E-7	5.3E-8	7.0E-6	4.0E-6	6.7E-6	4.2E-6
1020	7.6E-5	3.4E-7	4.9E-8	6.6E-6	3.8E-6	6.3E-6	4.0E-6
1030	7.2E-5	3.2E-7	4.6E-8	6.2E-6	3.6E-6	5.9E-6	3.7E-6
1040	6.9E-5	3.0E-7	4.3E-8	5.9E-6	3.4E-6	5.6E-6	3.5E-6
1050	6.5E-5	2.8E-7	4.0E-8	5.5E-6	3.2E-6	5.2E-6	3.3E-6
1060	6.2E-5	2.6E-7	3.8E-8	5.2E-6	3.0E-6	4.9E-6	3.1E-6
1070	5.9E-5	2.5E-7	3.5E-8	5.0E-6	2.8E-6	4.7E-6	3.0E-6
1080	5.7E-5	2.3E-7	3.3E-8	4.7E-6	2.7E-6	4.4E-6	2.8E-6
1090	5.4E-5	2.2E-7	3.1E-8	4.4E-6	2.6E-6	4.2E-6	2.7E-6
1095	5.3E-5	2.1E-7	3.0E-8	4.3E-6	2.5E-6	4.0E-6	2.6E-6
1100	5.2E-5	2.0E-7	2.9E-8	4.2E-6	2.4E-6	3.9E-6	2.5E-6
1200	3.4E-5	1.1E-7	1.6E-8	2.6E-6	1.5E-6	2.3E-6	1.5E-6
1300	2.5E-5	6.3E-8	9.0E-9	1.7E-6	1.0E-6	1.5E-6	1.0E-6
1400	1.9E-5	3.9E-8	5.6E-9	1.2E-6	7.3E-7	1.1E-6	7.2E-7
1500	1.5E-5	2.7E-8	3.8E-9	9.6E-7	5.6E-7	8.1E-7	5.5E-7
1600	1.3E-5	2.0E-8	2.8E-9	7.7E-7	4.6E-7	6.5E-7	4.4E-7
1700	1.1E-5	1.5E-8	2.1E-9	6.4E-7	3.8E-7	5.3E-7	3.6E-7
1800	9.1E-6	1.2E-8	1.7E-9	5.4E-7	3.2E-7	4.5E-7	3.1E-7
1900	7.8E-6	1.0E-8	1.4E-9	4.6E-7	2.7E-7	3.8E-7	2.6E-7
2000	6.7E-6	8.8E-9	1.2E-9	4.0E-7	2.3E-7	3.2E-7	2.2E-7
2100	5.8E-6	7.5E-9	1.0E-9	3.4E-7	2.0E-7	2.8E-7	1.9E-7
2200	5.0E-6	6.4E-9	8.9E-10	2.9E-7	1.7E-7	2.4E-7	1.7E-7
2300	4.3E-6	5.5E-9	7.6E-10	2.5E-7	1.5E-7	2.1E-7	1.4E-7
2400	3.7E-6	4.8E-9	6.6E-10	2.2E-7	1.3E-7	1.8E-7	1.2E-7
2500	3.2E-6	4.1E-9	5.7E-10	1.9E-7	1.1E-7	1.5E-7	1.1E-7
2600	2.7E-6	3.5E-9	4.9E-10	1.6E-7	9.6E-8	1.3E-7	9.2E-8
2700	2.4E-6	3.1E-9	4.2E-10	1.4E-7	8.2E-8	1.1E-7	7.9E-8
2800	2.0E-6	2.6E-9	3.6E-10	1.2E-7	7.1E-8	9.9E-8	6.8E-8
2900	1.8E-6	2.3E-9	3.1E-10	1.0E-7	6.1E-8	8.5E-8	5.9E-8
3000	1.5E-6	2.0E-9	2.7E-10	9.0E-8	5.3E-8	7.4E-8	5.1E-8
3100	1.3E-6	1.7E-9	2.3E-10	7.8E-8	4.6E-8	6.4E-8	4.4E-8
3200	1.1E-6	1.5E-9	2.0E-10	6.7E-8	4.0E-8	5.5E-8	3.8E-8
3300	9.8E-7	1.3E-9	1.7E-10	5.8E-8	3.4E-8	4.7E-8	3.3E-8
3400	8.5E-7	1.1E-9	1.5E-10	5.0E-8	2.9E-8	4.1E-8	2.8E-8
3500	7.3E-7	9.4E-10	1.3E-10	4.3E-8	2.5E-8	3.5E-8	2.4E-8
3600	6.3E-7	8.1E-10	1.1E-10	3.7E-8	2.2E-8	3.0E-8	2.1E-8
3650	5.9E-7	7.5E-10	1.0E-10	3.5E-8	2.0E-8	2.8E-8	2.0E-8
4000	3.5E-7	4.5E-10	-	2.1E-8	1.2E-8	1.7E-8	1.2E-8
5000	8.0E-8	1.0E-10	-	4.7E-9	2.8E-9	3.9E-9	2.7E-9
6000	1.8E-8	-	-	1.1E-9	6.4E-10	8.9E-10	6.2E-10
7000	4.2E-9	-	-	2.5E-10	1.5E-10	2.0E-10	1.4E-10
8000	9.7E-10	-	-	-	-	-	-
9000	2.2E-10	-	-	-	-	-	-
