Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type M, Irradiated fuel fragments, all unspecified forms, fA=0.2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
930	1.9E-3	8.5E-6	1.4E-6	1.4E-4	6.1E-4	1.4E-4	8.5E-5
940	1.8E-3	8.1E-6	1.3E-6	1.3E-4	5.8E-4	1.3E-4	8.1E-5
950	1.7E-3	7.7E-6	1.2E-6	1.2E-4	5.5E-4	1.2E-4	7.6E-5
960	1.6E-3	7.3E-6	1.2E-6	1.2E-4	5.2E-4	1.2E-4	7.2E-5
970	1.5E-3	6.9E-6	1.1E-6	1.1E-4	4.9E-4	1.1E-4	6.9E-5
980	1.5E-3	6.5E-6	1.0E-6	1.1E-4	4.7E-4	1.0E-4	6.5E-5
990	1.4E-3	6.2E-6	9.9E-7	1.0E-4	4.4E-4	1.0E-4	6.2E-5
1000	1.3E-3	5.9E-6	9.3E-7	9.6E-5	4.2E-4	9.4E-5	5.9E-5
1010	1.3E-3	5.5E-6	8.8E-7	9.1E-5	4.0E-4	9.0E-5	5.6E-5
1020	1.2E-3	5.3E-6	8.3E-7	8.6E-5	3.8E-4	8.5E-5	5.3E-5
1030	1.1E-3	5.0E-6	7.9E-7	8.2E-5	3.6E-4	8.1E-5	5.0E-5
1040	1.1E-3	4.7E-6	7.4E-7	7.7E-5	3.4E-4	7.6E-5	4.7E-5
1050	1.0E-3	4.5E-6	7.0E-7	7.3E-5	3.2E-4	7.2E-5	4.5E-5
1060	9.7E-4	4.2E-6	6.7E-7	7.0E-5	3.0E-4	6.9E-5	4.3E-5
1070	9.2E-4	4.0E-6	6.3E-7	6.6E-5	2.9E-4	6.5E-5	4.1E-5
1080	8.7E-4	3.8E-6	6.0E-7	6.3E-5	2.7E-4	6.2E-5	3.8E-5
1090	8.3E-4	3.6E-6	5.6E-7	6.0E-5	2.6E-4	5.9E-5	3.7E-5
1095	8.1E-4	3.5E-6	5.5E-7	5.8E-5	2.5E-4	5.7E-5	3.6E-5
1100	7.9E-4	3.4E-6	5.3E-7	5.7E-5	2.5E-4	5.6E-5	3.5E-5
1200	4.8E-4	2.0E-6	3.1E-7	3.4E-5	1.5E-4	3.3E-5	2.1E-5
1300	3.0E-4	1.2E-6	1.8E-7	2.1E-5	8.7E-5	2.0E-5	1.3E-5
1400	1.9E-4	7.2E-7	1.1E-7	1.3E-5	5.2E-5	1.2E-5	7.8E-6
1500	1.2E-4	4.4E-7	6.4E-8	8.2E-6	3.2E-5	7.8E-6	4.9E-6
1600	8.1E-5	2.7E-7	3.9E-8	5.4E-6	1.9E-5	5.1E-6	3.2E-6
1700	5.6E-5	1.7E-7	2.5E-8	3.6E-6	1.2E-5	3.4E-6	2.2E-6
1800	4.0E-5	1.1E-7	1.6E-8	2.6E-6	7.3E-6	2.3E-6	1.5E-6
1900	3.0E-5	7.2E-8	1.0E-8	1.9E-6	4.6E-6	1.7E-6	1.1E-6
2000	2.3E-5	5.0E-8	7.1E-9	1.4E-6	2.9E-6	1.2E-6	8.2E-7
2100	1.8E-5	3.5E-8	5.0E-9	1.1E-6	1.9E-6	9.4E-7	6.3E-7
2200	1.4E-5	2.6E-8	3.6E-9	8.7E-7	1.3E-6	7.4E-7	5.0E-7
2300	1.2E-5	2.0E-8	2.7E-9	7.1E-7	8.8E-7	6.0E-7	4.1E-7
2400	9.8E-6	1.5E-8	2.1E-9	5.9E-7	6.2E-7	4.9E-7	3.4E-7
2500	8.3E-6	1.2E-8	1.7E-9	4.9E-7	4.6E-7	4.1E-7	2.8E-7
2600	7.0E-6	9.9E-9	1.4E-9	4.2E-7	3.4E-7	3.4E-7	2.4E-7
2700	6.0E-6	8.2E-9	1.1E-9	3.5E-7	2.7E-7	2.9E-7	2.0E-7
2800	5.1E-6	6.9E-9	9.6E-10	3.0E-7	2.1E-7	2.5E-7	1.7E-7
2900	4.4E-6	5.8E-9	8.1E-10	2.6E-7	1.7E-7	2.1E-7	1.5E-7
3000	3.8E-6	5.0E-9	6.9E-10	2.2E-7	1.4E-7	1.8E-7	1.3E-7
3100	3.2E-6	4.2E-9	5.8E-10	1.9E-7	1.2E-7	1.6E-7	1.1E-7
3200	2.8E-6	3.6E-9	5.0E-10	1.6E-7	1.0E-7	1.3E-7	9.3E-8
3300	2.4E-6	3.1E-9	4.3E-10	1.4E-7	8.6E-8	1.2E-7	8.0E-8
3400	2.1E-6	2.7E-9	3.7E-10	1.2E-7	7.4E-8	1.0E-7	6.9E-8
3500	1.8E-6	2.3E-9	3.2E-10	1.1E-7	6.3E-8	8.6E-8	5.9E-8
3600	1.5E-6	2.0E-9	2.7E-10	9.1E-8	5.4E-8	7.4E-8	5.1E-8
3650	1.4E-6	1.8E-9	2.5E-10	8.4E-8	5.0E-8	6.9E-8	4.8E-8
4000	8.5E-7	1.1E-9	1.5E-10	5.0E-8	3.0E-8	4.1E-8	2.8E-8
5000	2.0E-7	2.5E-10	-	1.2E-8	6.8E-9	9.4E-9	6.5E-9
6000	4.5E-8	-	-	2.6E-9	1.6E-9	2.2E-9	1.5E-9
7000	1.0E-8	-	-	6.1E-10	3.6E-10	5.0E-10	3.4E-10
8000	2.4E-9	-	-	1.4E-10	-	1.1E-10	-
9000	5.4E-10	-	-	-	-	-	-
10000	1.2E-10	-	-	-	-	-	-
