Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
37	1.1E-1	5.2E-5	2.5E-4	1.2E-3	1.0E-1	8.3E-4	5.1E-4
38	1.1E-1	5.2E-5	2.5E-4	1.2E-3	1.0E-1	8.2E-4	5.1E-4
39	1.1E-1	5.2E-5	2.4E-4	1.2E-3	1.0E-1	8.2E-4	5.1E-4
40	1.1E-1	5.1E-5	2.3E-4	1.2E-3	1.0E-1	8.1E-4	5.0E-4
41	1.1E-1	5.1E-5	2.3E-4	1.2E-3	1.0E-1	8.1E-4	5.0E-4
42	1.1E-1	5.1E-5	2.2E-4	1.2E-3	1.0E-1	8.0E-4	5.0E-4
43	1.1E-1	5.0E-5	2.2E-4	1.2E-3	1.0E-1	8.0E-4	4.9E-4
44	1.1E-1	5.0E-5	2.1E-4	1.1E-3	1.0E-1	7.9E-4	4.9E-4
45	1.1E-1	5.0E-5	2.1E-4	1.1E-3	1.0E-1	7.9E-4	4.9E-4
46	1.1E-1	4.9E-5	2.1E-4	1.1E-3	1.0E-1	7.9E-4	4.9E-4
47	1.1E-1	4.9E-5	2.1E-4	1.1E-3	1.0E-1	7.8E-4	4.8E-4
48	1.1E-1	4.9E-5	2.0E-4	1.1E-3	1.0E-1	7.8E-4	4.8E-4
49	1.1E-1	4.9E-5	2.0E-4	1.1E-3	1.0E-1	7.7E-4	4.8E-4
50	1.1E-1	4.8E-5	2.0E-4	1.1E-3	1.0E-1	7.7E-4	4.7E-4
51	1.1E-1	4.8E-5	2.0E-4	1.1E-3	1.0E-1	7.6E-4	4.7E-4
52	1.1E-1	4.8E-5	2.0E-4	1.1E-3	1.0E-1	7.6E-4	4.7E-4
53	1.1E-1	4.8E-5	2.0E-4	1.1E-3	1.0E-1	7.5E-4	4.7E-4
54	1.1E-1	4.7E-5	2.0E-4	1.1E-3	1.0E-1	7.5E-4	4.6E-4
55	1.1E-1	4.7E-5	2.0E-4	1.1E-3	1.0E-1	7.4E-4	4.6E-4
56	1.1E-1	4.7E-5	2.0E-4	1.1E-3	1.0E-1	7.4E-4	4.6E-4
57	1.1E-1	4.6E-5	1.9E-4	1.1E-3	1.0E-1	7.4E-4	4.6E-4
58	1.1E-1	4.6E-5	1.9E-4	1.1E-3	1.0E-1	7.3E-4	4.5E-4
59	1.1E-1	4.6E-5	1.9E-4	1.0E-3	9.9E-2	7.3E-4	4.5E-4
60	1.1E-1	4.6E-5	1.9E-4	1.0E-3	9.9E-2	7.2E-4	4.5E-4
61	1.1E-1	4.5E-5	1.9E-4	1.0E-3	9.9E-2	7.2E-4	4.4E-4
62	1.1E-1	4.5E-5	1.9E-4	1.0E-3	9.9E-2	7.2E-4	4.4E-4
63	1.1E-1	4.5E-5	1.9E-4	1.0E-3	9.9E-2	7.1E-4	4.4E-4
64	1.1E-1	4.5E-5	1.9E-4	1.0E-3	9.8E-2	7.1E-4	4.4E-4
65	1.1E-1	4.4E-5	1.9E-4	1.0E-3	9.8E-2	7.0E-4	4.3E-4
66	1.1E-1	4.4E-5	1.9E-4	1.0E-3	9.8E-2	7.0E-4	4.3E-4
67	1.0E-1	4.4E-5	1.9E-4	1.0E-3	9.8E-2	6.9E-4	4.3E-4
68	1.0E-1	4.4E-5	1.9E-4	1.0E-3	9.8E-2	6.9E-4	4.3E-4
69	1.0E-1	4.3E-5	1.9E-4	1.0E-3	9.7E-2	6.9E-4	4.2E-4
70	1.0E-1	4.3E-5	1.9E-4	9.9E-4	9.7E-2	6.8E-4	4.2E-4
71	1.0E-1	4.3E-5	1.8E-4	9.9E-4	9.7E-2	6.8E-4	4.2E-4
72	1.0E-1	4.3E-5	1.8E-4	9.8E-4	9.7E-2	6.7E-4	4.2E-4
73	1.0E-1	4.2E-5	1.8E-4	9.8E-4	9.7E-2	6.7E-4	4.1E-4
74	1.0E-1	4.2E-5	1.8E-4	9.7E-4	9.6E-2	6.7E-4	4.1E-4
75	1.0E-1	4.2E-5	1.8E-4	9.7E-4	9.6E-2	6.6E-4	4.1E-4
76	1.0E-1	4.2E-5	1.8E-4	9.6E-4	9.6E-2	6.6E-4	4.1E-4
77	1.0E-1	4.1E-5	1.8E-4	9.6E-4	9.6E-2	6.6E-4	4.1E-4
78	1.0E-1	4.1E-5	1.8E-4	9.5E-4	9.6E-2	6.5E-4	4.0E-4
79	1.0E-1	4.1E-5	1.8E-4	9.5E-4	9.6E-2	6.5E-4	4.0E-4
80	1.0E-1	4.1E-5	1.8E-4	9.4E-4	9.5E-2	6.4E-4	4.0E-4
81	1.0E-1	4.0E-5	1.8E-4	9.4E-4	9.5E-2	6.4E-4	4.0E-4
82	1.0E-1	4.0E-5	1.8E-4	9.3E-4	9.5E-2	6.4E-4	3.9E-4
83	1.0E-1	4.0E-5	1.8E-4	9.3E-4	9.5E-2	6.3E-4	3.9E-4
84	1.0E-1	4.0E-5	1.8E-4	9.3E-4	9.5E-2	6.3E-4	3.9E-4
85	1.0E-1	4.0E-5	1.8E-4	9.2E-4	9.4E-2	6.3E-4	3.9E-4
86	1.0E-1	3.9E-5	1.8E-4	9.2E-4	9.4E-2	6.2E-4	3.9E-4
87	1.0E-1	3.9E-5	1.8E-4	9.1E-4	9.4E-2	6.2E-4	3.8E-4
88	1.0E-1	3.9E-5	1.7E-4	9.1E-4	9.4E-2	6.2E-4	3.8E-4
89	1.0E-1	3.9E-5	1.7E-4	9.0E-4	9.4E-2	6.1E-4	3.8E-4
90	1.0E-1	3.8E-5	1.7E-4	9.0E-4	9.3E-2	6.1E-4	3.8E-4
91	9.9E-2	3.8E-5	1.7E-4	8.9E-4	9.3E-2	6.1E-4	3.7E-4
92	9.9E-2	3.8E-5	1.7E-4	8.9E-4	9.3E-2	6.0E-4	3.7E-4
93	9.9E-2	3.8E-5	1.7E-4	8.9E-4	9.3E-2	6.0E-4	3.7E-4
94	9.9E-2	3.8E-5	1.7E-4	8.8E-4	9.3E-2	6.0E-4	3.7E-4
95	9.9E-2	3.7E-5	1.7E-4	8.8E-4	9.3E-2	5.9E-4	3.7E-4
96	9.8E-2	3.7E-5	1.7E-4	8.7E-4	9.2E-2	5.9E-4	3.6E-4
97	9.8E-2	3.7E-5	1.7E-4	8.7E-4	9.2E-2	5.9E-4	3.6E-4
98	9.8E-2	3.7E-5	1.7E-4	8.7E-4	9.2E-2	5.8E-4	3.6E-4
99	9.8E-2	3.7E-5	1.7E-4	8.6E-4	9.2E-2	5.8E-4	3.6E-4
100	9.7E-2	3.6E-5	1.7E-4	8.6E-4	9.2E-2	5.8E-4	3.6E-4
110	9.5E-2	3.4E-5	1.6E-4	8.2E-4	9.0E-2	5.5E-4	3.4E-4
120	9.3E-2	3.3E-5	1.6E-4	7.8E-4	8.8E-2	5.2E-4	3.2E-4
130	9.2E-2	3.1E-5	1.5E-4	7.4E-4	8.6E-2	4.9E-4	3.0E-4
140	9.0E-2	2.9E-5	1.5E-4	7.1E-4	8.5E-2	4.6E-4	2.9E-4
150	8.8E-2	2.8E-5	1.4E-4	6.8E-4	8.3E-2	4.4E-4	2.7E-4
160	8.6E-2	2.6E-5	1.4E-4	6.5E-4	8.2E-2	4.2E-4	2.6E-4
170	8.4E-2	2.5E-5	1.3E-4	6.2E-4	8.0E-2	4.0E-4	2.5E-4
180	8.3E-2	2.4E-5	1.3E-4	5.9E-4	7.9E-2	3.8E-4	2.3E-4
190	8.1E-2	2.3E-5	1.3E-4	5.7E-4	7.7E-2	3.6E-4	2.2E-4
200	8.0E-2	2.2E-5	1.2E-4	5.5E-4	7.6E-2	3.4E-4	2.1E-4
210	7.8E-2	2.1E-5	1.2E-4	5.2E-4	7.5E-2	3.3E-4	2.0E-4
220	7.7E-2	2.0E-5	1.1E-4	5.0E-4	7.4E-2	3.1E-4	1.9E-4
230	7.6E-2	1.9E-5	1.1E-4	4.8E-4	7.2E-2	3.0E-4	1.8E-4
240	7.4E-2	1.8E-5	1.1E-4	4.6E-4	7.1E-2	2.8E-4	1.7E-4
250	7.3E-2	1.7E-5	1.0E-4	4.4E-4	7.0E-2	2.7E-4	1.7E-4
260	7.2E-2	1.6E-5	1.0E-4	4.3E-4	6.9E-2	2.6E-4	1.6E-4
270	7.0E-2	1.6E-5	9.7E-5	4.1E-4	6.8E-2	2.5E-4	1.5E-4
280	6.9E-2	1.5E-5	9.4E-5	3.9E-4	6.7E-2	2.4E-4	1.5E-4
290	6.8E-2	1.4E-5	9.1E-5	3.8E-4	6.6E-2	2.3E-4	1.4E-4
300	6.7E-2	1.4E-5	8.9E-5	3.7E-4	6.5E-2	2.2E-4	1.3E-4
310	6.6E-2	1.3E-5	8.6E-5	3.5E-4	6.4E-2	2.1E-4	1.3E-4
320	6.5E-2	1.3E-5	8.3E-5	3.4E-4	6.3E-2	2.0E-4	1.2E-4
330	6.4E-2	1.2E-5	8.0E-5	3.3E-4	6.2E-2	1.9E-4	1.2E-4
340	6.3E-2	1.2E-5	7.8E-5	3.2E-4	6.1E-2	1.9E-4	1.1E-4
350	6.2E-2	1.1E-5	7.6E-5	3.1E-4	6.0E-2	1.8E-4	1.1E-4
360	6.1E-2	1.1E-5	7.3E-5	2.9E-4	5.9E-2	1.7E-4	1.1E-4
365	6.1E-2	1.1E-5	7.2E-5	2.9E-4	5.9E-2	1.7E-4	1.0E-4
370	6.0E-2	1.1E-5	7.1E-5	2.8E-4	5.9E-2	1.7E-4	1.0E-4
380	6.0E-2	1.0E-5	6.9E-5	2.8E-4	5.8E-2	1.6E-4	9.9E-5
390	5.9E-2	1.0E-5	6.7E-5	2.7E-4	5.7E-2	1.6E-4	9.6E-5
400	5.8E-2	9.7E-6	6.4E-5	2.6E-4	5.6E-2	1.5E-4	9.3E-5
410	5.7E-2	9.3E-6	6.2E-5	2.5E-4	5.6E-2	1.4E-4	9.0E-5
420	5.7E-2	9.1E-6	6.1E-5	2.4E-4	5.5E-2	1.4E-4	8.7E-5
430	5.6E-2	8.8E-6	5.9E-5	2.3E-4	5.4E-2	1.4E-4	8.4E-5
440	5.5E-2	8.5E-6	5.7E-5	2.3E-4	5.3E-2	1.3E-4	8.1E-5
450	5.4E-2	8.3E-6	5.5E-5	2.2E-4	5.3E-2	1.3E-4	7.9E-5
460	5.4E-2	8.0E-6	5.3E-5	2.1E-4	5.2E-2	1.2E-4	7.7E-5
470	5.3E-2	7.8E-6	5.2E-5	2.1E-4	5.2E-2	1.2E-4	7.5E-5
480	5.3E-2	7.6E-6	5.0E-5	2.0E-4	5.1E-2	1.2E-4	7.3E-5
490	5.2E-2	7.4E-6	4.9E-5	2.0E-4	5.0E-2	1.1E-4	7.1E-5
500	5.1E-2	7.2E-6	4.7E-5	1.9E-4	5.0E-2	1.1E-4	6.9E-5
510	5.1E-2	7.0E-6	4.6E-5	1.8E-4	4.9E-2	1.1E-4	6.7E-5
520	5.0E-2	6.9E-6	4.4E-5	1.8E-4	4.9E-2	1.1E-4	6.5E-5
530	5.0E-2	6.7E-6	4.3E-5	1.7E-4	4.8E-2	1.0E-4	6.4E-5
540	4.9E-2	6.5E-6	4.1E-5	1.7E-4	4.8E-2	1.0E-4	6.2E-5
550	4.9E-2	6.4E-6	4.0E-5	1.7E-4	4.7E-2	9.8E-5	6.1E-5
560	4.8E-2	6.2E-6	3.9E-5	1.6E-4	4.7E-2	9.6E-5	5.9E-5
570	4.8E-2	6.1E-6	3.8E-5	1.6E-4	4.6E-2	9.4E-5	5.8E-5
580	4.7E-2	6.0E-6	3.7E-5	1.5E-4	4.6E-2	9.2E-5	5.7E-5
590	4.7E-2	5.9E-6	3.5E-5	1.5E-4	4.6E-2	9.0E-5	5.6E-5
600	4.6E-2	5.7E-6	3.4E-5	1.5E-4	4.5E-2	8.8E-5	5.4E-5
610	4.6E-2	5.6E-6	3.3E-5	1.4E-4	4.5E-2	8.6E-5	5.3E-5
620	4.6E-2	5.5E-6	3.2E-5	1.4E-4	4.4E-2	8.5E-5	5.2E-5
630	4.5E-2	5.4E-6	3.1E-5	1.3E-4	4.4E-2	8.3E-5	5.1E-5
640	4.5E-2	5.3E-6	3.0E-5	1.3E-4	4.4E-2	8.2E-5	5.0E-5
650	4.4E-2	5.2E-6	2.9E-5	1.3E-4	4.3E-2	8.0E-5	4.9E-5
660	4.4E-2	5.1E-6	2.8E-5	1.3E-4	4.3E-2	7.9E-5	4.9E-5
670	4.4E-2	5.0E-6	2.8E-5	1.2E-4	4.3E-2	7.7E-5	4.8E-5
680	4.3E-2	5.0E-6	2.7E-5	1.2E-4	4.2E-2	7.6E-5	4.7E-5
690	4.3E-2	4.9E-6	2.6E-5	1.2E-4	4.2E-2	7.5E-5	4.6E-5
700	4.3E-2	4.8E-6	2.5E-5	1.2E-4	4.2E-2	7.4E-5	4.5E-5
710	4.2E-2	4.7E-6	2.4E-5	1.1E-4	4.1E-2	7.2E-5	4.5E-5
720	4.2E-2	4.7E-6	2.4E-5	1.1E-4	4.1E-2	7.1E-5	4.4E-5
730	4.2E-2	4.6E-6	2.3E-5	1.1E-4	4.1E-2	7.0E-5	4.3E-5
740	4.1E-2	4.5E-6	2.2E-5	1.1E-4	4.0E-2	6.9E-5	4.3E-5
750	4.1E-2	4.5E-6	2.1E-5	1.0E-4	4.0E-2	6.8E-5	4.2E-5
760	4.1E-2	4.4E-6	2.1E-5	1.0E-4	4.0E-2	6.7E-5	4.2E-5
770	4.1E-2	4.4E-6	2.0E-5	1.0E-4	4.0E-2	6.7E-5	4.1E-5
780	4.0E-2	4.3E-6	2.0E-5	9.8E-5	3.9E-2	6.6E-5	4.1E-5
790	4.0E-2	4.2E-6	1.9E-5	9.6E-5	3.9E-2	6.5E-5	4.0E-5
800	4.0E-2	4.2E-6	1.8E-5	9.4E-5	3.9E-2	6.4E-5	4.0E-5
810	3.9E-2	4.1E-6	1.8E-5	9.3E-5	3.9E-2	6.3E-5	3.9E-5
820	3.9E-2	4.1E-6	1.7E-5	9.1E-5	3.8E-2	6.3E-5	3.9E-5
830	3.9E-2	4.1E-6	1.7E-5	8.9E-5	3.8E-2	6.2E-5	3.8E-5
840	3.9E-2	4.0E-6	1.6E-5	8.8E-5	3.8E-2	6.1E-5	3.8E-5
850	3.9E-2	4.0E-6	1.6E-5	8.6E-5	3.8E-2	6.0E-5	3.7E-5
860	3.8E-2	3.9E-6	1.5E-5	8.5E-5	3.7E-2	6.0E-5	3.7E-5
870	3.8E-2	3.9E-6	1.5E-5	8.3E-5	3.7E-2	5.9E-5	3.7E-5
880	3.8E-2	3.8E-6	1.4E-5	8.2E-5	3.7E-2	5.9E-5	3.6E-5
890	3.8E-2	3.8E-6	1.4E-5	8.1E-5	3.7E-2	5.8E-5	3.6E-5
900	3.8E-2	3.8E-6	1.4E-5	7.9E-5	3.7E-2	5.7E-5	3.5E-5
910	3.7E-2	3.7E-6	1.3E-5	7.8E-5	3.7E-2	5.7E-5	3.5E-5
920	3.7E-2	3.7E-6	1.3E-5	7.7E-5	3.6E-2	5.6E-5	3.5E-5
930	3.7E-2	3.7E-6	1.2E-5	7.6E-5	3.6E-2	5.6E-5	3.4E-5
940	3.7E-2	3.6E-6	1.2E-5	7.5E-5	3.6E-2	5.5E-5	3.4E-5
950	3.7E-2	3.6E-6	1.2E-5	7.4E-5	3.6E-2	5.5E-5	3.4E-5
960	3.6E-2	3.6E-6	1.1E-5	7.3E-5	3.6E-2	5.4E-5	3.4E-5
970	3.6E-2	3.5E-6	1.1E-5	7.2E-5	3.5E-2	5.4E-5	3.3E-5
980	3.6E-2	3.5E-6	1.1E-5	7.1E-5	3.5E-2	5.4E-5	3.3E-5
990	3.6E-2	3.5E-6	1.0E-5	7.0E-5	3.5E-2	5.3E-5	3.3E-5
1000	3.6E-2	3.5E-6	1.0E-5	6.9E-5	3.5E-2	5.3E-5	3.3E-5
1010	3.6E-2	3.4E-6	9.7E-6	6.8E-5	3.5E-2	5.2E-5	3.2E-5
1020	3.5E-2	3.4E-6	9.4E-6	6.7E-5	3.5E-2	5.2E-5	3.2E-5
1030	3.5E-2	3.4E-6	9.1E-6	6.6E-5	3.5E-2	5.2E-5	3.2E-5
1040	3.5E-2	3.4E-6	8.8E-6	6.5E-5	3.4E-2	5.1E-5	3.2E-5
1050	3.5E-2	3.3E-6	8.6E-6	6.4E-5	3.4E-2	5.1E-5	3.1E-5
1060	3.5E-2	3.3E-6	8.3E-6	6.4E-5	3.4E-2	5.0E-5	3.1E-5
1070	3.5E-2	3.3E-6	8.1E-6	6.3E-5	3.4E-2	5.0E-5	3.1E-5
1080	3.5E-2	3.3E-6	7.8E-6	6.2E-5	3.4E-2	5.0E-5	3.1E-5
1090	3.4E-2	3.3E-6	7.6E-6	6.1E-5	3.4E-2	5.0E-5	3.1E-5
1095	3.4E-2	3.3E-6	7.5E-6	6.1E-5	3.4E-2	4.9E-5	3.0E-5
1100	3.4E-2	3.2E-6	7.4E-6	6.1E-5	3.4E-2	4.9E-5	3.0E-5
1200	3.3E-2	3.1E-6	5.5E-6	5.5E-5	3.2E-2	4.7E-5	2.9E-5
1300	3.2E-2	2.9E-6	4.1E-6	5.1E-5	3.2E-2	4.4E-5	2.7E-5
1400	3.1E-2	2.8E-6	3.1E-6	4.7E-5	3.1E-2	4.3E-5	2.6E-5
1500	3.1E-2	2.7E-6	2.3E-6	4.5E-5	3.0E-2	4.1E-5	2.6E-5
1600	3.0E-2	2.7E-6	1.8E-6	4.2E-5	2.9E-2	4.0E-5	2.5E-5
1700	2.9E-2	2.6E-6	1.4E-6	4.1E-5	2.9E-2	3.9E-5	2.4E-5
1800	2.9E-2	2.5E-6	1.1E-6	3.9E-5	2.8E-2	3.8E-5	2.4E-5
1900	2.8E-2	2.5E-6	9.1E-7	3.8E-5	2.8E-2	3.7E-5	2.3E-5
2000	2.8E-2	2.4E-6	7.5E-7	3.7E-5	2.7E-2	3.7E-5	2.3E-5
2100	2.7E-2	2.4E-6	6.4E-7	3.6E-5	2.7E-2	3.6E-5	2.2E-5
2200	2.7E-2	2.3E-6	5.5E-7	3.6E-5	2.6E-2	3.5E-5	2.2E-5
2300	2.6E-2	2.3E-6	4.9E-7	3.5E-5	2.6E-2	3.5E-5	2.1E-5
2400	2.6E-2	2.3E-6	4.4E-7	3.4E-5	2.5E-2	3.4E-5	2.1E-5
2500	2.5E-2	2.2E-6	4.0E-7	3.4E-5	2.5E-2	3.4E-5	2.1E-5
2600	2.5E-2	2.2E-6	3.8E-7	3.3E-5	2.5E-2	3.3E-5	2.0E-5
2700	2.5E-2	2.1E-6	3.5E-7	3.2E-5	2.4E-2	3.2E-5	2.0E-5
2800	2.4E-2	2.1E-6	3.4E-7	3.2E-5	2.4E-2	3.2E-5	2.0E-5
2900	2.4E-2	2.1E-6	3.2E-7	3.1E-5	2.3E-2	3.1E-5	1.9E-5
3000	2.3E-2	2.0E-6	3.1E-7	3.1E-5	2.3E-2	3.1E-5	1.9E-5
3100	2.3E-2	2.0E-6	3.0E-7	3.0E-5	2.3E-2	3.0E-5	1.9E-5
3200	2.3E-2	2.0E-6	2.9E-7	3.0E-5	2.2E-2	3.0E-5	1.8E-5
3300	2.2E-2	1.9E-6	2.9E-7	2.9E-5	2.2E-2	2.9E-5	1.8E-5
3400	2.2E-2	1.9E-6	2.8E-7	2.9E-5	2.2E-2	2.9E-5	1.8E-5
3500	2.2E-2	1.9E-6	2.8E-7	2.8E-5	2.1E-2	2.8E-5	1.8E-5
3600	2.1E-2	1.9E-6	2.7E-7	2.8E-5	2.1E-2	2.8E-5	1.7E-5
3650	2.1E-2	1.8E-6	2.7E-7	2.8E-5	2.1E-2	2.8E-5	1.7E-5
4000	2.0E-2	1.7E-6	2.5E-7	2.6E-5	2.0E-2	2.6E-5	1.6E-5
5000	1.7E-2	1.5E-6	2.1E-7	2.2E-5	1.7E-2	2.2E-5	1.4E-5
6000	1.4E-2	1.3E-6	1.8E-7	1.9E-5	1.4E-2	1.9E-5	1.2E-5
7000	1.2E-2	1.1E-6	1.5E-7	1.6E-5	1.2E-2	1.6E-5	9.9E-6
8000	1.0E-2	9.0E-7	1.3E-7	1.4E-5	1.0E-2	1.4E-5	8.4E-6
9000	8.8E-3	7.7E-7	1.1E-7	1.2E-5	8.6E-3	1.2E-5	7.2E-6
10000	7.5E-3	6.5E-7	9.4E-8	9.8E-6	7.3E-3	9.9E-6	6.1E-6
11000	6.4E-3	5.5E-7	8.0E-8	8.3E-6	6.2E-3	8.4E-6	5.2E-6
12000	5.4E-3	4.7E-7	6.8E-8	7.1E-6	5.3E-3	7.1E-6	4.4E-6
13000	4.6E-3	4.0E-7	5.8E-8	6.0E-6	4.5E-3	6.0E-6	3.7E-6
14000	3.9E-3	3.4E-7	4.9E-8	5.1E-6	3.8E-3	5.1E-6	3.2E-6
