Radionuclide	Hf-183
Route of Intake	Inhalation
Material	Aerosols Type M, fA=4E-4
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.2E-1	-	1.5E-1	3.9E-2	1.5E-4	1.7E-4
0.083333	2.2E-1	-	8.6E-2	1.9E-2	1.4E-4	1.3E-4
0.125	1.1E-1	-	4.9E-2	9.3E-3	1.0E-4	8.3E-5
0.25	1.5E-2	-	8.2E-3	1.2E-3	2.6E-5	1.6E-5
0.375	2.1E-3	-	1.3E-3	1.6E-4	5.2E-6	2.6E-6
0.5	3.0E-4	-	2.0E-4	2.2E-5	9.1E-7	3.9E-7
0.625	4.1E-5	-	2.9E-5	3.1E-6	1.5E-7	5.7E-8
0.75	5.6E-6	-	4.2E-6	4.4E-7	2.4E-8	8.3E-9
0.875	7.7E-7	-	6.0E-7	6.2E-8	3.6E-9	1.2E-9
1	1.0E-7	1.4E-8	8.3E-8	8.7E-9	5.5E-10	1.7E-10
1.125	1.4E-8	-	1.1E-8	1.2E-9	-	-
1.25	1.9E-9	-	1.5E-9	1.7E-10	-	-
1.375	2.5E-10	-	2.0E-10	-	-	-
