Radionuclide	Hf-183
Route of Intake	Inhalation
Material	Aerosols Type M, fA=4E-4
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.4E-1	-	1.3E-1	7.2E-3	8.0E-5	8.9E-5
0.083333	1.8E-1	-	7.4E-2	3.3E-3	6.1E-5	5.5E-5
0.125	9.1E-2	-	4.2E-2	1.6E-3	4.1E-5	3.2E-5
0.25	1.3E-2	-	7.1E-3	1.9E-4	9.4E-6	5.4E-6
0.375	1.7E-3	-	1.1E-3	2.5E-5	1.8E-6	8.3E-7
0.5	2.4E-4	-	1.7E-4	3.4E-6	3.0E-7	1.2E-7
0.625	3.3E-5	-	2.5E-5	4.8E-7	4.9E-8	1.8E-8
0.75	4.5E-6	-	3.7E-6	6.7E-8	7.6E-9	2.6E-9
0.875	6.2E-7	-	5.2E-7	9.3E-9	1.2E-9	3.8E-10
1	8.3E-8	1.2E-8	7.2E-8	1.3E-9	1.8E-10	-
1.125	1.1E-8	-	9.8E-9	1.8E-10	-	-
1.25	1.5E-9	-	1.3E-9	-	-	-
1.375	2.0E-10	-	1.8E-10	-	-	-
