Radionuclide	Tc-96
Route of Intake	Injection
Material	Injection, fA=0.9
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
23	5.7E-4	8.2E-6	1.7E-5	3.9E-5	4.7E-7	3.2E-5	8.2E-5
24	4.7E-4	6.4E-6	1.3E-5	3.0E-5	3.7E-7	2.7E-5	6.7E-5
25	3.8E-4	5.0E-6	1.0E-5	2.4E-5	2.9E-7	2.2E-5	5.5E-5
26	3.1E-4	4.0E-6	7.9E-6	1.9E-5	2.3E-7	1.9E-5	4.5E-5
27	2.6E-4	3.2E-6	6.2E-6	1.5E-5	1.8E-7	1.6E-5	3.7E-5
28	2.1E-4	2.6E-6	4.9E-6	1.2E-5	1.5E-7	1.3E-5	3.1E-5
29	1.7E-4	2.1E-6	4.0E-6	9.8E-6	1.2E-7	1.1E-5	2.5E-5
30	1.4E-4	1.7E-6	3.2E-6	8.0E-6	9.7E-8	9.4E-6	2.1E-5
31	1.2E-4	1.4E-6	2.6E-6	6.5E-6	7.9E-8	7.9E-6	1.7E-5
32	9.6E-5	1.1E-6	2.1E-6	5.3E-6	6.4E-8	6.7E-6	1.4E-5
33	7.9E-5	9.1E-7	1.7E-6	4.3E-6	5.3E-8	5.7E-6	1.2E-5
34	6.5E-5	7.4E-7	1.4E-6	3.5E-6	4.3E-8	4.8E-6	9.5E-6
35	5.4E-5	6.1E-7	1.1E-6	2.9E-6	3.5E-8	4.1E-6	7.8E-6
36	4.4E-5	5.0E-7	9.2E-7	2.4E-6	2.9E-8	3.4E-6	6.4E-6
37	3.7E-5	4.1E-7	7.5E-7	1.9E-6	2.4E-8	2.9E-6	5.3E-6
38	3.0E-5	3.4E-7	6.2E-7	1.6E-6	1.9E-8	2.5E-6	4.3E-6
39	2.5E-5	2.8E-7	5.1E-7	1.3E-6	1.6E-8	2.1E-6	3.6E-6
40	2.1E-5	2.3E-7	4.2E-7	1.1E-6	1.3E-8	1.8E-6	2.9E-6
41	1.7E-5	1.9E-7	3.4E-7	8.8E-7	1.1E-8	1.5E-6	2.4E-6
42	1.4E-5	1.5E-7	2.8E-7	7.3E-7	8.9E-9	1.3E-6	2.0E-6
43	1.2E-5	1.3E-7	2.3E-7	6.0E-7	7.3E-9	1.1E-6	1.6E-6
44	9.5E-6	1.0E-7	1.9E-7	4.9E-7	6.0E-9	9.2E-7	1.3E-6
45	7.8E-6	8.5E-8	1.6E-7	4.0E-7	4.9E-9	7.8E-7	1.1E-6
46	6.5E-6	7.0E-8	1.3E-7	3.3E-7	4.1E-9	6.6E-7	9.1E-7
47	5.3E-6	5.8E-8	1.1E-7	2.7E-7	3.3E-9	5.6E-7	7.5E-7
48	4.4E-6	4.8E-8	8.7E-8	2.2E-7	2.7E-9	4.8E-7	6.2E-7
49	3.6E-6	3.9E-8	7.1E-8	1.8E-7	2.3E-9	4.0E-7	5.1E-7
50	3.0E-6	3.2E-8	5.9E-8	1.5E-7	1.9E-9	3.4E-7	4.2E-7
51	2.5E-6	2.6E-8	4.8E-8	1.3E-7	1.5E-9	2.9E-7	3.4E-7
52	2.0E-6	2.2E-8	4.0E-8	1.0E-7	1.3E-9	2.5E-7	2.8E-7
53	1.7E-6	1.8E-8	3.3E-8	8.5E-8	1.0E-9	2.1E-7	2.3E-7
54	1.4E-6	1.5E-8	2.7E-8	7.0E-8	8.5E-10	1.8E-7	1.9E-7
55	1.2E-6	1.2E-8	2.2E-8	5.7E-8	7.0E-10	1.5E-7	1.6E-7
56	9.5E-7	1.0E-8	1.8E-8	4.7E-8	5.8E-10	1.3E-7	1.3E-7
57	7.9E-7	8.2E-9	1.5E-8	3.9E-8	4.7E-10	1.1E-7	1.1E-7
58	6.5E-7	6.7E-9	1.2E-8	3.2E-8	3.9E-10	9.3E-8	8.8E-8
59	5.4E-7	5.6E-9	1.0E-8	2.6E-8	3.2E-10	7.9E-8	7.2E-8
60	4.4E-7	4.6E-9	8.3E-9	2.2E-8	2.6E-10	6.7E-8	5.9E-8
61	3.7E-7	3.8E-9	6.8E-9	1.8E-8	2.2E-10	5.7E-8	4.9E-8
62	3.0E-7	3.1E-9	5.6E-9	1.5E-8	1.8E-10	4.8E-8	4.0E-8
63	2.5E-7	2.5E-9	4.6E-9	1.2E-8	1.5E-10	4.1E-8	3.3E-8
64	2.1E-7	2.1E-9	3.8E-9	9.7E-9	1.2E-10	3.5E-8	2.7E-8
65	1.7E-7	1.7E-9	3.1E-9	8.0E-9	-	2.9E-8	2.2E-8
66	1.4E-7	1.4E-9	2.6E-9	6.6E-9	-	2.5E-8	1.8E-8
67	1.2E-7	1.2E-9	2.1E-9	5.4E-9	-	2.1E-8	1.5E-8
68	9.7E-8	9.6E-10	1.7E-9	4.4E-9	-	1.8E-8	1.2E-8
69	8.1E-8	7.9E-10	1.4E-9	3.7E-9	-	1.5E-8	1.0E-8
70	6.7E-8	6.5E-10	1.2E-9	2.9E-9	-	1.3E-8	8.4E-9
71	5.5E-8	5.3E-10	9.7E-10	2.4E-9	-	1.1E-8	6.9E-9
72	4.6E-8	4.4E-10	8.0E-10	2.0E-9	-	9.4E-9	5.7E-9
73	3.8E-8	3.6E-10	6.6E-10	1.6E-9	-	8.0E-9	4.7E-9
74	3.1E-8	3.0E-10	5.4E-10	1.3E-9	-	6.6E-9	3.9E-9
75	2.6E-8	2.4E-10	4.5E-10	1.1E-9	-	5.6E-9	3.2E-9
76	2.2E-8	2.0E-10	3.7E-10	9.1E-10	-	4.8E-9	2.6E-9
77	1.8E-8	1.7E-10	3.0E-10	7.5E-10	-	4.0E-9	2.1E-9
78	1.5E-8	1.4E-10	2.5E-10	6.1E-10	-	3.4E-9	1.8E-9
79	1.2E-8	1.1E-10	2.0E-10	3.1E-10	-	2.9E-9	1.5E-9
80	1.0E-8	-	1.7E-10	-	-	2.5E-9	1.2E-9
81	8.4E-9	-	1.4E-10	-	-	2.1E-9	9.8E-10
82	7.0E-9	-	1.1E-10	-	-	1.8E-9	8.1E-10
83	5.8E-9	-	-	-	-	1.5E-9	6.7E-10
84	4.8E-9	-	-	-	-	1.3E-9	5.5E-10
85	4.0E-9	-	-	-	-	1.1E-9	4.5E-10
86	3.3E-9	-	-	-	-	9.4E-10	3.7E-10
87	2.8E-9	-	-	-	-	8.0E-10	3.0E-10
88	2.3E-9	-	-	-	-	6.8E-10	2.5E-10
89	1.9E-9	-	-	-	-	5.8E-10	2.1E-10
90	1.6E-9	-	-	-	-	4.9E-10	1.7E-10
91	1.3E-9	-	-	-	-	4.2E-10	1.4E-10
92	1.1E-9	-	-	-	-	3.6E-10	1.1E-10
93	9.1E-10	-	-	-	-	3.0E-10	-
94	7.6E-10	-	-	-	-	2.6E-10	-
95	6.3E-10	-	-	-	-	2.2E-10	-
96	5.2E-10	-	-	-	-	-	-
97	4.4E-10	-	-	-	-	-	-
98	3.6E-10	-	-	-	-	-	-
99	3.0E-10	-	-	-	-	-	-
100	2.5E-10	-	-	-	-	-	-
