Radionuclide	Pt-197
Route of Intake	Injection
Material	Injection, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.0E-1	-	-	5.1E-2	5.7E-2	1.4E-1
0.083333	8.1E-1	-	-	4.9E-2	5.5E-2	1.4E-1
0.125	7.4E-1	-	-	4.8E-2	5.3E-2	1.3E-1
0.25	6.3E-1	-	-	4.3E-2	4.7E-2	1.2E-1
0.375	5.5E-1	-	-	3.9E-2	4.2E-2	1.1E-1
0.5	4.9E-1	-	-	3.5E-2	3.8E-2	9.6E-2
0.625	4.4E-1	-	-	3.1E-2	3.4E-2	8.6E-2
0.75	3.9E-1	-	-	2.7E-2	3.0E-2	7.7E-2
0.875	3.5E-1	-	-	2.4E-2	2.7E-2	6.9E-2
1	3.1E-1	1.2E-1	3.3E-3	2.1E-2	2.4E-2	6.2E-2
1.125	2.7E-1	-	-	1.8E-2	2.2E-2	5.5E-2
1.25	2.4E-1	-	-	1.6E-2	1.9E-2	5.0E-2
1.375	2.2E-1	-	-	1.3E-2	1.7E-2	4.4E-2
1.5	1.9E-1	-	-	1.2E-2	1.6E-2	4.0E-2
1.625	1.7E-1	-	-	9.9E-3	1.4E-2	3.6E-2
1.75	1.5E-1	-	-	8.5E-3	1.2E-2	3.2E-2
1.875	1.4E-1	-	-	7.3E-3	1.1E-2	2.8E-2
2	1.2E-1	8.6E-3	3.5E-3	6.3E-3	1.0E-2	2.5E-2
2.25	9.6E-2	-	-	4.7E-3	8.0E-3	2.0E-2
2.5	7.7E-2	-	-	3.5E-3	6.4E-3	1.6E-2
2.75	6.1E-2	-	-	2.6E-3	5.2E-3	1.3E-2
3	4.8E-2	3.0E-3	1.1E-3	2.0E-3	4.1E-3	1.0E-2
3.25	3.9E-2	-	-	1.5E-3	3.3E-3	8.3E-3
3.5	3.1E-2	-	-	1.2E-3	2.7E-3	6.6E-3
3.75	2.5E-2	-	-	8.9E-4	2.1E-3	5.3E-3
4	2.0E-2	1.1E-3	3.2E-4	6.9E-4	1.7E-3	4.2E-3
4.25	1.6E-2	-	-	5.4E-4	1.4E-3	3.3E-3
4.5	1.2E-2	-	-	4.2E-4	1.1E-3	2.7E-3
4.75	1.0E-2	-	-	3.3E-4	9.0E-4	2.1E-3
5	8.0E-3	4.2E-4	1.1E-4	2.6E-4	7.2E-4	1.7E-3
5.5	5.1E-3	-	-	1.6E-4	4.7E-4	1.1E-3
6	3.3E-3	1.6E-4	4.0E-5	1.0E-4	3.0E-4	6.8E-4
6.5	2.1E-3	-	-	6.3E-5	1.9E-4	4.3E-4
7	1.3E-3	6.2E-5	1.5E-5	3.9E-5	1.3E-4	2.7E-4
7.5	8.5E-4	-	-	2.5E-5	8.1E-5	1.7E-4
8	5.5E-4	2.4E-5	5.9E-6	1.6E-5	5.3E-5	1.1E-4
8.5	3.5E-4	-	-	1.0E-5	3.4E-5	7.0E-5
9	2.2E-4	9.7E-6	2.3E-6	6.3E-6	2.2E-5	4.4E-5
9.5	1.4E-4	-	-	4.0E-6	1.4E-5	2.8E-5
10	9.3E-5	3.8E-6	9.3E-7	2.6E-6	9.2E-6	1.8E-5
11	3.8E-5	1.5E-6	3.7E-7	1.0E-6	3.9E-6	7.2E-6
12	1.6E-5	6.2E-7	1.5E-7	4.2E-7	1.6E-6	2.9E-6
13	6.5E-6	2.5E-7	5.9E-8	1.7E-7	6.8E-7	1.2E-6
14	2.7E-6	9.9E-8	2.3E-8	7.0E-8	2.9E-7	4.8E-7
15	1.1E-6	4.0E-8	9.4E-9	2.9E-8	1.2E-7	2.0E-7
16	4.7E-7	1.6E-8	3.8E-9	1.2E-8	5.1E-8	8.0E-8
17	1.9E-7	6.5E-9	1.5E-9	4.8E-9	2.2E-8	3.3E-8
18	8.1E-8	2.6E-9	6.1E-10	2.0E-9	9.1E-9	1.3E-8
19	3.4E-8	1.1E-9	2.5E-10	8.2E-10	3.8E-9	5.5E-9
20	1.4E-8	4.3E-10	-	3.4E-10	1.6E-9	2.3E-9
21	5.9E-9	1.7E-10	-	1.4E-10	6.9E-10	9.3E-10
22	2.5E-9	-	-	-	2.9E-10	3.8E-10
23	1.0E-9	-	-	-	1.2E-10	1.6E-10
24	4.4E-10	-	-	-	-	-
25	1.8E-10	-	-	-	-	-
