Radionuclide	Pa-235
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.8E-1	1.2E-2	2.1E-2	1.7E-2
0.083333	3.3E-2	1.9E-3	5.2E-3	2.9E-3
0.125	6.1E-3	3.3E-4	1.2E-3	5.0E-4
0.25	3.7E-5	1.6E-6	1.1E-5	2.6E-6
0.375	2.3E-7	7.7E-9	8.0E-8	1.4E-8
0.5	1.4E-9	-	5.6E-10	-
