Radionuclide	Y-85m
Route of Intake	Ingestion
Material	All chemical forms, fA=1E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	8.7E-1	-	-	8.7E-1	9.0E-7	6.5E-7
0.083333	7.5E-1	-	-	7.5E-1	3.2E-6	1.7E-6
0.125	6.5E-1	-	-	6.5E-1	5.8E-6	2.4E-6
0.25	4.2E-1	-	-	4.2E-1	9.7E-6	3.0E-6
0.375	2.7E-1	-	-	2.7E-1	8.8E-6	2.4E-6
0.5	1.8E-1	-	-	1.8E-1	6.6E-6	1.7E-6
0.625	1.1E-1	-	-	1.1E-1	4.6E-6	1.2E-6
0.75	6.9E-2	-	-	6.9E-2	3.1E-6	7.6E-7
0.875	4.2E-2	-	-	4.2E-2	2.1E-6	5.0E-7
1	2.6E-2	5.0E-7	7.0E-3	2.6E-2	1.4E-6	3.2E-7
1.125	1.5E-2	-	-	1.5E-2	9.0E-7	2.1E-7
1.25	9.1E-3	-	-	9.1E-3	5.9E-7	1.4E-7
1.375	5.3E-3	-	-	5.3E-3	3.9E-7	8.8E-8
1.5	3.1E-3	-	-	3.1E-3	2.5E-7	5.7E-8
1.625	1.8E-3	-	-	1.8E-3	1.7E-7	3.7E-8
1.75	1.0E-3	-	-	1.0E-3	1.1E-7	2.4E-8
1.875	5.9E-4	-	-	5.9E-4	7.2E-8	1.6E-8
2	3.3E-4	1.1E-9	5.0E-4	3.3E-4	4.7E-8	1.0E-8
2.25	1.1E-4	-	-	1.1E-4	2.0E-8	4.3E-9
2.5	3.3E-5	-	-	3.3E-5	8.7E-9	1.8E-9
2.75	1.0E-5	-	-	1.0E-5	3.7E-9	7.5E-10
3	3.0E-6	-	7.8E-6	3.0E-6	1.6E-9	3.2E-10
3.25	9.0E-7	-	-	9.0E-7	6.9E-10	1.3E-10
3.5	2.7E-7	-	-	2.7E-7	2.9E-10	-
3.75	7.8E-8	-	-	7.8E-8	-	-
4	2.3E-8	-	7.6E-8	2.3E-8	-	-
4.25	6.6E-9	-	-	6.5E-9	-	-
4.5	1.9E-9	-	-	1.8E-9	-	-
4.75	5.4E-10	-	-	4.3E-10	-	-
5	1.6E-10	-	5.9E-10	1.2E-10	-	-
