Radionuclide	Ta-185
Route of Intake	Inhalation
Material	Aerosols Type M, fA=2E-4
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.0E-1	-	8.7E-2	1.8E-1	3.5E-4	4.8E-4
0.083333	1.7E-1	-	4.5E-2	7.4E-2	2.6E-4	3.6E-4
0.125	7.4E-2	-	2.2E-2	3.0E-2	1.5E-4	2.0E-4
0.25	5.8E-3	-	2.1E-3	2.2E-3	1.9E-5	2.5E-5
0.375	4.6E-4	-	1.9E-4	1.7E-4	1.9E-6	2.4E-6
0.5	3.6E-5	-	1.6E-5	1.3E-5	1.8E-7	2.2E-7
0.625	2.8E-6	-	1.4E-6	9.9E-7	1.6E-8	1.9E-8
0.75	2.2E-7	-	1.1E-7	7.7E-8	1.3E-9	1.6E-9
0.875	1.7E-8	-	8.8E-9	6.0E-9	1.1E-10	1.3E-10
1	1.3E-9	1.1E-10	6.9E-10	4.7E-10	-	-
1.125	1.0E-10	-	-	-	-	-
