Radionuclide	Ta-185
Route of Intake	Inhalation
Material	Aerosols Type M, fA=2E-4
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.8E-1	-	1.1E-1	6.0E-3	5.3E-5	7.3E-5
0.083333	1.2E-1	-	5.1E-2	2.3E-3	2.8E-5	3.8E-5
0.125	5.1E-2	-	2.4E-2	8.8E-4	1.4E-5	1.8E-5
0.25	4.0E-3	-	2.2E-3	5.9E-5	1.4E-6	1.8E-6
0.375	3.1E-4	-	2.0E-4	4.4E-6	1.3E-7	1.7E-7
0.5	2.4E-5	-	1.7E-5	3.4E-7	1.2E-8	1.5E-8
0.625	1.8E-6	-	1.4E-6	2.7E-8	1.1E-9	1.3E-9
0.75	1.4E-7	-	1.2E-7	2.1E-9	-	1.1E-10
0.875	1.1E-8	-	9.2E-9	1.6E-10	-	-
1	8.2E-10	1.2E-10	7.1E-10	-	-	-
