Radionuclide	Rh-105
Route of Intake	Ingestion
Material	All forms, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.8E-1	-	-	9.8E-1	3.4E-4	5.0E-4
0.083333	9.6E-1	-	-	9.5E-1	1.0E-3	1.5E-3
0.125	9.4E-1	-	-	9.3E-1	1.7E-3	2.5E-3
0.25	8.8E-1	-	-	8.6E-1	3.1E-3	4.6E-3
0.375	8.2E-1	-	-	7.9E-1	3.6E-3	5.3E-3
0.5	7.6E-1	-	-	7.3E-1	3.7E-3	5.4E-3
0.625	6.9E-1	-	-	6.7E-1	3.6E-3	5.3E-3
0.75	6.2E-1	-	-	6.0E-1	3.5E-3	5.0E-3
0.875	5.6E-1	-	-	5.3E-1	3.3E-3	4.8E-3
1	4.9E-1	6.2E-3	1.3E-1	4.7E-1	3.1E-3	4.5E-3
1.125	4.2E-1	-	-	4.0E-1	2.9E-3	4.2E-3
1.25	3.7E-1	-	-	3.5E-1	2.8E-3	4.0E-3
1.375	3.1E-1	-	-	2.9E-1	2.6E-3	3.7E-3
1.5	2.6E-1	-	-	2.5E-1	2.5E-3	3.5E-3
1.625	2.2E-1	-	-	2.1E-1	2.3E-3	3.3E-3
1.75	1.9E-1	-	-	1.7E-1	2.2E-3	3.1E-3
1.875	1.6E-1	-	-	1.4E-1	2.1E-3	2.9E-3
2	1.3E-1	7.3E-4	1.8E-1	1.2E-1	2.0E-3	2.7E-3
2.25	8.8E-2	-	-	7.6E-2	1.7E-3	2.4E-3
2.5	6.0E-2	-	-	5.0E-2	1.5E-3	2.1E-3
2.75	4.1E-2	-	-	3.2E-2	1.4E-3	1.8E-3
3	2.8E-2	3.6E-4	5.2E-2	2.0E-2	1.2E-3	1.6E-3
3.25	2.0E-2	-	-	1.3E-2	1.1E-3	1.4E-3
3.5	1.4E-2	-	-	7.9E-3	9.4E-4	1.2E-3
3.75	1.0E-2	-	-	4.9E-3	8.3E-4	1.1E-3
4	7.9E-3	1.9E-4	9.6E-3	3.0E-3	7.4E-4	9.4E-4
4.25	6.2E-3	-	-	1.9E-3	6.5E-4	8.2E-4
4.5	4.9E-3	-	-	1.2E-3	5.8E-4	7.2E-4
4.75	4.0E-3	-	-	7.2E-4	5.1E-4	6.3E-4
5	3.4E-3	1.0E-4	1.4E-3	4.6E-4	4.5E-4	5.5E-4
5.5	2.5E-3	-	-	2.0E-4	3.5E-4	4.2E-4
6	1.9E-3	5.8E-5	2.0E-4	9.5E-5	2.7E-4	3.2E-4
6.5	1.4E-3	-	-	5.4E-5	2.1E-4	2.4E-4
7	1.1E-3	3.3E-5	3.3E-5	3.5E-5	1.7E-4	1.9E-4
7.5	8.4E-4	-	-	2.4E-5	1.3E-4	1.4E-4
8	6.5E-4	1.9E-5	8.3E-6	1.8E-5	1.0E-4	1.1E-4
8.5	5.1E-4	-	-	1.4E-5	7.9E-5	8.4E-5
9	3.9E-4	1.1E-5	3.6E-6	1.0E-5	6.1E-5	6.4E-5
9.5	3.1E-4	-	-	7.9E-6	4.8E-5	4.9E-5
10	2.4E-4	6.2E-6	1.9E-6	6.1E-6	3.7E-5	3.7E-5
11	1.4E-4	3.6E-6	1.1E-6	3.6E-6	2.3E-5	2.2E-5
12	8.7E-5	2.1E-6	6.4E-7	2.1E-6	1.4E-5	1.3E-5
13	5.3E-5	1.2E-6	3.7E-7	1.3E-6	8.4E-6	7.6E-6
14	3.2E-5	7.2E-7	2.1E-7	7.7E-7	5.1E-6	4.5E-6
15	2.0E-5	4.2E-7	1.3E-7	4.6E-7	3.1E-6	2.6E-6
16	1.2E-5	2.5E-7	7.3E-8	2.8E-7	1.9E-6	1.6E-6
17	7.2E-6	1.5E-7	4.3E-8	1.7E-7	1.2E-6	9.3E-7
18	4.4E-6	8.6E-8	2.5E-8	1.0E-7	7.1E-7	5.5E-7
19	2.7E-6	5.1E-8	1.5E-8	6.0E-8	4.3E-7	3.3E-7
20	1.6E-6	3.0E-8	8.6E-9	3.6E-8	2.7E-7	2.0E-7
21	1.0E-6	1.8E-8	5.0E-9	2.2E-8	1.6E-7	1.2E-7
22	6.1E-7	1.0E-8	3.0E-9	1.3E-8	1.0E-7	7.0E-8
23	3.7E-7	6.1E-9	1.7E-9	8.0E-9	6.1E-8	4.2E-8
24	2.3E-7	3.6E-9	1.0E-9	4.9E-9	3.8E-8	2.5E-8
25	1.4E-7	2.1E-9	6.0E-10	3.0E-9	2.3E-8	1.5E-8
26	8.6E-8	1.3E-9	3.6E-10	1.8E-9	1.4E-8	9.0E-9
27	5.3E-8	7.5E-10	2.1E-10	1.1E-9	8.7E-9	5.4E-9
28	3.2E-8	4.5E-10	1.2E-10	6.6E-10	5.4E-9	3.3E-9
29	2.0E-8	2.6E-10	-	4.0E-10	3.3E-9	2.0E-9
30	1.2E-8	1.6E-10	-	2.5E-10	2.0E-9	1.2E-9
31	7.5E-9	-	-	1.5E-10	1.3E-9	7.2E-10
32	4.6E-9	-	-	-	7.7E-10	4.4E-10
33	2.9E-9	-	-	-	4.8E-10	2.7E-10
34	1.8E-9	-	-	-	2.9E-10	1.6E-10
35	1.1E-9	-	-	-	1.8E-10	-
36	6.7E-10	-	-	-	1.1E-10	-
37	4.1E-10	-	-	-	-	-
38	2.5E-10	-	-	-	-	-
39	1.6E-10	-	-	-	-	-
