Radionuclide	I-119
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	8.7E-2	3.2E-2	4.4E-3	9.3E-7	1.5E-6
0.083333	9.6E-3	3.9E-3	4.5E-4	4.0E-7	4.0E-7
0.125	1.1E-3	4.9E-4	4.9E-5	1.0E-7	7.2E-8
0.25	1.5E-6	8.4E-7	6.5E-8	5.5E-10	1.8E-10
0.375	2.1E-9	1.4E-9	-	-	-
