Radionuclide	I-119
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	1.0E-1	8.8E-3	7.6E-2	6.5E-5	1.0E-4
0.083333	1.1E-2	1.2E-3	8.2E-3	2.2E-5	1.9E-5
0.125	1.3E-3	1.5E-4	9.1E-4	4.9E-6	2.9E-6
0.25	1.8E-6	2.6E-7	1.2E-6	2.1E-8	5.7E-9
0.375	2.6E-9	4.2E-10	1.7E-9	-	-
