Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type S, fA=2E-3
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	1.0E-1	-	-	3.4E-2	1.6E-2	5.6E-6	4.8E-6
0.083333	1.9E-1	-	-	7.6E-2	2.7E-2	2.2E-5	1.6E-5
0.125	2.7E-1	-	-	1.2E-1	3.5E-2	4.5E-5	3.1E-5
0.25	4.5E-1	-	-	2.5E-1	5.1E-2	1.5E-4	8.4E-5
0.375	5.7E-1	-	-	3.6E-1	6.2E-2	2.7E-4	1.3E-4
0.5	6.5E-1	-	-	4.4E-1	6.9E-2	3.8E-4	1.7E-4
0.625	6.9E-1	-	-	5.0E-1	7.4E-2	4.9E-4	2.0E-4
0.75	7.1E-1	-	-	5.4E-1	7.6E-2	5.7E-4	2.2E-4
0.875	7.1E-1	-	-	5.6E-1	7.8E-2	6.4E-4	2.3E-4
1	7.0E-1	3.6E-5	1.0E-1	5.6E-1	7.8E-2	7.0E-4	2.4E-4
1.125	6.8E-1	-	-	5.5E-1	7.8E-2	7.4E-4	2.4E-4
1.25	6.4E-1	-	-	5.3E-1	7.7E-2	7.6E-4	2.3E-4
1.375	6.1E-1	-	-	5.0E-1	7.6E-2	7.8E-4	2.3E-4
1.5	5.7E-1	-	-	4.7E-1	7.5E-2	7.9E-4	2.2E-4
1.625	5.2E-1	-	-	4.3E-1	7.3E-2	7.9E-4	2.2E-4
1.75	4.8E-1	-	-	4.0E-1	7.2E-2	7.9E-4	2.1E-4
1.875	4.4E-1	-	-	3.6E-1	7.1E-2	7.9E-4	2.0E-4
2	4.0E-1	1.3E-5	3.3E-1	3.3E-1	6.9E-2	7.8E-4	2.0E-4
2.25	3.3E-1	-	-	2.6E-1	6.6E-2	7.6E-4	1.8E-4
2.5	2.7E-1	-	-	2.1E-1	6.3E-2	7.3E-4	1.7E-4
2.75	2.3E-1	-	-	1.6E-1	6.0E-2	7.1E-4	1.5E-4
3	1.9E-1	7.0E-6	2.2E-1	1.3E-1	5.7E-2	6.8E-4	1.4E-4
3.25	1.5E-1	-	-	9.7E-2	5.5E-2	6.6E-4	1.3E-4
3.5	1.3E-1	-	-	7.6E-2	5.2E-2	6.3E-4	1.2E-4
3.75	1.1E-1	-	-	5.9E-2	5.0E-2	6.1E-4	1.1E-4
4	9.6E-2	4.8E-6	8.9E-2	4.7E-2	4.8E-2	5.9E-4	1.0E-4
4.25	8.5E-2	-	-	3.8E-2	4.6E-2	5.7E-4	9.6E-5
4.5	7.6E-2	-	-	3.1E-2	4.4E-2	5.5E-4	8.8E-5
4.75	6.9E-2	-	-	2.6E-2	4.2E-2	5.4E-4	8.2E-5
5	6.3E-2	3.5E-6	3.3E-2	2.2E-2	4.0E-2	5.2E-4	7.5E-5
5.5	5.5E-2	-	-	1.7E-2	3.6E-2	4.9E-4	6.5E-5
6	4.9E-2	2.6E-6	1.5E-2	1.4E-2	3.3E-2	4.7E-4	5.6E-5
6.5	4.4E-2	-	-	1.2E-2	3.0E-2	4.5E-4	4.8E-5
7	4.0E-2	1.9E-6	8.9E-3	1.1E-2	2.8E-2	4.3E-4	4.1E-5
7.5	3.6E-2	-	-	9.6E-3	2.6E-2	4.2E-4	3.6E-5
8	3.3E-2	1.4E-6	6.5E-3	8.6E-3	2.4E-2	4.0E-4	3.1E-5
8.5	3.1E-2	-	-	7.8E-3	2.2E-2	3.9E-4	2.7E-5
9	2.8E-2	1.1E-6	5.2E-3	7.0E-3	2.0E-2	3.8E-4	2.4E-5
9.5	2.6E-2	-	-	6.4E-3	1.8E-2	3.7E-4	2.1E-5
10	2.4E-2	8.4E-7	4.2E-3	5.7E-3	1.7E-2	3.7E-4	1.9E-5
11	2.0E-2	6.6E-7	3.5E-3	4.7E-3	1.5E-2	3.5E-4	1.5E-5
12	1.7E-2	5.3E-7	2.8E-3	3.9E-3	1.3E-2	3.4E-4	1.2E-5
13	1.5E-2	4.3E-7	2.3E-3	3.2E-3	1.1E-2	3.4E-4	1.0E-5
14	1.3E-2	3.5E-7	1.9E-3	2.6E-3	9.8E-3	3.3E-4	8.6E-6
15	1.2E-2	3.0E-7	1.6E-3	2.1E-3	8.7E-3	3.2E-4	7.5E-6
16	1.0E-2	2.6E-7	1.3E-3	1.7E-3	7.8E-3	3.2E-4	6.7E-6
17	9.4E-3	2.2E-7	1.0E-3	1.4E-3	7.1E-3	3.1E-4	6.1E-6
18	8.5E-3	2.0E-7	8.5E-4	1.2E-3	6.5E-3	3.1E-4	5.6E-6
19	7.8E-3	1.8E-7	7.0E-4	9.6E-4	6.0E-3	3.0E-4	5.2E-6
20	7.3E-3	1.6E-7	5.8E-4	7.9E-4	5.6E-3	3.0E-4	4.9E-6
21	6.8E-3	1.5E-7	4.7E-4	6.5E-4	5.3E-3	2.9E-4	4.7E-6
22	6.4E-3	1.4E-7	3.9E-4	5.3E-4	5.0E-3	2.9E-4	4.5E-6
23	6.1E-3	1.3E-7	3.2E-4	4.4E-4	4.8E-3	2.9E-4	4.4E-6
24	5.8E-3	1.3E-7	2.6E-4	3.6E-4	4.6E-3	2.8E-4	4.3E-6
25	5.6E-3	1.2E-7	2.2E-4	3.0E-4	4.4E-3	2.8E-4	4.2E-6
26	5.4E-3	1.2E-7	1.8E-4	2.5E-4	4.3E-3	2.8E-4	4.1E-6
27	5.3E-3	1.1E-7	1.5E-4	2.1E-4	4.2E-3	2.7E-4	4.1E-6
28	5.1E-3	1.1E-7	1.2E-4	1.7E-4	4.1E-3	2.7E-4	4.0E-6
29	5.0E-3	1.0E-7	1.0E-4	1.4E-4	4.1E-3	2.7E-4	4.0E-6
30	4.9E-3	1.0E-7	8.6E-5	1.2E-4	4.0E-3	2.6E-4	3.9E-6
31	4.9E-3	9.9E-8	7.2E-5	1.0E-4	3.9E-3	2.6E-4	3.9E-6
32	4.8E-3	9.6E-8	6.1E-5	8.5E-5	3.9E-3	2.6E-4	3.8E-6
33	4.7E-3	9.4E-8	5.2E-5	7.2E-5	3.9E-3	2.5E-4	3.8E-6
34	4.7E-3	9.2E-8	4.4E-5	6.2E-5	3.8E-3	2.5E-4	3.8E-6
35	4.7E-3	9.0E-8	3.8E-5	5.3E-5	3.8E-3	2.5E-4	3.7E-6
36	4.6E-3	8.9E-8	3.3E-5	4.6E-5	3.8E-3	2.4E-4	3.7E-6
37	4.6E-3	8.7E-8	2.8E-5	4.0E-5	3.8E-3	2.4E-4	3.7E-6
38	4.6E-3	8.5E-8	2.5E-5	3.6E-5	3.7E-3	2.4E-4	3.7E-6
39	4.5E-3	8.4E-8	2.2E-5	3.2E-5	3.7E-3	2.4E-4	3.7E-6
40	4.5E-3	8.2E-8	2.0E-5	2.9E-5	3.7E-3	2.3E-4	3.6E-6
41	4.5E-3	8.1E-8	1.8E-5	2.6E-5	3.7E-3	2.3E-4	3.6E-6
42	4.5E-3	8.0E-8	1.6E-5	2.4E-5	3.7E-3	2.3E-4	3.6E-6
43	4.5E-3	7.8E-8	1.5E-5	2.2E-5	3.7E-3	2.3E-4	3.6E-6
44	4.5E-3	7.7E-8	1.4E-5	2.1E-5	3.7E-3	2.2E-4	3.6E-6
45	4.4E-3	7.6E-8	1.3E-5	1.9E-5	3.6E-3	2.2E-4	3.5E-6
46	4.4E-3	7.4E-8	1.2E-5	1.8E-5	3.6E-3	2.2E-4	3.5E-6
47	4.4E-3	7.3E-8	1.1E-5	1.7E-5	3.6E-3	2.2E-4	3.5E-6
48	4.4E-3	7.2E-8	1.1E-5	1.7E-5	3.6E-3	2.1E-4	3.5E-6
49	4.4E-3	7.1E-8	1.1E-5	1.6E-5	3.6E-3	2.1E-4	3.5E-6
50	4.4E-3	7.0E-8	1.0E-5	1.6E-5	3.6E-3	2.1E-4	3.5E-6
51	4.4E-3	6.9E-8	9.9E-6	1.5E-5	3.6E-3	2.1E-4	3.4E-6
52	4.4E-3	6.8E-8	9.6E-6	1.5E-5	3.6E-3	2.1E-4	3.4E-6
53	4.3E-3	6.7E-8	9.4E-6	1.5E-5	3.6E-3	2.0E-4	3.4E-6
54	4.3E-3	6.6E-8	9.2E-6	1.4E-5	3.6E-3	2.0E-4	3.4E-6
55	4.3E-3	6.5E-8	9.0E-6	1.4E-5	3.6E-3	2.0E-4	3.4E-6
56	4.3E-3	6.4E-8	8.9E-6	1.4E-5	3.5E-3	2.0E-4	3.4E-6
57	4.3E-3	6.3E-8	8.7E-6	1.4E-5	3.5E-3	1.9E-4	3.4E-6
58	4.3E-3	6.2E-8	8.6E-6	1.4E-5	3.5E-3	1.9E-4	3.3E-6
59	4.3E-3	6.1E-8	8.5E-6	1.3E-5	3.5E-3	1.9E-4	3.3E-6
60	4.3E-3	6.0E-8	8.4E-6	1.3E-5	3.5E-3	1.9E-4	3.3E-6
61	4.3E-3	5.9E-8	8.3E-6	1.3E-5	3.5E-3	1.9E-4	3.3E-6
62	4.3E-3	5.8E-8	8.2E-6	1.3E-5	3.5E-3	1.9E-4	3.3E-6
63	4.2E-3	5.7E-8	8.2E-6	1.3E-5	3.5E-3	1.8E-4	3.3E-6
64	4.2E-3	5.6E-8	8.1E-6	1.3E-5	3.5E-3	1.8E-4	3.3E-6
65	4.2E-3	5.6E-8	8.0E-6	1.3E-5	3.5E-3	1.8E-4	3.3E-6
66	4.2E-3	5.5E-8	8.0E-6	1.3E-5	3.5E-3	1.8E-4	3.2E-6
67	4.2E-3	5.4E-8	7.9E-6	1.3E-5	3.5E-3	1.8E-4	3.2E-6
68	4.2E-3	5.3E-8	7.8E-6	1.2E-5	3.5E-3	1.8E-4	3.2E-6
69	4.2E-3	5.2E-8	7.8E-6	1.2E-5	3.5E-3	1.7E-4	3.2E-6
70	4.2E-3	5.2E-8	7.7E-6	1.2E-5	3.4E-3	1.7E-4	3.2E-6
71	4.2E-3	5.1E-8	7.7E-6	1.2E-5	3.4E-3	1.7E-4	3.2E-6
72	4.2E-3	5.0E-8	7.6E-6	1.2E-5	3.4E-3	1.7E-4	3.2E-6
73	4.2E-3	4.9E-8	7.6E-6	1.2E-5	3.4E-3	1.7E-4	3.2E-6
74	4.1E-3	4.9E-8	7.5E-6	1.2E-5	3.4E-3	1.7E-4	3.1E-6
75	4.1E-3	4.8E-8	7.5E-6	1.2E-5	3.4E-3	1.7E-4	3.1E-6
76	4.1E-3	4.7E-8	7.4E-6	1.2E-5	3.4E-3	1.6E-4	3.1E-6
77	4.1E-3	4.7E-8	7.4E-6	1.2E-5	3.4E-3	1.6E-4	3.1E-6
78	4.1E-3	4.6E-8	7.4E-6	1.2E-5	3.4E-3	1.6E-4	3.1E-6
79	4.1E-3	4.5E-8	7.3E-6	1.2E-5	3.4E-3	1.6E-4	3.1E-6
80	4.1E-3	4.5E-8	7.3E-6	1.2E-5	3.4E-3	1.6E-4	3.1E-6
81	4.1E-3	4.4E-8	7.2E-6	1.2E-5	3.4E-3	1.6E-4	3.1E-6
82	4.1E-3	4.4E-8	7.2E-6	1.2E-5	3.4E-3	1.6E-4	3.1E-6
83	4.1E-3	4.3E-8	7.1E-6	1.2E-5	3.4E-3	1.5E-4	3.1E-6
84	4.1E-3	4.2E-8	7.1E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
85	4.0E-3	4.2E-8	7.1E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
86	4.0E-3	4.1E-8	7.0E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
87	4.0E-3	4.1E-8	7.0E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
88	4.0E-3	4.0E-8	6.9E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
89	4.0E-3	4.0E-8	6.9E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
90	4.0E-3	3.9E-8	6.9E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
91	4.0E-3	3.8E-8	6.8E-6	1.1E-5	3.3E-3	1.5E-4	3.0E-6
92	4.0E-3	3.8E-8	6.8E-6	1.1E-5	3.3E-3	1.4E-4	3.0E-6
93	4.0E-3	3.7E-8	6.7E-6	1.1E-5	3.3E-3	1.4E-4	3.0E-6
94	4.0E-3	3.7E-8	6.7E-6	1.1E-5	3.3E-3	1.4E-4	3.0E-6
95	4.0E-3	3.6E-8	6.7E-6	1.1E-5	3.3E-3	1.4E-4	2.9E-6
96	4.0E-3	3.6E-8	6.6E-6	1.1E-5	3.3E-3	1.4E-4	2.9E-6
