Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type S, fA=2E-3
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	9.3E-2	-	-	8.2E-3	7.2E-2	1.4E-5	1.4E-5
0.083333	1.8E-1	-	-	1.9E-2	1.4E-1	6.3E-5	5.3E-5
0.125	2.5E-1	-	-	3.0E-2	1.9E-1	1.4E-4	1.1E-4
0.25	4.2E-1	-	-	6.5E-2	3.2E-1	4.5E-4	3.2E-4
0.375	5.5E-1	-	-	9.6E-2	4.1E-1	8.0E-4	5.1E-4
0.5	6.3E-1	-	-	1.2E-1	4.8E-1	1.1E-3	6.5E-4
0.625	6.9E-1	-	-	1.4E-1	5.2E-1	1.4E-3	7.3E-4
0.75	7.3E-1	-	-	1.5E-1	5.5E-1	1.6E-3	7.7E-4
0.875	7.5E-1	-	-	1.6E-1	5.7E-1	1.8E-3	7.8E-4
1	7.6E-1	9.2E-5	2.8E-2	1.6E-1	5.8E-1	1.9E-3	7.6E-4
1.125	7.7E-1	-	-	1.6E-1	5.9E-1	2.0E-3	7.4E-4
1.25	7.7E-1	-	-	1.6E-1	5.9E-1	2.0E-3	7.1E-4
1.375	7.6E-1	-	-	1.6E-1	6.0E-1	2.0E-3	6.7E-4
1.5	7.6E-1	-	-	1.5E-1	6.0E-1	2.1E-3	6.4E-4
1.625	7.5E-1	-	-	1.4E-1	6.0E-1	2.0E-3	6.0E-4
1.75	7.4E-1	-	-	1.4E-1	6.0E-1	2.0E-3	5.7E-4
1.875	7.3E-1	-	-	1.3E-1	5.9E-1	2.0E-3	5.4E-4
2	7.2E-1	3.0E-5	9.5E-2	1.2E-1	5.9E-1	2.0E-3	5.2E-4
2.25	7.0E-1	-	-	1.0E-1	5.9E-1	1.9E-3	4.7E-4
2.5	6.8E-1	-	-	9.0E-2	5.8E-1	1.8E-3	4.3E-4
2.75	6.6E-1	-	-	7.9E-2	5.8E-1	1.8E-3	3.9E-4
3	6.4E-1	1.7E-5	7.6E-2	6.9E-2	5.7E-1	1.7E-3	3.6E-4
3.25	6.3E-1	-	-	6.1E-2	5.7E-1	1.6E-3	3.3E-4
3.5	6.2E-1	-	-	5.4E-2	5.6E-1	1.6E-3	3.1E-4
3.75	6.1E-1	-	-	4.9E-2	5.6E-1	1.5E-3	2.8E-4
4	6.0E-1	1.2E-5	4.4E-2	4.5E-2	5.5E-1	1.5E-3	2.6E-4
4.25	5.9E-1	-	-	4.1E-2	5.5E-1	1.4E-3	2.4E-4
