Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type S, fA=2E-3
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	8.2E-2	-	-	2.7E-2	1.1E-2	3.9E-6	3.3E-6
0.083333	1.5E-1	-	-	5.8E-2	2.0E-2	1.5E-5	1.1E-5
0.125	2.2E-1	-	-	9.0E-2	2.7E-2	3.2E-5	2.2E-5
0.25	3.6E-1	-	-	1.8E-1	4.5E-2	1.1E-4	6.4E-5
0.375	4.5E-1	-	-	2.7E-1	5.7E-2	2.0E-4	1.0E-4
0.5	5.1E-1	-	-	3.3E-1	6.6E-2	2.9E-4	1.4E-4
0.625	5.5E-1	-	-	3.8E-1	7.2E-2	3.7E-4	1.6E-4
0.75	5.6E-1	-	-	4.0E-1	7.7E-2	4.4E-4	1.8E-4
0.875	5.6E-1	-	-	4.2E-1	8.0E-2	5.0E-4	1.9E-4
1	5.5E-1	2.8E-5	7.8E-2	4.2E-1	8.2E-2	5.4E-4	1.9E-4
1.125	5.3E-1	-	-	4.1E-1	8.3E-2	5.7E-4	1.9E-4
1.25	5.1E-1	-	-	3.9E-1	8.4E-2	6.0E-4	1.9E-4
1.375	4.8E-1	-	-	3.7E-1	8.5E-2	6.1E-4	1.8E-4
1.5	4.5E-1	-	-	3.5E-1	8.5E-2	6.2E-4	1.8E-4
1.625	4.2E-1	-	-	3.2E-1	8.5E-2	6.2E-4	1.7E-4
1.75	3.9E-1	-	-	2.9E-1	8.5E-2	6.2E-4	1.7E-4
1.875	3.6E-1	-	-	2.7E-1	8.5E-2	6.2E-4	1.6E-4
2	3.3E-1	9.9E-6	2.5E-1	2.4E-1	8.5E-2	6.1E-4	1.5E-4
2.25	2.8E-1	-	-	1.9E-1	8.5E-2	5.9E-4	1.4E-4
2.5	2.4E-1	-	-	1.5E-1	8.4E-2	5.7E-4	1.3E-4
2.75	2.0E-1	-	-	1.1E-1	8.4E-2	5.5E-4	1.2E-4
3	1.7E-1	5.3E-6	1.6E-1	8.5E-2	8.4E-2	5.3E-4	1.1E-4
3.25	1.5E-1	-	-	6.3E-2	8.3E-2	5.1E-4	1.0E-4
3.5	1.3E-1	-	-	4.7E-2	8.3E-2	4.9E-4	9.5E-5
3.75	1.2E-1	-	-	3.4E-2	8.3E-2	4.7E-4	8.7E-5
4	1.1E-1	3.6E-6	6.2E-2	2.5E-2	8.2E-2	4.6E-4	8.0E-5
4.25	1.0E-1	-	-	1.9E-2	8.2E-2	4.4E-4	7.4E-5
4.5	9.6E-2	-	-	1.4E-2	8.2E-2	4.3E-4	6.8E-5
4.75	9.3E-2	-	-	1.0E-2	8.1E-2	4.1E-4	6.3E-5
5	9.0E-2	2.6E-6	1.9E-2	7.8E-3	8.1E-2	4.0E-4	5.8E-5
