Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=4E-2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	6.5E-2	-	-	4.0E-3	5.4E-2	2.2E-4	2.1E-4
0.083333	1.2E-1	-	-	9.5E-3	1.0E-1	9.6E-4	8.2E-4
0.125	1.8E-1	-	-	1.6E-2	1.4E-1	2.1E-3	1.7E-3
0.25	3.0E-1	-	-	3.6E-2	2.2E-1	6.9E-3	4.9E-3
0.375	3.8E-1	-	-	5.5E-2	2.8E-1	1.2E-2	7.9E-3
0.5	4.4E-1	-	-	7.1E-2	3.2E-1	1.7E-2	1.0E-2
0.625	4.9E-1	-	-	8.5E-2	3.4E-1	2.1E-2	1.1E-2
0.75	5.1E-1	-	-	9.5E-2	3.6E-1	2.5E-2	1.2E-2
0.875	5.3E-1	-	-	1.0E-1	3.7E-1	2.7E-2	1.2E-2
1	5.4E-1	1.4E-3	2.0E-2	1.1E-1	3.7E-1	2.9E-2	1.2E-2
1.125	5.4E-1	-	-	1.1E-1	3.8E-1	3.0E-2	1.1E-2
1.25	5.4E-1	-	-	1.1E-1	3.8E-1	3.1E-2	1.1E-2
1.375	5.4E-1	-	-	1.0E-1	3.8E-1	3.1E-2	1.0E-2
1.5	5.4E-1	-	-	1.0E-1	3.8E-1	3.1E-2	9.9E-3
1.625	5.3E-1	-	-	9.5E-2	3.8E-1	3.1E-2	9.4E-3
1.75	5.2E-1	-	-	9.0E-2	3.8E-1	3.1E-2	8.9E-3
1.875	5.1E-1	-	-	8.5E-2	3.8E-1	3.1E-2	8.5E-3
2	5.1E-1	4.6E-4	6.8E-2	8.0E-2	3.8E-1	3.0E-2	8.1E-3
2.25	4.9E-1	-	-	7.0E-2	3.8E-1	2.9E-2	7.4E-3
2.5	4.8E-1	-	-	6.1E-2	3.7E-1	2.8E-2	6.7E-3
2.75	4.6E-1	-	-	5.3E-2	3.7E-1	2.7E-2	6.2E-3
3	4.5E-1	2.7E-4	5.5E-2	4.6E-2	3.7E-1	2.6E-2	5.7E-3
3.25	4.4E-1	-	-	4.1E-2	3.7E-1	2.5E-2	5.3E-3
3.5	4.3E-1	-	-	3.6E-2	3.6E-1	2.5E-2	4.9E-3
3.75	4.3E-1	-	-	3.3E-2	3.6E-1	2.4E-2	4.6E-3
4	4.2E-1	2.0E-4	3.3E-2	3.0E-2	3.6E-1	2.3E-2	4.3E-3
4.25	4.1E-1	-	-	2.7E-2	3.6E-1	2.2E-2	4.0E-3
4.5	4.1E-1	-	-	2.5E-2	3.5E-1	2.2E-2	3.7E-3
4.75	4.0E-1	-	-	2.3E-2	3.5E-1	2.1E-2	3.5E-3
5	4.0E-1	1.5E-4	2.0E-2	2.2E-2	3.5E-1	2.1E-2	3.3E-3
5.5	3.9E-1	-	-	1.9E-2	3.5E-1	2.0E-2	2.9E-3
6	3.8E-1	1.2E-4	1.5E-2	1.7E-2	3.4E-1	1.9E-2	2.6E-3
6.5	3.8E-1	-	-	1.5E-2	3.4E-1	1.8E-2	2.3E-3
7	3.7E-1	1.0E-4	1.1E-2	1.4E-2	3.4E-1	1.8E-2	2.1E-3
7.5	3.7E-1	-	-	1.3E-2	3.3E-1	1.8E-2	1.9E-3
8	3.6E-1	8.4E-5	9.3E-3	1.1E-2	3.3E-1	1.7E-2	1.7E-3
8.5	3.6E-1	-	-	1.0E-2	3.3E-1	1.7E-2	1.6E-3
9	3.5E-1	7.2E-5	7.7E-3	9.6E-3	3.3E-1	1.7E-2	1.5E-3
9.5	3.5E-1	-	-	8.9E-3	3.2E-1	1.6E-2	1.4E-3
10	3.5E-1	6.4E-5	6.5E-3	8.2E-3	3.2E-1	1.6E-2	1.3E-3
11	3.4E-1	5.8E-5	5.6E-3	7.1E-3	3.2E-1	1.6E-2	1.2E-3
12	3.4E-1	5.4E-5	4.8E-3	6.2E-3	3.1E-1	1.6E-2	1.1E-3
13	3.3E-1	5.0E-5	4.3E-3	5.5E-3	3.1E-1	1.6E-2	1.0E-3
14	3.3E-1	4.8E-5	3.8E-3	4.9E-3	3.1E-1	1.5E-2	9.5E-4
15	3.3E-1	4.6E-5	3.4E-3	4.5E-3	3.0E-1	1.5E-2	9.2E-4
16	3.2E-1	4.5E-5	3.2E-3	4.1E-3	3.0E-1	1.5E-2	8.9E-4
17	3.2E-1	4.3E-5	2.9E-3	3.8E-3	3.0E-1	1.5E-2	8.7E-4
18	3.2E-1	4.3E-5	2.7E-3	3.6E-3	3.0E-1	1.5E-2	8.5E-4
19	3.1E-1	4.2E-5	2.6E-3	3.4E-3	2.9E-1	1.5E-2	8.4E-4
20	3.1E-1	4.1E-5	2.5E-3	3.3E-3	2.9E-1	1.5E-2	8.3E-4
21	3.1E-1	4.1E-5	2.4E-3	3.1E-3	2.9E-1	1.5E-2	8.2E-4
22	3.1E-1	4.0E-5	2.3E-3	3.0E-3	2.9E-1	1.5E-2	8.1E-4
23	3.0E-1	4.0E-5	2.2E-3	2.9E-3	2.8E-1	1.5E-2	8.0E-4
24	3.0E-1	3.9E-5	2.1E-3	2.8E-3	2.8E-1	1.5E-2	8.0E-4
25	3.0E-1	3.9E-5	2.1E-3	2.8E-3	2.8E-1	1.5E-2	7.9E-4
26	3.0E-1	3.9E-5	2.0E-3	2.7E-3	2.8E-1	1.5E-2	7.9E-4
27	2.9E-1	3.8E-5	2.0E-3	2.7E-3	2.7E-1	1.5E-2	7.8E-4
28	2.9E-1	3.8E-5	2.0E-3	2.6E-3	2.7E-1	1.5E-2	7.8E-4
29	2.9E-1	3.8E-5	1.9E-3	2.6E-3	2.7E-1	1.5E-2	7.7E-4
30	2.9E-1	3.7E-5	1.9E-3	2.5E-3	2.7E-1	1.5E-2	7.7E-4
31	2.9E-1	3.7E-5	1.9E-3	2.5E-3	2.7E-1	1.5E-2	7.7E-4
32	2.8E-1	3.7E-5	1.9E-3	2.5E-3	2.6E-1	1.5E-2	7.6E-4
33	2.8E-1	3.7E-5	1.9E-3	2.5E-3	2.6E-1	1.5E-2	7.6E-4
34	2.8E-1	3.6E-5	1.8E-3	2.4E-3	2.6E-1	1.5E-2	7.6E-4
35	2.8E-1	3.6E-5	1.8E-3	2.4E-3	2.6E-1	1.5E-2	7.5E-4
36	2.8E-1	3.6E-5	1.8E-3	2.4E-3	2.6E-1	1.5E-2	7.5E-4
37	2.7E-1	3.6E-5	1.8E-3	2.4E-3	2.6E-1	1.5E-2	7.5E-4
38	2.7E-1	3.5E-5	1.8E-3	2.3E-3	2.5E-1	1.5E-2	7.4E-4
39	2.7E-1	3.5E-5	1.8E-3	2.3E-3	2.5E-1	1.5E-2	7.4E-4
40	2.7E-1	3.5E-5	1.7E-3	2.3E-3	2.5E-1	1.5E-2	7.4E-4
41	2.7E-1	3.5E-5	1.7E-3	2.3E-3	2.5E-1	1.5E-2	7.3E-4
42	2.7E-1	3.4E-5	1.7E-3	2.3E-3	2.5E-1	1.5E-2	7.3E-4
43	2.6E-1	3.4E-5	1.7E-3	2.2E-3	2.4E-1	1.5E-2	7.3E-4
44	2.6E-1	3.4E-5	1.7E-3	2.2E-3	2.4E-1	1.5E-2	7.2E-4
45	2.6E-1	3.4E-5	1.7E-3	2.2E-3	2.4E-1	1.5E-2	7.2E-4
46	2.6E-1	3.3E-5	1.7E-3	2.2E-3	2.4E-1	1.5E-2	7.2E-4
47	2.6E-1	3.3E-5	1.6E-3	2.2E-3	2.4E-1	1.5E-2	7.1E-4
48	2.5E-1	3.3E-5	1.6E-3	2.2E-3	2.4E-1	1.5E-2	7.1E-4
49	2.5E-1	3.3E-5	1.6E-3	2.1E-3	2.3E-1	1.5E-2	7.1E-4
50	2.5E-1	3.2E-5	1.6E-3	2.1E-3	2.3E-1	1.5E-2	7.0E-4
51	2.5E-1	3.2E-5	1.6E-3	2.1E-3	2.3E-1	1.5E-2	7.0E-4
52	2.5E-1	3.2E-5	1.6E-3	2.1E-3	2.3E-1	1.5E-2	7.0E-4
53	2.5E-1	3.2E-5	1.6E-3	2.1E-3	2.3E-1	1.5E-2	7.0E-4
54	2.4E-1	3.2E-5	1.6E-3	2.1E-3	2.3E-1	1.5E-2	6.9E-4
55	2.4E-1	3.1E-5	1.6E-3	2.1E-3	2.2E-1	1.5E-2	6.9E-4
56	2.4E-1	3.1E-5	1.5E-3	2.0E-3	2.2E-1	1.5E-2	6.9E-4
57	2.4E-1	3.1E-5	1.5E-3	2.0E-3	2.2E-1	1.5E-2	6.8E-4
58	2.4E-1	3.1E-5	1.5E-3	2.0E-3	2.2E-1	1.5E-2	6.8E-4
59	2.4E-1	3.0E-5	1.5E-3	2.0E-3	2.2E-1	1.5E-2	6.8E-4
60	2.3E-1	3.0E-5	1.5E-3	2.0E-3	2.2E-1	1.5E-2	6.8E-4
61	2.3E-1	3.0E-5	1.5E-3	2.0E-3	2.1E-1	1.4E-2	6.7E-4
62	2.3E-1	3.0E-5	1.5E-3	1.9E-3	2.1E-1	1.4E-2	6.7E-4
63	2.3E-1	3.0E-5	1.5E-3	1.9E-3	2.1E-1	1.4E-2	6.7E-4
64	2.3E-1	2.9E-5	1.5E-3	1.9E-3	2.1E-1	1.4E-2	6.6E-4
65	2.3E-1	2.9E-5	1.4E-3	1.9E-3	2.1E-1	1.4E-2	6.6E-4
66	2.2E-1	2.9E-5	1.4E-3	1.9E-3	2.1E-1	1.4E-2	6.6E-4
67	2.2E-1	2.9E-5	1.4E-3	1.9E-3	2.1E-1	1.4E-2	6.6E-4
68	2.2E-1	2.9E-5	1.4E-3	1.9E-3	2.0E-1	1.4E-2	6.5E-4
69	2.2E-1	2.8E-5	1.4E-3	1.9E-3	2.0E-1	1.4E-2	6.5E-4
70	2.2E-1	2.8E-5	1.4E-3	1.8E-3	2.0E-1	1.4E-2	6.5E-4
71	2.2E-1	2.8E-5	1.4E-3	1.8E-3	2.0E-1	1.4E-2	6.5E-4
72	2.2E-1	2.8E-5	1.4E-3	1.8E-3	2.0E-1	1.4E-2	6.4E-4
73	2.1E-1	2.8E-5	1.4E-3	1.8E-3	2.0E-1	1.4E-2	6.4E-4
74	2.1E-1	2.7E-5	1.4E-3	1.8E-3	2.0E-1	1.4E-2	6.4E-4
75	2.1E-1	2.7E-5	1.3E-3	1.8E-3	1.9E-1	1.4E-2	6.3E-4
76	2.1E-1	2.7E-5	1.3E-3	1.8E-3	1.9E-1	1.4E-2	6.3E-4
77	2.1E-1	2.7E-5	1.3E-3	1.7E-3	1.9E-1	1.4E-2	6.3E-4
78	2.1E-1	2.7E-5	1.3E-3	1.7E-3	1.9E-1	1.4E-2	6.3E-4
79	2.1E-1	2.7E-5	1.3E-3	1.7E-3	1.9E-1	1.4E-2	6.2E-4
80	2.0E-1	2.6E-5	1.3E-3	1.7E-3	1.9E-1	1.4E-2	6.2E-4
81	2.0E-1	2.6E-5	1.3E-3	1.7E-3	1.9E-1	1.4E-2	6.2E-4
82	2.0E-1	2.6E-5	1.3E-3	1.7E-3	1.8E-1	1.4E-2	6.2E-4
83	2.0E-1	2.6E-5	1.3E-3	1.7E-3	1.8E-1	1.4E-2	6.1E-4
84	2.0E-1	2.6E-5	1.3E-3	1.7E-3	1.8E-1	1.4E-2	6.1E-4
85	2.0E-1	2.5E-5	1.2E-3	1.6E-3	1.8E-1	1.4E-2	6.1E-4
86	2.0E-1	2.5E-5	1.2E-3	1.6E-3	1.8E-1	1.4E-2	6.1E-4
87	2.0E-1	2.5E-5	1.2E-3	1.6E-3	1.8E-1	1.4E-2	6.0E-4
88	1.9E-1	2.5E-5	1.2E-3	1.6E-3	1.8E-1	1.4E-2	6.0E-4
89	1.9E-1	2.5E-5	1.2E-3	1.6E-3	1.8E-1	1.4E-2	6.0E-4
90	1.9E-1	2.5E-5	1.2E-3	1.6E-3	1.7E-1	1.4E-2	6.0E-4
91	1.9E-1	2.4E-5	1.2E-3	1.6E-3	1.7E-1	1.4E-2	6.0E-4
92	1.9E-1	2.4E-5	1.2E-3	1.6E-3	1.7E-1	1.4E-2	5.9E-4
93	1.9E-1	2.4E-5	1.2E-3	1.6E-3	1.7E-1	1.4E-2	5.9E-4
94	1.9E-1	2.4E-5	1.2E-3	1.5E-3	1.7E-1	1.4E-2	5.9E-4
95	1.8E-1	2.4E-5	1.2E-3	1.5E-3	1.7E-1	1.4E-2	5.9E-4
96	1.8E-1	2.4E-5	1.1E-3	1.5E-3	1.7E-1	1.4E-2	5.8E-4
97	1.8E-1	2.3E-5	1.1E-3	1.5E-3	1.7E-1	1.4E-2	5.8E-4
98	1.8E-1	2.3E-5	1.1E-3	1.5E-3	1.6E-1	1.4E-2	5.8E-4
99	1.8E-1	2.3E-5	1.1E-3	1.5E-3	1.6E-1	1.4E-2	5.8E-4
100	1.8E-1	2.3E-5	1.1E-3	1.5E-3	1.6E-1	1.4E-2	5.7E-4
110	1.7E-1	2.1E-5	1.0E-3	1.4E-3	1.5E-1	1.3E-2	5.5E-4
120	1.6E-1	2.0E-5	9.6E-4	1.3E-3	1.4E-1	1.3E-2	5.3E-4
130	1.5E-1	1.9E-5	9.0E-4	1.2E-3	1.3E-1	1.3E-2	5.1E-4
140	1.4E-1	1.7E-5	8.3E-4	1.1E-3	1.2E-1	1.3E-2	4.9E-4
150	1.3E-1	1.6E-5	7.7E-4	1.0E-3	1.1E-1	1.2E-2	4.8E-4
160	1.2E-1	1.5E-5	7.2E-4	9.5E-4	1.1E-1	1.2E-2	4.6E-4
170	1.1E-1	1.4E-5	6.7E-4	8.9E-4	9.9E-2	1.2E-2	4.5E-4
180	1.1E-1	1.3E-5	6.2E-4	8.2E-4	9.2E-2	1.2E-2	4.3E-4
190	1.0E-1	1.2E-5	5.8E-4	7.7E-4	8.6E-2	1.2E-2	4.2E-4
200	9.4E-2	1.1E-5	5.4E-4	7.1E-4	8.0E-2	1.2E-2	4.1E-4
210	8.8E-2	1.1E-5	5.0E-4	6.7E-4	7.5E-2	1.1E-2	3.9E-4
220	8.3E-2	1.0E-5	4.7E-4	6.2E-4	7.0E-2	1.1E-2	3.8E-4
230	7.8E-2	9.3E-6	4.4E-4	5.8E-4	6.5E-2	1.1E-2	3.7E-4
240	7.4E-2	8.7E-6	4.1E-4	5.4E-4	6.1E-2	1.1E-2	3.6E-4
250	6.9E-2	8.1E-6	3.8E-4	5.0E-4	5.7E-2	1.1E-2	3.5E-4
260	6.6E-2	7.6E-6	3.5E-4	4.7E-4	5.3E-2	1.1E-2	3.4E-4
270	6.2E-2	7.1E-6	3.3E-4	4.4E-4	5.0E-2	1.0E-2	3.3E-4
280	5.8E-2	6.7E-6	3.1E-4	4.1E-4	4.7E-2	1.0E-2	3.2E-4
290	5.5E-2	6.2E-6	2.8E-4	3.8E-4	4.4E-2	1.0E-2	3.1E-4
300	5.2E-2	5.8E-6	2.7E-4	3.6E-4	4.1E-2	1.0E-2	3.1E-4
310	4.9E-2	5.5E-6	2.5E-4	3.3E-4	3.8E-2	1.0E-2	3.0E-4
320	4.7E-2	5.1E-6	2.3E-4	3.1E-4	3.6E-2	9.9E-3	2.9E-4
330	4.4E-2	4.8E-6	2.2E-4	2.9E-4	3.3E-2	9.8E-3	2.9E-4
340	4.2E-2	4.5E-6	2.0E-4	2.7E-4	3.1E-2	9.7E-3	2.8E-4
350	4.0E-2	4.2E-6	1.9E-4	2.6E-4	2.9E-2	9.6E-3	2.7E-4
