Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=4E-2
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	3.1E-2	-	-	4.6E-3	1.9E-2	8.2E-5	7.5E-5
0.083333	5.9E-2	-	-	1.0E-2	3.5E-2	3.5E-4	3.0E-4
0.125	8.4E-2	-	-	1.6E-2	4.9E-2	7.6E-4	6.1E-4
0.25	1.4E-1	-	-	3.4E-2	7.9E-2	2.5E-3	1.8E-3
0.375	1.8E-1	-	-	5.0E-2	9.8E-2	4.5E-3	2.8E-3
0.5	2.1E-1	-	-	6.3E-2	1.1E-1	6.4E-3	3.6E-3
0.625	2.3E-1	-	-	7.3E-2	1.2E-1	7.9E-3	4.1E-3
0.75	2.4E-1	-	-	8.0E-2	1.2E-1	9.2E-3	4.3E-3
0.875	2.4E-1	-	-	8.3E-2	1.3E-1	1.0E-2	4.4E-3
1	2.4E-1	5.3E-4	1.6E-2	8.5E-2	1.3E-1	1.1E-2	4.4E-3
1.125	2.4E-1	-	-	8.4E-2	1.3E-1	1.1E-2	4.2E-3
1.25	2.4E-1	-	-	8.2E-2	1.3E-1	1.2E-2	4.1E-3
1.375	2.4E-1	-	-	7.8E-2	1.3E-1	1.2E-2	3.9E-3
1.5	2.3E-1	-	-	7.4E-2	1.3E-1	1.2E-2	3.7E-3
1.625	2.2E-1	-	-	7.0E-2	1.3E-1	1.2E-2	3.5E-3
1.75	2.2E-1	-	-	6.5E-2	1.3E-1	1.2E-2	3.3E-3
1.875	2.1E-1	-	-	6.0E-2	1.3E-1	1.2E-2	3.2E-3
2	2.1E-1	1.8E-4	5.2E-2	5.5E-2	1.3E-1	1.1E-2	3.0E-3
2.25	2.0E-1	-	-	4.6E-2	1.3E-1	1.1E-2	2.8E-3
2.5	1.9E-1	-	-	3.8E-2	1.3E-1	1.1E-2	2.5E-3
2.75	1.8E-1	-	-	3.1E-2	1.3E-1	1.0E-2	2.3E-3
3	1.7E-1	1.0E-4	3.7E-2	2.5E-2	1.3E-1	1.0E-2	2.2E-3
3.25	1.6E-1	-	-	2.1E-2	1.3E-1	9.6E-3	2.0E-3
3.5	1.6E-1	-	-	1.7E-2	1.3E-1	9.3E-3	1.9E-3
3.75	1.5E-1	-	-	1.5E-2	1.3E-1	9.0E-3	1.7E-3
4	1.5E-1	7.5E-5	1.8E-2	1.3E-2	1.3E-1	8.7E-3	1.6E-3
4.25	1.5E-1	-	-	1.1E-2	1.3E-1	8.5E-3	1.5E-3
4.5	1.5E-1	-	-	9.7E-3	1.3E-1	8.2E-3	1.4E-3
4.75	1.4E-1	-	-	8.7E-3	1.3E-1	8.0E-3	1.3E-3
5	1.4E-1	5.7E-5	9.0E-3	7.9E-3	1.2E-1	7.8E-3	1.2E-3
5.5	1.4E-1	-	-	6.7E-3	1.2E-1	7.5E-3	1.1E-3
6	1.4E-1	4.5E-5	5.5E-3	5.8E-3	1.2E-1	7.2E-3	9.6E-4
6.5	1.3E-1	-	-	5.1E-3	1.2E-1	6.9E-3	8.5E-4
7	1.3E-1	3.7E-5	4.0E-3	4.6E-3	1.2E-1	6.7E-3	7.7E-4
7.5	1.3E-1	-	-	4.2E-3	1.2E-1	6.6E-3	6.9E-4
8	1.3E-1	3.1E-5	3.2E-3	3.8E-3	1.2E-1	6.4E-3	6.3E-4
8.5	1.3E-1	-	-	3.5E-3	1.2E-1	6.3E-3	5.8E-4
9	1.3E-1	2.6E-5	2.6E-3	3.2E-3	1.2E-1	6.2E-3	5.4E-4
9.5	1.3E-1	-	-	3.0E-3	1.2E-1	6.1E-3	5.0E-4
10	1.2E-1	2.3E-5	2.2E-3	2.7E-3	1.1E-1	6.0E-3	4.7E-4
11	1.2E-1	2.1E-5	1.9E-3	2.4E-3	1.1E-1	5.9E-3	4.2E-4
12	1.2E-1	1.9E-5	1.6E-3	2.1E-3	1.1E-1	5.8E-3	3.9E-4
13	1.2E-1	1.8E-5	1.4E-3	1.9E-3	1.1E-1	5.8E-3	3.6E-4
14	1.2E-1	1.7E-5	1.3E-3	1.7E-3	1.1E-1	5.7E-3	3.5E-4
15	1.2E-1	1.7E-5	1.2E-3	1.5E-3	1.1E-1	5.7E-3	3.3E-4
16	1.2E-1	1.6E-5	1.1E-3	1.4E-3	1.1E-1	5.7E-3	3.2E-4
17	1.1E-1	1.6E-5	1.0E-3	1.3E-3	1.1E-1	5.7E-3	3.1E-4
18	1.1E-1	1.5E-5	9.6E-4	1.3E-3	1.1E-1	5.7E-3	3.1E-4
19	1.1E-1	1.5E-5	9.1E-4	1.2E-3	1.1E-1	5.6E-3	3.0E-4
20	1.1E-1	1.5E-5	8.7E-4	1.1E-3	1.0E-1	5.6E-3	3.0E-4
21	1.1E-1	1.5E-5	8.3E-4	1.1E-3	1.0E-1	5.6E-3	3.0E-4
22	1.1E-1	1.4E-5	8.1E-4	1.1E-3	1.0E-1	5.6E-3	2.9E-4
23	1.1E-1	1.4E-5	7.8E-4	1.0E-3	1.0E-1	5.6E-3	2.9E-4
24	1.1E-1	1.4E-5	7.6E-4	1.0E-3	1.0E-1	5.6E-3	2.9E-4
25	1.1E-1	1.4E-5	7.5E-4	9.9E-4	1.0E-1	5.6E-3	2.9E-4
26	1.1E-1	1.4E-5	7.3E-4	9.7E-4	9.9E-2	5.6E-3	2.9E-4
27	1.1E-1	1.4E-5	7.2E-4	9.5E-4	9.9E-2	5.6E-3	2.8E-4
28	1.1E-1	1.4E-5	7.1E-4	9.4E-4	9.8E-2	5.6E-3	2.8E-4
29	1.0E-1	1.4E-5	7.0E-4	9.2E-4	9.7E-2	5.6E-3	2.8E-4
30	1.0E-1	1.3E-5	6.9E-4	9.1E-4	9.7E-2	5.6E-3	2.8E-4
31	1.0E-1	1.3E-5	6.8E-4	9.0E-4	9.6E-2	5.6E-3	2.8E-4
32	1.0E-1	1.3E-5	6.7E-4	8.9E-4	9.5E-2	5.5E-3	2.8E-4
33	1.0E-1	1.3E-5	6.7E-4	8.8E-4	9.4E-2	5.5E-3	2.8E-4
34	1.0E-1	1.3E-5	6.6E-4	8.7E-4	9.4E-2	5.5E-3	2.7E-4
35	1.0E-1	1.3E-5	6.5E-4	8.7E-4	9.3E-2	5.5E-3	2.7E-4
36	9.9E-2	1.3E-5	6.5E-4	8.6E-4	9.2E-2	5.5E-3	2.7E-4
37	9.9E-2	1.3E-5	6.4E-4	8.5E-4	9.2E-2	5.5E-3	2.7E-4
38	9.8E-2	1.3E-5	6.4E-4	8.4E-4	9.1E-2	5.5E-3	2.7E-4
39	9.7E-2	1.3E-5	6.3E-4	8.4E-4	9.0E-2	5.5E-3	2.7E-4
40	9.7E-2	1.3E-5	6.3E-4	8.3E-4	9.0E-2	5.5E-3	2.7E-4
41	9.6E-2	1.2E-5	6.2E-4	8.2E-4	8.9E-2	5.5E-3	2.7E-4
42	9.5E-2	1.2E-5	6.2E-4	8.2E-4	8.8E-2	5.5E-3	2.6E-4
43	9.5E-2	1.2E-5	6.1E-4	8.1E-4	8.8E-2	5.5E-3	2.6E-4
44	9.4E-2	1.2E-5	6.1E-4	8.0E-4	8.7E-2	5.5E-3	2.6E-4
45	9.3E-2	1.2E-5	6.0E-4	8.0E-4	8.7E-2	5.5E-3	2.6E-4
46	9.3E-2	1.2E-5	6.0E-4	7.9E-4	8.6E-2	5.4E-3	2.6E-4
47	9.2E-2	1.2E-5	5.9E-4	7.8E-4	8.5E-2	5.4E-3	2.6E-4
48	9.2E-2	1.2E-5	5.9E-4	7.8E-4	8.5E-2	5.4E-3	2.6E-4
49	9.1E-2	1.2E-5	5.8E-4	7.7E-4	8.4E-2	5.4E-3	2.6E-4
50	9.0E-2	1.2E-5	5.8E-4	7.7E-4	8.3E-2	5.4E-3	2.6E-4
51	9.0E-2	1.2E-5	5.8E-4	7.6E-4	8.3E-2	5.4E-3	2.5E-4
52	8.9E-2	1.2E-5	5.7E-4	7.6E-4	8.2E-2	5.4E-3	2.5E-4
53	8.8E-2	1.1E-5	5.7E-4	7.5E-4	8.2E-2	5.4E-3	2.5E-4
54	8.8E-2	1.1E-5	5.6E-4	7.4E-4	8.1E-2	5.4E-3	2.5E-4
55	8.7E-2	1.1E-5	5.6E-4	7.4E-4	8.1E-2	5.4E-3	2.5E-4
56	8.7E-2	1.1E-5	5.6E-4	7.3E-4	8.0E-2	5.4E-3	2.5E-4
57	8.6E-2	1.1E-5	5.5E-4	7.3E-4	7.9E-2	5.4E-3	2.5E-4
58	8.5E-2	1.1E-5	5.5E-4	7.2E-4	7.9E-2	5.3E-3	2.5E-4
59	8.5E-2	1.1E-5	5.4E-4	7.2E-4	7.8E-2	5.3E-3	2.5E-4
60	8.4E-2	1.1E-5	5.4E-4	7.1E-4	7.8E-2	5.3E-3	2.4E-4
61	8.4E-2	1.1E-5	5.4E-4	7.1E-4	7.7E-2	5.3E-3	2.4E-4
62	8.3E-2	1.1E-5	5.3E-4	7.0E-4	7.7E-2	5.3E-3	2.4E-4
63	8.3E-2	1.1E-5	5.3E-4	7.0E-4	7.6E-2	5.3E-3	2.4E-4
64	8.2E-2	1.1E-5	5.2E-4	6.9E-4	7.5E-2	5.3E-3	2.4E-4
65	8.1E-2	1.1E-5	5.2E-4	6.9E-4	7.5E-2	5.3E-3	2.4E-4
66	8.1E-2	1.0E-5	5.2E-4	6.8E-4	7.4E-2	5.3E-3	2.4E-4
67	8.0E-2	1.0E-5	5.1E-4	6.8E-4	7.4E-2	5.3E-3	2.4E-4
68	8.0E-2	1.0E-5	5.1E-4	6.7E-4	7.3E-2	5.3E-3	2.4E-4
69	7.9E-2	1.0E-5	5.0E-4	6.7E-4	7.3E-2	5.2E-3	2.4E-4
70	7.9E-2	1.0E-5	5.0E-4	6.6E-4	7.2E-2	5.2E-3	2.3E-4
71	7.8E-2	1.0E-5	5.0E-4	6.6E-4	7.2E-2	5.2E-3	2.3E-4
72	7.8E-2	1.0E-5	4.9E-4	6.5E-4	7.1E-2	5.2E-3	2.3E-4
73	7.7E-2	1.0E-5	4.9E-4	6.5E-4	7.1E-2	5.2E-3	2.3E-4
74	7.7E-2	9.9E-6	4.9E-4	6.4E-4	7.0E-2	5.2E-3	2.3E-4
75	7.6E-2	9.8E-6	4.8E-4	6.4E-4	7.0E-2	5.2E-3	2.3E-4
76	7.6E-2	9.7E-6	4.8E-4	6.3E-4	6.9E-2	5.2E-3	2.3E-4
77	7.5E-2	9.7E-6	4.8E-4	6.3E-4	6.9E-2	5.2E-3	2.3E-4
78	7.5E-2	9.6E-6	4.7E-4	6.2E-4	6.8E-2	5.2E-3	2.3E-4
79	7.4E-2	9.5E-6	4.7E-4	6.2E-4	6.8E-2	5.2E-3	2.3E-4
80	7.4E-2	9.5E-6	4.7E-4	6.1E-4	6.7E-2	5.2E-3	2.3E-4
81	7.3E-2	9.4E-6	4.6E-4	6.1E-4	6.7E-2	5.1E-3	2.2E-4
82	7.3E-2	9.3E-6	4.6E-4	6.1E-4	6.6E-2	5.1E-3	2.2E-4
83	7.2E-2	9.3E-6	4.6E-4	6.0E-4	6.6E-2	5.1E-3	2.2E-4
84	7.2E-2	9.2E-6	4.5E-4	6.0E-4	6.5E-2	5.1E-3	2.2E-4
85	7.1E-2	9.2E-6	4.5E-4	5.9E-4	6.5E-2	5.1E-3	2.2E-4
86	7.1E-2	9.1E-6	4.5E-4	5.9E-4	6.4E-2	5.1E-3	2.2E-4
87	7.0E-2	9.0E-6	4.4E-4	5.8E-4	6.4E-2	5.1E-3	2.2E-4
