Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type S, fA=2E-3
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	8.1E-2	-	-	2.9E-2	4.1E-3	2.7E-6	2.2E-6
0.083333	1.5E-1	-	-	6.3E-2	7.1E-3	9.7E-6	6.5E-6
0.125	2.1E-1	-	-	9.6E-2	9.6E-3	2.0E-5	1.2E-5
0.25	3.5E-1	-	-	2.0E-1	1.5E-2	7.1E-5	3.6E-5
0.375	4.4E-1	-	-	2.8E-1	1.9E-2	1.3E-4	6.0E-5
0.5	5.0E-1	-	-	3.5E-1	2.2E-2	2.0E-4	8.2E-5
0.625	5.3E-1	-	-	4.0E-1	2.4E-2	2.6E-4	9.9E-5
0.75	5.5E-1	-	-	4.3E-1	2.5E-2	3.2E-4	1.1E-4
0.875	5.5E-1	-	-	4.5E-1	2.6E-2	3.6E-4	1.2E-4
1	5.3E-1	2.1E-5	8.3E-2	4.5E-1	2.7E-2	4.0E-4	1.3E-4
1.125	5.1E-1	-	-	4.4E-1	2.7E-2	4.2E-4	1.3E-4
1.25	4.9E-1	-	-	4.2E-1	2.7E-2	4.4E-4	1.3E-4
1.375	4.5E-1	-	-	4.0E-1	2.8E-2	4.6E-4	1.3E-4
1.5	4.2E-1	-	-	3.7E-1	2.8E-2	4.6E-4	1.3E-4
1.625	3.9E-1	-	-	3.4E-1	2.8E-2	4.7E-4	1.3E-4
1.75	3.6E-1	-	-	3.1E-1	2.8E-2	4.7E-4	1.2E-4
1.875	3.2E-1	-	-	2.8E-1	2.8E-2	4.7E-4	1.2E-4
2	2.9E-1	7.8E-6	2.6E-1	2.6E-1	2.8E-2	4.6E-4	1.2E-4
2.25	2.4E-1	-	-	2.0E-1	2.7E-2	4.5E-4	1.1E-4
2.5	1.9E-1	-	-	1.6E-1	2.7E-2	4.4E-4	1.0E-4
2.75	1.5E-1	-	-	1.2E-1	2.7E-2	4.2E-4	9.2E-5
3	1.2E-1	4.1E-6	1.7E-1	9.0E-2	2.7E-2	4.1E-4	8.5E-5
3.25	9.5E-2	-	-	6.6E-2	2.7E-2	3.9E-4	7.8E-5
3.5	7.7E-2	-	-	4.9E-2	2.7E-2	3.8E-4	7.2E-5
3.75	6.3E-2	-	-	3.5E-2	2.6E-2	3.6E-4	6.6E-5
4	5.3E-2	2.7E-6	6.5E-2	2.6E-2	2.6E-2	3.5E-4	6.1E-5
4.25	4.5E-2	-	-	1.8E-2	2.6E-2	3.4E-4	5.6E-5
4.5	4.0E-2	-	-	1.3E-2	2.6E-2	3.2E-4	5.2E-5
4.75	3.6E-2	-	-	9.5E-3	2.6E-2	3.1E-4	4.7E-5
