Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type F, Nitrate, fA=0.2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	8.2E-2	-	-	2.6E-2	7.5E-3	1.2E-3	9.7E-4
0.083333	1.5E-1	-	-	5.5E-2	9.1E-3	4.0E-3	2.9E-3
0.125	2.2E-1	-	-	8.5E-2	8.4E-3	7.6E-3	5.0E-3
0.25	3.6E-1	-	-	1.7E-1	4.2E-3	2.0E-2	1.0E-2
0.375	4.5E-1	-	-	2.5E-1	1.8E-3	3.2E-2	1.4E-2
0.5	5.1E-1	-	-	3.1E-1	9.0E-4	4.2E-2	1.7E-2
0.625	5.4E-1	-	-	3.5E-1	5.6E-4	5.0E-2	1.8E-2
0.75	5.6E-1	-	-	3.8E-1	4.3E-4	5.6E-2	1.9E-2
0.875	5.6E-1	-	-	3.9E-1	3.6E-4	6.1E-2	2.0E-2
1	5.5E-1	3.3E-3	8.2E-2	3.9E-1	3.2E-4	6.5E-2	2.0E-2
1.125	5.3E-1	-	-	3.8E-1	2.9E-4	6.7E-2	2.0E-2
1.25	5.0E-1	-	-	3.7E-1	2.7E-4	6.8E-2	2.0E-2
1.375	4.8E-1	-	-	3.5E-1	2.5E-4	6.9E-2	1.9E-2
1.5	4.5E-1	-	-	3.2E-1	2.3E-4	6.9E-2	1.9E-2
1.625	4.2E-1	-	-	3.0E-1	2.2E-4	6.9E-2	1.8E-2
1.75	3.9E-1	-	-	2.8E-1	2.0E-4	6.9E-2	1.7E-2
1.875	3.6E-1	-	-	2.5E-1	1.9E-4	6.8E-2	1.7E-2
2	3.3E-1	9.4E-4	2.4E-1	2.3E-1	1.8E-4	6.7E-2	1.6E-2
2.25	2.8E-1	-	-	1.9E-1	1.6E-4	6.5E-2	1.5E-2
2.5	2.4E-1	-	-	1.5E-1	1.5E-4	6.2E-2	1.4E-2
2.75	2.0E-1	-	-	1.2E-1	1.3E-4	6.0E-2	1.3E-2
3	1.7E-1	5.4E-4	1.6E-1	9.3E-2	1.2E-4	5.7E-2	1.2E-2
3.25	1.5E-1	-	-	7.3E-2	1.1E-4	5.5E-2	1.1E-2
3.5	1.3E-1	-	-	5.8E-2	1.0E-4	5.3E-2	9.8E-3
3.75	1.1E-1	-	-	4.6E-2	9.4E-5	5.1E-2	9.0E-3
4	1.0E-1	3.6E-4	7.0E-2	3.7E-2	8.7E-5	4.9E-2	8.2E-3
4.25	9.1E-2	-	-	3.0E-2	8.0E-5	4.7E-2	7.6E-3
4.5	8.3E-2	-	-	2.5E-2	7.4E-5	4.6E-2	6.9E-3
4.75	7.7E-2	-	-	2.1E-2	6.8E-5	4.4E-2	6.4E-3
5	7.1E-2	2.5E-4	2.9E-2	1.8E-2	6.3E-5	4.3E-2	5.8E-3
5.5	6.3E-2	-	-	1.4E-2	5.4E-5	4.0E-2	4.9E-3
6	5.7E-2	1.8E-4	1.4E-2	1.1E-2	4.6E-5	3.8E-2	4.2E-3
6.5	5.2E-2	-	-	8.6E-3	4.0E-5	3.7E-2	3.5E-3
7	4.8E-2	1.3E-4	8.6E-3	7.1E-3	3.5E-5	3.5E-2	3.0E-3
7.5	4.5E-2	-	-	5.9E-3	3.1E-5	3.4E-2	2.6E-3
8	4.2E-2	9.2E-5	5.7E-3	5.0E-3	2.7E-5	3.3E-2	2.2E-3
8.5	4.0E-2	-	-	4.2E-3	2.4E-5	3.2E-2	1.9E-3
9	3.8E-2	6.7E-5	4.0E-3	3.6E-3	2.1E-5	3.1E-2	1.6E-3
9.5	3.6E-2	-	-	3.1E-3	1.9E-5	3.0E-2	1.4E-3
10	3.5E-2	5.0E-5	2.9E-3	2.6E-3	1.8E-5	3.0E-2	1.2E-3
11	3.3E-2	3.7E-5	2.1E-3	1.9E-3	1.5E-5	2.9E-2	9.6E-4
12	3.1E-2	2.9E-5	1.6E-3	1.5E-3	1.3E-5	2.8E-2	7.7E-4
13	3.0E-2	2.3E-5	1.2E-3	1.2E-3	1.2E-5	2.7E-2	6.3E-4
14	2.9E-2	1.9E-5	9.3E-4	9.2E-4	1.1E-5	2.7E-2	5.4E-4
15	2.8E-2	1.6E-5	7.5E-4	7.6E-4	1.0E-5	2.6E-2	4.7E-4
16	2.7E-2	1.3E-5	6.2E-4	6.4E-4	9.6E-6	2.6E-2	4.2E-4
17	2.7E-2	1.2E-5	5.2E-4	5.6E-4	9.3E-6	2.5E-2	3.9E-4
18	2.6E-2	1.1E-5	4.6E-4	5.0E-4	9.0E-6	2.5E-2	3.7E-4
19	2.6E-2	9.9E-6	4.1E-4	4.6E-4	8.9E-6	2.4E-2	3.5E-4
20	2.6E-2	9.3E-6	3.7E-4	4.2E-4	8.7E-6	2.4E-2	3.4E-4
21	2.5E-2	8.9E-6	3.5E-4	4.0E-4	8.6E-6	2.4E-2	3.3E-4
22	2.5E-2	8.5E-6	3.3E-4	3.8E-4	8.6E-6	2.3E-2	3.2E-4
23	2.4E-2	8.2E-6	3.1E-4	3.7E-4	8.5E-6	2.3E-2	3.2E-4
24	2.4E-2	7.9E-6	3.0E-4	3.5E-4	8.5E-6	2.3E-2	3.1E-4
25	2.4E-2	7.7E-6	2.9E-4	3.4E-4	8.4E-6	2.3E-2	3.1E-4
26	2.4E-2	7.5E-6	2.8E-4	3.4E-4	8.4E-6	2.2E-2	3.0E-4
27	2.3E-2	7.4E-6	2.7E-4	3.3E-4	8.4E-6	2.2E-2	3.0E-4
28	2.3E-2	7.2E-6	2.7E-4	3.2E-4	8.4E-6	2.2E-2	3.0E-4
29	2.3E-2	7.1E-6	2.6E-4	3.1E-4	8.3E-6	2.1E-2	3.0E-4
30	2.2E-2	6.9E-6	2.6E-4	3.1E-4	8.3E-6	2.1E-2	3.0E-4
31	2.2E-2	6.8E-6	2.5E-4	3.0E-4	8.3E-6	2.1E-2	2.9E-4
32	2.2E-2	6.7E-6	2.5E-4	3.0E-4	8.3E-6	2.1E-2	2.9E-4
33	2.2E-2	6.5E-6	2.4E-4	2.9E-4	8.3E-6	2.0E-2	2.9E-4
