Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type S, fA=2E-3
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	3.1E-2	-	-	4.6E-3	1.9E-2	4.1E-6	3.8E-6
0.083333	5.9E-2	-	-	1.0E-2	3.7E-2	1.7E-5	1.5E-5
0.125	8.4E-2	-	-	1.6E-2	5.2E-2	3.8E-5	3.0E-5
0.25	1.4E-1	-	-	3.2E-2	8.8E-2	1.3E-4	8.8E-5
0.375	1.8E-1	-	-	4.7E-2	1.1E-1	2.2E-4	1.4E-4
0.5	2.1E-1	-	-	5.9E-2	1.3E-1	3.2E-4	1.8E-4
0.625	2.3E-1	-	-	6.7E-2	1.4E-1	3.9E-4	2.0E-4
0.75	2.4E-1	-	-	7.3E-2	1.5E-1	4.6E-4	2.2E-4
0.875	2.4E-1	-	-	7.6E-2	1.6E-1	5.0E-4	2.2E-4
1	2.5E-1	2.6E-5	1.4E-2	7.6E-2	1.6E-1	5.4E-4	2.2E-4
1.125	2.5E-1	-	-	7.5E-2	1.6E-1	5.6E-4	2.1E-4
1.25	2.4E-1	-	-	7.3E-2	1.7E-1	5.8E-4	2.0E-4
1.375	2.4E-1	-	-	7.0E-2	1.7E-1	5.8E-4	1.9E-4
1.5	2.4E-1	-	-	6.6E-2	1.7E-1	5.9E-4	1.8E-4
1.625	2.3E-1	-	-	6.1E-2	1.7E-1	5.8E-4	1.7E-4
1.75	2.3E-1	-	-	5.7E-2	1.7E-1	5.8E-4	1.6E-4
1.875	2.2E-1	-	-	5.2E-2	1.7E-1	5.7E-4	1.6E-4
2	2.2E-1	8.5E-6	4.5E-2	4.8E-2	1.7E-1	5.6E-4	1.5E-4
2.25	2.1E-1	-	-	3.9E-2	1.7E-1	5.5E-4	1.3E-4
2.5	2.0E-1	-	-	3.2E-2	1.7E-1	5.3E-4	1.2E-4
2.75	1.9E-1	-	-	2.6E-2	1.6E-1	5.1E-4	1.1E-4
3	1.9E-1	4.8E-6	3.2E-2	2.1E-2	1.6E-1	4.9E-4	1.0E-4
3.25	1.8E-1	-	-	1.7E-2	1.6E-1	4.7E-4	9.5E-5
3.5	1.8E-1	-	-	1.4E-2	1.6E-1	4.5E-4	8.7E-5
3.75	1.7E-1	-	-	1.2E-2	1.6E-1	4.3E-4	8.1E-5
4	1.7E-1	3.4E-6	1.4E-2	1.0E-2	1.6E-1	4.2E-4	7.5E-5
4.25	1.7E-1	-	-	8.7E-3	1.6E-1	4.1E-4	6.9E-5
4.5	1.7E-1	-	-	7.7E-3	1.6E-1	3.9E-4	6.4E-5
4.75	1.7E-1	-	-	6.9E-3	1.6E-1	3.8E-4	6.0E-5
