Radionuclide	Ra-228
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=4E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
62	7.2E-2	9.9E-6	4.7E-4	6.2E-4	6.1E-2	9.0E-3	2.7E-4
63	7.1E-2	9.8E-6	4.7E-4	6.1E-4	6.1E-2	8.9E-3	2.7E-4
64	7.1E-2	9.7E-6	4.6E-4	6.1E-4	6.0E-2	8.9E-3	2.7E-4
65	7.0E-2	9.6E-6	4.6E-4	6.0E-4	6.0E-2	8.8E-3	2.7E-4
66	7.0E-2	9.5E-6	4.5E-4	6.0E-4	5.9E-2	8.8E-3	2.7E-4
67	6.9E-2	9.5E-6	4.5E-4	5.9E-4	5.9E-2	8.7E-3	2.7E-4
68	6.9E-2	9.4E-6	4.5E-4	5.9E-4	5.9E-2	8.7E-3	2.7E-4
69	6.8E-2	9.3E-6	4.4E-4	5.8E-4	5.8E-2	8.6E-3	2.7E-4
70	6.8E-2	9.2E-6	4.4E-4	5.8E-4	5.8E-2	8.6E-3	2.7E-4
71	6.7E-2	9.1E-6	4.4E-4	5.7E-4	5.7E-2	8.5E-3	2.6E-4
72	6.7E-2	9.1E-6	4.3E-4	5.7E-4	5.7E-2	8.5E-3	2.6E-4
73	6.6E-2	9.0E-6	4.3E-4	5.6E-4	5.7E-2	8.5E-3	2.6E-4
74	6.6E-2	8.9E-6	4.3E-4	5.6E-4	5.6E-2	8.4E-3	2.6E-4
75	6.6E-2	8.8E-6	4.2E-4	5.6E-4	5.6E-2	8.4E-3	2.6E-4
76	6.5E-2	8.8E-6	4.2E-4	5.5E-4	5.5E-2	8.3E-3	2.6E-4
77	6.5E-2	8.7E-6	4.2E-4	5.5E-4	5.5E-2	8.3E-3	2.6E-4
78	6.4E-2	8.6E-6	4.1E-4	5.4E-4	5.5E-2	8.2E-3	2.6E-4
79	6.4E-2	8.6E-6	4.1E-4	5.4E-4	5.4E-2	8.2E-3	2.6E-4
80	6.3E-2	8.5E-6	4.1E-4	5.3E-4	5.4E-2	8.2E-3	2.5E-4
81	6.3E-2	8.4E-6	4.0E-4	5.3E-4	5.3E-2	8.1E-3	2.5E-4
82	6.2E-2	8.4E-6	4.0E-4	5.3E-4	5.3E-2	8.1E-3	2.5E-4
83	6.2E-2	8.3E-6	4.0E-4	5.2E-4	5.3E-2	8.0E-3	2.5E-4
84	6.2E-2	8.2E-6	3.9E-4	5.2E-4	5.2E-2	8.0E-3	2.5E-4
85	6.1E-2	8.2E-6	3.9E-4	5.1E-4	5.2E-2	8.0E-3	2.5E-4
86	6.1E-2	8.1E-6	3.9E-4	5.1E-4	5.2E-2	7.9E-3	2.5E-4
87	6.0E-2	8.0E-6	3.8E-4	5.0E-4	5.1E-2	7.9E-3	2.5E-4
88	6.0E-2	8.0E-6	3.8E-4	5.0E-4	5.1E-2	7.8E-3	2.5E-4
89	6.0E-2	7.9E-6	3.8E-4	5.0E-4	5.0E-2	7.8E-3	2.5E-4
90	5.9E-2	7.8E-6	3.7E-4	4.9E-4	5.0E-2	7.8E-3	2.5E-4
91	5.9E-2	7.8E-6	3.7E-4	4.9E-4	5.0E-2	7.7E-3	2.4E-4
92	5.8E-2	7.7E-6	3.7E-4	4.8E-4	4.9E-2	7.7E-3	2.4E-4
93	5.8E-2	7.6E-6	3.6E-4	4.8E-4	4.9E-2	7.7E-3	2.4E-4
94	5.8E-2	7.6E-6	3.6E-4	4.8E-4	4.9E-2	7.6E-3	2.4E-4
95	5.7E-2	7.5E-6	3.6E-4	4.7E-4	4.8E-2	7.6E-3	2.4E-4
96	5.7E-2	7.5E-6	3.6E-4	4.7E-4	4.8E-2	7.6E-3	2.4E-4
97	5.6E-2	7.4E-6	3.5E-4	4.7E-4	4.8E-2	7.5E-3	2.4E-4
98	5.6E-2	7.3E-6	3.5E-4	4.6E-4	4.7E-2	7.5E-3	2.4E-4
99	5.6E-2	7.3E-6	3.5E-4	4.6E-4	4.7E-2	7.5E-3	2.4E-4
100	5.5E-2	7.2E-6	3.4E-4	4.5E-4	4.7E-2	7.4E-3	2.4E-4
110	5.2E-2	6.7E-6	3.2E-4	4.2E-4	4.3E-2	7.2E-3	2.3E-4
120	4.9E-2	6.2E-6	2.9E-4	3.9E-4	4.0E-2	6.9E-3	2.2E-4
130	4.5E-2	5.7E-6	2.7E-4	3.6E-4	3.8E-2	6.7E-3	2.1E-4
140	4.3E-2	5.3E-6	2.5E-4	3.3E-4	3.5E-2	6.5E-3	2.1E-4
150	4.0E-2	4.9E-6	2.3E-4	3.1E-4	3.3E-2	6.3E-3	2.0E-4
160	3.8E-2	4.6E-6	2.2E-4	2.9E-4	3.1E-2	6.1E-3	1.9E-4
170	3.5E-2	4.2E-6	2.0E-4	2.7E-4	2.8E-2	6.0E-3	1.9E-4
180	3.3E-2	4.0E-6	1.9E-4	2.5E-4	2.7E-2	5.9E-3	1.8E-4
190	3.1E-2	3.7E-6	1.7E-4	2.3E-4	2.5E-2	5.8E-3	1.8E-4
200	3.0E-2	3.4E-6	1.6E-4	2.1E-4	2.3E-2	5.7E-3	1.7E-4
210	2.8E-2	3.2E-6	1.5E-4	2.0E-4	2.2E-2	5.6E-3	1.7E-4
220	2.6E-2	3.0E-6	1.4E-4	1.9E-4	2.0E-2	5.5E-3	1.6E-4
230	2.5E-2	2.8E-6	1.3E-4	1.7E-4	1.9E-2	5.4E-3	1.6E-4
240	2.4E-2	2.6E-6	1.2E-4	1.6E-4	1.8E-2	5.3E-3	1.6E-4
250	2.2E-2	2.4E-6	1.1E-4	1.5E-4	1.6E-2	5.3E-3	1.5E-4
260	2.1E-2	2.3E-6	1.0E-4	1.4E-4	1.5E-2	5.2E-3	1.5E-4
270	2.0E-2	2.1E-6	9.6E-5	1.3E-4	1.4E-2	5.1E-3	1.5E-4
280	1.9E-2	2.0E-6	9.0E-5	1.2E-4	1.3E-2	5.1E-3	1.4E-4
290	1.8E-2	1.8E-6	8.3E-5	1.2E-4	1.3E-2	5.0E-3	1.4E-4
300	1.7E-2	1.7E-6	7.8E-5	1.1E-4	1.2E-2	5.0E-3	1.4E-4
310	1.7E-2	1.6E-6	7.3E-5	1.0E-4	1.1E-2	4.9E-3	1.3E-4
320	1.6E-2	1.5E-6	6.8E-5	9.5E-5	1.0E-2	4.9E-3	1.3E-4
330	1.5E-2	1.4E-6	6.3E-5	8.9E-5	9.6E-3	4.8E-3	1.3E-4
340	1.4E-2	1.3E-6	5.9E-5	8.4E-5	9.0E-3	4.8E-3	1.3E-4
350	1.4E-2	1.2E-6	5.5E-5	7.9E-5	8.4E-3	4.7E-3	1.2E-4
360	1.3E-2	1.2E-6	5.1E-5	7.4E-5	7.9E-3	4.7E-3	1.2E-4
365	1.3E-2	1.1E-6	5.0E-5	7.2E-5	7.6E-3	4.7E-3	1.2E-4
370	1.3E-2	1.1E-6	4.8E-5	7.0E-5	7.4E-3	4.7E-3	1.2E-4
380	1.2E-2	1.0E-6	4.5E-5	6.5E-5	6.9E-3	4.6E-3	1.2E-4
390	1.2E-2	9.6E-7	4.2E-5	6.2E-5	6.5E-3	4.6E-3	1.1E-4
400	1.1E-2	9.0E-7	3.9E-5	5.8E-5	6.1E-3	4.5E-3	1.1E-4
410	1.1E-2	8.5E-7	3.7E-5	5.5E-5	5.7E-3	4.5E-3	1.1E-4
420	1.0E-2	8.0E-7	3.5E-5	5.2E-5	5.4E-3	4.5E-3	1.1E-4
430	1.0E-2	7.5E-7	3.2E-5	4.9E-5	5.0E-3	4.4E-3	1.1E-4
440	9.6E-3	7.0E-7	3.0E-5	4.6E-5	4.7E-3	4.4E-3	1.0E-4
450	9.3E-3	6.6E-7	2.8E-5	4.4E-5	4.4E-3	4.4E-3	1.0E-4
460	9.0E-3	6.2E-7	2.7E-5	4.2E-5	4.2E-3	4.3E-3	1.0E-4
470	8.7E-3	5.9E-7	2.5E-5	3.9E-5	3.9E-3	4.3E-3	1.0E-4
480	8.4E-3	5.5E-7	2.3E-5	3.7E-5	3.7E-3	4.3E-3	9.8E-5
490	8.1E-3	5.2E-7	2.2E-5	3.6E-5	3.4E-3	4.2E-3	9.6E-5
500	7.9E-3	4.9E-7	2.1E-5	3.4E-5	3.2E-3	4.2E-3	9.5E-5
510	7.7E-3	4.6E-7	1.9E-5	3.2E-5	3.0E-3	4.2E-3	9.3E-5
520	7.4E-3	4.4E-7	1.8E-5	3.1E-5	2.8E-3	4.2E-3	9.2E-5
530	7.2E-3	4.1E-7	1.7E-5	2.9E-5	2.7E-3	4.1E-3	9.1E-5
540	7.0E-3	3.9E-7	1.6E-5	2.8E-5	2.5E-3	4.1E-3	8.9E-5
550	6.9E-3	3.7E-7	1.5E-5	2.7E-5	2.4E-3	4.1E-3	8.8E-5
560	6.7E-3	3.5E-7	1.4E-5	2.6E-5	2.2E-3	4.0E-3	8.7E-5
570	6.5E-3	3.3E-7	1.4E-5	2.4E-5	2.1E-3	4.0E-3	8.5E-5
580	6.4E-3	3.1E-7	1.3E-5	2.3E-5	2.0E-3	4.0E-3	8.4E-5
590	6.2E-3	2.9E-7	1.2E-5	2.2E-5	1.9E-3	4.0E-3	8.3E-5
600	6.1E-3	2.8E-7	1.1E-5	2.2E-5	1.7E-3	3.9E-3	8.2E-5
610	6.0E-3	2.6E-7	1.1E-5	2.1E-5	1.6E-3	3.9E-3	8.0E-5
620	5.8E-3	2.5E-7	1.0E-5	2.0E-5	1.5E-3	3.9E-3	7.9E-5
630	5.7E-3	2.4E-7	9.6E-6	1.9E-5	1.5E-3	3.9E-3	7.8E-5
640	5.6E-3	2.3E-7	9.1E-6	1.8E-5	1.4E-3	3.8E-3	7.7E-5
650	5.5E-3	2.1E-7	8.6E-6	1.8E-5	1.3E-3	3.8E-3	7.6E-5
660	5.4E-3	2.0E-7	8.1E-6	1.7E-5	1.2E-3	3.8E-3	7.5E-5
670	5.3E-3	1.9E-7	7.7E-6	1.7E-5	1.1E-3	3.8E-3	7.4E-5
680	5.2E-3	1.8E-7	7.3E-6	1.6E-5	1.1E-3	3.7E-3	7.3E-5
690	5.1E-3	1.7E-7	6.9E-6	1.6E-5	1.0E-3	3.7E-3	7.2E-5
700	5.0E-3	1.7E-7	6.6E-6	1.5E-5	9.6E-4	3.7E-3	7.1E-5
710	4.9E-3	1.6E-7	6.2E-6	1.5E-5	9.0E-4	3.7E-3	7.0E-5
720	4.9E-3	1.5E-7	5.9E-6	1.4E-5	8.5E-4	3.7E-3	6.9E-5
730	4.8E-3	1.4E-7	5.6E-6	1.4E-5	8.0E-4	3.6E-3	6.8E-5
740	4.7E-3	1.4E-7	5.3E-6	1.3E-5	7.6E-4	3.6E-3	6.7E-5
750	4.6E-3	1.3E-7	5.1E-6	1.3E-5	7.2E-4	3.6E-3	6.7E-5
760	4.6E-3	1.2E-7	4.8E-6	1.3E-5	6.8E-4	3.6E-3	6.6E-5
770	4.5E-3	1.2E-7	4.6E-6	1.2E-5	6.4E-4	3.5E-3	6.5E-5
780	4.4E-3	1.1E-7	4.4E-6	1.2E-5	6.0E-4	3.5E-3	6.4E-5
790	4.4E-3	1.1E-7	4.2E-6	1.2E-5	5.7E-4	3.5E-3	6.3E-5
800	4.3E-3	1.0E-7	4.0E-6	1.1E-5	5.4E-4	3.5E-3	6.3E-5
810	4.3E-3	1.0E-7	3.8E-6	1.1E-5	5.1E-4	3.5E-3	6.2E-5
820	4.2E-3	9.5E-8	3.7E-6	1.1E-5	4.8E-4	3.4E-3	6.1E-5
830	4.2E-3	9.1E-8	3.5E-6	1.1E-5	4.5E-4	3.4E-3	6.0E-5
840	4.1E-3	8.8E-8	3.3E-6	1.0E-5	4.3E-4	3.4E-3	6.0E-5
850	4.1E-3	8.4E-8	3.2E-6	1.0E-5	4.0E-4	3.4E-3	5.9E-5
860	4.0E-3	8.1E-8	3.1E-6	1.0E-5	3.8E-4	3.4E-3	5.8E-5
870	4.0E-3	7.8E-8	2.9E-6	9.8E-6	3.6E-4	3.3E-3	5.7E-5
880	3.9E-3	7.5E-8	2.8E-6	9.6E-6	3.4E-4	3.3E-3	5.7E-5
890	3.9E-3	7.2E-8	2.7E-6	9.5E-6	3.2E-4	3.3E-3	5.6E-5
900	3.9E-3	6.9E-8	2.6E-6	9.3E-6	3.0E-4	3.3E-3	5.5E-5
910	3.8E-3	6.7E-8	2.5E-6	9.1E-6	2.9E-4	3.3E-3	5.5E-5
920	3.8E-3	6.4E-8	2.4E-6	9.0E-6	2.7E-4	3.2E-3	5.4E-5
930	3.8E-3	6.2E-8	2.3E-6	8.8E-6	2.6E-4	3.2E-3	5.3E-5
940	3.7E-3	6.0E-8	2.2E-6	8.7E-6	2.4E-4	3.2E-3	5.3E-5
950	3.7E-3	5.8E-8	2.2E-6	8.5E-6	2.3E-4	3.2E-3	5.2E-5
960	3.6E-3	5.6E-8	2.1E-6	8.4E-6	2.2E-4	3.2E-3	5.2E-5
970	3.6E-3	5.4E-8	2.0E-6	8.3E-6	2.0E-4	3.1E-3	5.1E-5
980	3.6E-3	5.2E-8	1.9E-6	8.2E-6	1.9E-4	3.1E-3	5.1E-5
990	3.6E-3	5.1E-8	1.9E-6	8.0E-6	1.8E-4	3.1E-3	5.0E-5
1000	3.5E-3	4.9E-8	1.8E-6	7.9E-6	1.7E-4	3.1E-3	4.9E-5
1010	3.5E-3	4.8E-8	1.8E-6	7.8E-6	1.6E-4	3.1E-3	4.9E-5
1020	3.5E-3	4.6E-8	1.7E-6	7.7E-6	1.6E-4	3.0E-3	4.8E-5
1030	3.4E-3	4.5E-8	1.7E-6	7.6E-6	1.5E-4	3.0E-3	4.8E-5
1040	3.4E-3	4.4E-8	1.6E-6	7.5E-6	1.4E-4	3.0E-3	4.7E-5
1050	3.4E-3	4.2E-8	1.6E-6	7.4E-6	1.3E-4	3.0E-3	4.7E-5
1060	3.4E-3	4.1E-8	1.5E-6	7.3E-6	1.2E-4	3.0E-3	4.6E-5
1070	3.3E-3	4.0E-8	1.5E-6	7.2E-6	1.2E-4	3.0E-3	4.6E-5
1080	3.3E-3	3.9E-8	1.4E-6	7.2E-6	1.1E-4	2.9E-3	4.5E-5
1090	3.3E-3	3.8E-8	1.4E-6	7.1E-6	1.1E-4	2.9E-3	4.5E-5
1095	3.3E-3	3.8E-8	1.4E-6	7.0E-6	1.0E-4	2.9E-3	4.4E-5
1100	3.2E-3	3.7E-8	1.4E-6	7.0E-6	1.0E-4	2.9E-3	4.4E-5
1200	3.0E-3	3.0E-8	1.1E-6	6.3E-6	5.9E-5	2.7E-3	4.0E-5
1300	2.8E-3	2.5E-8	9.0E-7	5.7E-6	3.5E-5	2.6E-3	3.6E-5
1400	2.6E-3	2.1E-8	7.7E-7	5.3E-6	2.1E-5	2.4E-3	3.3E-5
1500	2.5E-3	1.9E-8	6.8E-7	4.9E-6	1.3E-5	2.3E-3	3.0E-5
1600	2.3E-3	1.7E-8	6.1E-7	4.5E-6	8.4E-6	2.2E-3	2.7E-5
1700	2.2E-3	1.5E-8	5.6E-7	4.2E-6	5.6E-6	2.0E-3	2.5E-5
1800	2.1E-3	1.4E-8	5.1E-7	3.9E-6	3.9E-6	1.9E-3	2.3E-5
1900	2.0E-3	1.3E-8	4.7E-7	3.6E-6	2.9E-6	1.8E-3	2.1E-5
2000	1.9E-3	1.2E-8	4.4E-7	3.4E-6	2.2E-6	1.7E-3	1.9E-5
2100	1.8E-3	1.1E-8	4.0E-7	3.1E-6	1.8E-6	1.6E-3	1.8E-5
2200	1.7E-3	1.0E-8	3.7E-7	2.9E-6	1.5E-6	1.5E-3	1.7E-5
2300	1.6E-3	9.7E-9	3.5E-7	2.7E-6	1.3E-6	1.5E-3	1.5E-5
2400	1.5E-3	9.0E-9	3.2E-7	2.5E-6	1.2E-6	1.4E-3	1.4E-5
2500	1.4E-3	8.4E-9	3.0E-7	2.4E-6	1.1E-6	1.3E-3	1.3E-5
2600	1.3E-3	7.8E-9	2.8E-7	2.2E-6	9.9E-7	1.2E-3	1.2E-5
2700	1.3E-3	7.3E-9	2.6E-7	2.1E-6	9.1E-7	1.2E-3	1.1E-5
2800	1.2E-3	6.8E-9	2.4E-7	1.9E-6	8.4E-7	1.1E-3	1.0E-5
2900	1.1E-3	6.3E-9	2.3E-7	1.8E-6	7.8E-7	1.1E-3	9.8E-6
3000	1.1E-3	5.9E-9	2.1E-7	1.7E-6	7.3E-7	1.0E-3	9.1E-6
3100	1.0E-3	5.5E-9	2.0E-7	1.6E-6	6.8E-7	9.6E-4	8.4E-6
3200	9.6E-4	5.1E-9	1.8E-7	1.5E-6	6.3E-7	9.1E-4	7.8E-6
3300	9.1E-4	4.8E-9	1.7E-7	1.4E-6	5.9E-7	8.6E-4	7.3E-6
3400	8.7E-4	4.5E-9	1.6E-7	1.3E-6	5.5E-7	8.2E-4	6.8E-6
3500	8.2E-4	4.2E-9	1.5E-7	1.2E-6	5.1E-7	7.8E-4	6.3E-6
3600	7.8E-4	3.9E-9	1.4E-7	1.1E-6	4.8E-7	7.4E-4	5.9E-6
3650	7.6E-4	3.8E-9	1.4E-7	1.1E-6	4.6E-7	7.2E-4	5.7E-6
4000	6.4E-4	3.0E-9	1.1E-7	8.3E-7	3.6E-7	6.1E-4	4.4E-6
5000	3.9E-4	1.6E-9	5.7E-8	4.2E-7	1.8E-7	3.7E-4	2.2E-6
6000	2.4E-4	8.6E-10	3.1E-8	2.1E-7	8.9E-8	2.4E-4	1.1E-6
7000	1.6E-4	4.9E-10	1.8E-8	1.1E-7	4.4E-8	1.5E-4	5.5E-7
8000	1.0E-4	2.9E-10	1.0E-8	5.5E-8	2.2E-8	9.8E-5	2.7E-7
9000	6.5E-5	1.7E-10	6.2E-9	2.9E-8	1.1E-8	6.4E-5	1.4E-7
10000	4.2E-5	1.1E-10	3.8E-9	1.5E-8	5.5E-9	4.2E-5	7.0E-8
11000	2.8E-5	-	2.4E-9	8.3E-9	2.8E-9	2.8E-5	3.6E-8
12000	1.8E-5	-	1.5E-9	4.6E-9	1.4E-9	1.8E-5	1.8E-8
13000	1.2E-5	-	1.0E-9	2.6E-9	7.3E-10	1.2E-5	9.5E-9
14000	8.0E-6	-	6.5E-10	1.5E-9	3.8E-10	7.9E-6	5.0E-9
15000	5.3E-6	-	4.3E-10	8.8E-10	2.0E-10	5.2E-6	2.7E-9
