Radionuclide	Nd-136
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.7E-1	1.6E-2	2.2E-1	1.4E-3	1.8E-3
0.083333	1.2E-1	8.6E-3	9.3E-2	1.5E-3	1.9E-3
0.125	5.2E-2	4.3E-3	3.9E-2	1.0E-3	1.3E-3
0.25	4.4E-3	4.5E-4	2.9E-3	1.8E-4	2.4E-4
0.375	3.7E-4	4.3E-5	2.2E-4	2.3E-5	3.0E-5
0.5	3.1E-5	4.0E-6	1.7E-5	2.6E-6	3.3E-6
0.625	2.6E-6	3.6E-7	1.3E-6	2.7E-7	3.4E-7
0.75	2.2E-7	3.1E-8	9.7E-8	2.6E-8	3.4E-8
0.875	1.9E-8	2.6E-9	7.3E-9	2.5E-9	3.2E-9
1	1.6E-9	2.2E-10	5.6E-10	2.4E-10	3.1E-10
1.125	1.3E-10	-	-	-	-
