Radionuclide	Nd-136
Route of Intake	Inhalation
Material	Aerosols Type M, fA=1E-4
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.9E-1	-	1.1E-1	6.1E-3	4.5E-5	5.9E-5
0.083333	1.3E-1	-	5.3E-2	2.4E-3	3.1E-5	4.0E-5
0.125	5.5E-2	-	2.5E-2	9.6E-4	1.7E-5	2.2E-5
0.25	4.5E-3	-	2.6E-3	7.0E-5	2.2E-6	2.8E-6
0.375	3.7E-4	-	2.4E-4	5.6E-6	2.4E-7	3.1E-7
0.5	3.1E-5	-	2.2E-5	4.6E-7	2.4E-8	3.1E-8
0.625	2.5E-6	-	2.0E-6	3.8E-8	2.3E-9	3.0E-9
0.75	2.1E-7	-	1.7E-7	3.2E-9	2.2E-10	2.8E-10
0.875	1.7E-8	-	1.4E-8	2.7E-10	-	-
1	1.4E-9	2.0E-10	1.2E-9	-	-	-
1.125	1.1E-10	-	-	-	-	-
