Radionuclide	Sr-83
Route of Intake	Injection
Material	Injection, fA=0.25
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.7E-1	-	-	5.9E-2	1.5E-1
0.083333	9.2E-1	-	-	5.3E-2	1.9E-1
0.125	8.8E-1	-	-	5.0E-2	2.1E-1
0.25	7.8E-1	-	-	4.8E-2	2.3E-1
0.375	7.1E-1	-	-	4.8E-2	2.3E-1
0.5	6.5E-1	-	-	4.6E-2	2.3E-1
0.625	6.0E-1	-	-	4.5E-2	2.2E-1
0.75	5.5E-1	-	-	4.2E-2	2.1E-1
0.875	5.1E-1	-	-	4.0E-2	2.0E-1
1	4.7E-1	1.2E-1	7.7E-3	3.7E-2	1.9E-1
1.125	4.3E-1	-	-	3.4E-2	1.8E-1
1.25	4.0E-1	-	-	3.1E-2	1.7E-1
1.375	3.7E-1	-	-	2.8E-2	1.5E-1
1.5	3.4E-1	-	-	2.6E-2	1.4E-1
1.625	3.1E-1	-	-	2.3E-2	1.3E-1
1.75	2.9E-1	-	-	2.1E-2	1.2E-1
1.875	2.7E-1	-	-	1.9E-2	1.2E-1
2	2.5E-1	2.4E-2	1.1E-2	1.7E-2	1.1E-1
2.25	2.1E-1	-	-	1.4E-2	9.2E-2
2.5	1.8E-1	-	-	1.1E-2	7.9E-2
2.75	1.5E-1	-	-	8.8E-3	6.8E-2
3	1.3E-1	9.7E-3	5.6E-3	7.2E-3	5.8E-2
3.25	1.1E-1	-	-	5.8E-3	5.0E-2
3.5	9.7E-2	-	-	4.8E-3	4.3E-2
3.75	8.4E-2	-	-	3.9E-3	3.7E-2
4	7.2E-2	4.4E-3	2.3E-3	3.2E-3	3.2E-2
4.25	6.2E-2	-	-	2.7E-3	2.8E-2
4.5	5.4E-2	-	-	2.2E-3	2.4E-2
4.75	4.6E-2	-	-	1.8E-3	2.1E-2
5	4.0E-2	2.1E-3	9.6E-4	1.5E-3	1.8E-2
5.5	3.0E-2	-	-	1.1E-3	1.3E-2
6	2.3E-2	1.0E-3	4.3E-4	7.7E-4	1.0E-2
6.5	1.7E-2	-	-	5.5E-4	7.7E-3
7	1.3E-2	5.1E-4	2.1E-4	3.9E-4	5.8E-3
7.5	9.7E-3	-	-	2.9E-4	4.4E-3
8	7.3E-3	2.6E-4	1.0E-4	2.1E-4	3.4E-3
8.5	5.5E-3	-	-	1.5E-4	2.6E-3
9	4.2E-3	1.4E-4	5.1E-5	1.1E-4	2.0E-3
9.5	3.2E-3	-	-	8.1E-5	1.5E-3
10	2.4E-3	7.2E-5	2.6E-5	5.9E-5	1.2E-3
11	1.4E-3	3.8E-5	1.4E-5	3.2E-5	7.1E-4
12	8.0E-4	2.1E-5	7.4E-6	1.8E-5	4.2E-4
13	4.7E-4	1.1E-5	4.0E-6	9.7E-6	2.5E-4
14	2.7E-4	6.2E-6	2.1E-6	5.4E-6	1.5E-4
15	1.6E-4	3.4E-6	1.2E-6	3.0E-6	9.0E-5
16	9.1E-5	1.9E-6	6.5E-7	1.7E-6	5.4E-5
17	5.3E-5	1.1E-6	3.6E-7	9.2E-7	3.2E-5
18	3.1E-5	5.9E-7	2.0E-7	5.1E-7	1.9E-5
19	1.8E-5	3.3E-7	1.1E-7	2.9E-7	1.2E-5
20	1.1E-5	1.8E-7	6.2E-8	1.6E-7	7.0E-6
21	6.2E-6	1.0E-7	3.4E-8	9.0E-8	4.2E-6
22	3.7E-6	5.8E-8	1.9E-8	5.0E-8	2.5E-6
23	2.1E-6	3.2E-8	1.1E-8	2.8E-8	1.5E-6
24	1.3E-6	1.8E-8	6.1E-9	1.6E-8	9.0E-7
25	7.4E-7	1.0E-8	3.4E-9	8.9E-9	5.4E-7
26	4.4E-7	5.7E-9	1.9E-9	5.0E-9	3.2E-7
27	2.6E-7	3.2E-9	1.1E-9	2.8E-9	1.9E-7
28	1.5E-7	1.8E-9	6.0E-10	1.6E-9	1.1E-7
29	8.9E-8	1.0E-9	3.4E-10	8.8E-10	6.9E-8
30	5.2E-8	5.7E-10	1.9E-10	2.3E-10	4.1E-8
31	3.1E-8	3.2E-10	1.1E-10	1.3E-10	2.5E-8
32	1.8E-8	1.8E-10	-	-	1.5E-8
33	1.1E-8	1.0E-10	-	-	8.8E-9
34	6.4E-9	-	-	-	5.2E-9
35	3.8E-9	-	-	-	3.0E-9
36	2.2E-9	-	-	-	1.8E-9
37	1.3E-9	-	-	-	1.1E-9
38	7.9E-10	-	-	-	6.5E-10
39	4.7E-10	-	-	-	3.9E-10
40	2.8E-10	-	-	-	2.3E-10
41	1.6E-10	-	-	-	-
