Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.1E-1	7.4E-2	1.0E-2
0.083333	5.6E-2	2.2E-2	2.5E-3
0.125	1.5E-2	6.3E-3	6.5E-4
0.25	2.9E-4	1.4E-4	1.2E-5
0.375	5.8E-6	3.1E-6	2.3E-7
0.5	1.1E-7	6.7E-8	4.4E-9
0.625	2.2E-9	1.4E-9	-
