Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.1E-1	3.3E-2	4.2E-3
0.083333	5.6E-2	5.4E-3	6.1E-4
0.125	1.5E-2	1.0E-3	1.3E-4
0.25	2.9E-4	1.3E-5	2.8E-6
0.375	5.8E-6	2.3E-7	6.2E-8
0.5	1.1E-7	4.2E-9	1.3E-9
0.625	2.3E-9	-	-
