Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	8.9E-2	7.1E-3	7.1E-2
0.083333	2.4E-2	2.3E-3	1.9E-2
0.125	6.5E-3	6.9E-4	5.2E-3
0.25	1.3E-4	1.7E-5	1.0E-4
0.375	2.7E-6	3.9E-7	2.1E-6
0.5	5.3E-8	8.6E-9	4.2E-8
0.625	1.1E-9	1.8E-10	8.5E-10
