Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.4E-1	2.1E-2	1.8E-1
0.083333	6.5E-2	6.7E-3	4.8E-2
0.125	1.8E-2	2.0E-3	1.3E-2
0.25	3.5E-4	4.8E-5	2.4E-4
0.375	7.1E-6	1.1E-6	4.7E-6
0.5	1.4E-7	2.3E-8	9.2E-8
0.625	2.9E-9	4.7E-10	1.8E-9
