Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.2E-1	7.6E-2	2.1E-2
0.083333	5.9E-2	2.3E-2	5.3E-3
0.125	1.6E-2	6.9E-3	1.4E-3
0.25	3.1E-4	1.7E-4	2.7E-5
0.375	6.2E-6	3.8E-6	5.3E-7
0.5	1.2E-7	8.1E-8	1.1E-8
0.625	2.4E-9	1.7E-9	2.1E-10
