Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.4E-1	1.2E-2	5.6E-2
0.083333	6.5E-2	2.5E-3	5.0E-3
0.125	1.8E-2	5.6E-4	5.7E-4
0.25	3.5E-4	9.2E-6	5.2E-6
0.375	7.0E-6	1.8E-7	1.0E-7
0.5	1.4E-7	3.5E-9	2.1E-9
0.625	2.8E-9	-	-
