Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.2E-1	7.5E-2	2.0E-2
0.083333	5.9E-2	2.2E-2	5.1E-3
0.125	1.6E-2	6.5E-3	1.3E-3
0.25	3.1E-4	1.5E-4	2.4E-5
0.375	6.2E-6	3.2E-6	4.7E-7
0.5	1.2E-7	6.8E-8	9.3E-9
0.625	2.4E-9	1.4E-9	1.8E-10
