Radionuclide	Cl-34m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.1E-1	3.1E-2	9.5E-3
0.083333	5.6E-2	5.1E-3	1.0E-3
0.125	1.5E-2	9.6E-4	1.7E-4
0.25	3.0E-4	1.2E-5	3.0E-6
0.375	5.9E-6	2.2E-7	6.6E-8
0.5	1.2E-7	4.1E-9	1.4E-9
0.625	2.3E-9	-	-
