Radionuclide	S-35
Route of Intake	Ingestion
Material	Unspecified inorganic and organic forms, fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	1.0E+0	-	-	4.9E-1	3.7E-2
0.083333	9.8E-1	-	-	2.5E-1	5.2E-2
0.125	9.5E-1	-	-	1.5E-1	5.7E-2
0.25	8.1E-1	-	-	8.9E-2	5.4E-2
0.375	6.8E-1	-	-	8.6E-2	4.8E-2
0.5	5.7E-1	-	-	8.6E-2	4.3E-2
0.625	4.9E-1	-	-	8.6E-2	3.9E-2
0.75	4.2E-1	-	-	8.4E-2	3.6E-2
0.875	3.7E-1	-	-	8.2E-2	3.3E-2
1	3.3E-1	6.5E-1	1.4E-2	7.8E-2	3.1E-2
1.125	3.0E-1	-	-	7.4E-2	3.0E-2
1.25	2.7E-1	-	-	7.0E-2	2.8E-2
1.375	2.5E-1	-	-	6.5E-2	2.7E-2
1.5	2.3E-1	-	-	6.0E-2	2.5E-2
1.625	2.1E-1	-	-	5.5E-2	2.4E-2
1.75	2.0E-1	-	-	5.0E-2	2.3E-2
1.875	1.9E-1	-	-	4.5E-2	2.2E-2
2	1.7E-1	1.1E-1	4.1E-2	4.0E-2	2.2E-2
2.25	1.6E-1	-	-	3.2E-2	2.0E-2
2.5	1.4E-1	-	-	2.5E-2	1.9E-2
2.75	1.3E-1	-	-	2.0E-2	1.7E-2
3	1.2E-1	2.3E-2	2.6E-2	1.5E-2	1.6E-2
3.25	1.2E-1	-	-	1.2E-2	1.5E-2
3.5	1.1E-1	-	-	9.0E-3	1.4E-2
3.75	1.0E-1	-	-	7.0E-3	1.3E-2
4	1.0E-1	1.2E-2	1.1E-2	5.6E-3	1.2E-2
4.25	9.7E-2	-	-	4.5E-3	1.1E-2
4.5	9.3E-2	-	-	3.7E-3	1.1E-2
4.75	9.0E-2	-	-	3.1E-3	1.0E-2
