Radionuclide	Ba-131
Route of Intake	Ingestion
Material	Soluble forms, fA=0.2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	1.0E+0	-	-	9.8E-1	3.1E-3
0.083333	9.9E-1	-	-	9.6E-1	1.1E-2
0.125	9.9E-1	-	-	9.3E-1	2.0E-2
0.25	9.8E-1	-	-	8.8E-1	4.2E-2
0.375	9.6E-1	-	-	8.6E-1	5.3E-2
0.5	9.3E-1	-	-	8.3E-1	5.8E-2
0.625	9.0E-1	-	-	8.0E-1	6.0E-2
0.75	8.5E-1	-	-	7.6E-1	5.9E-2
0.875	8.0E-1	-	-	7.1E-1	5.8E-2
1	7.4E-1	1.0E-2	1.9E-1	6.6E-1	5.7E-2
1.125	6.8E-1	-	-	6.0E-1	5.5E-2
1.25	6.2E-1	-	-	5.5E-1	5.3E-2
1.375	5.6E-1	-	-	4.9E-1	5.1E-2
1.5	5.1E-1	-	-	4.4E-1	5.0E-2
1.625	4.5E-1	-	-	3.9E-1	4.8E-2
1.75	4.0E-1	-	-	3.4E-1	4.7E-2
1.875	3.6E-1	-	-	3.0E-1	4.5E-2
2	3.2E-1	1.9E-3	3.8E-1	2.6E-1	4.4E-2
2.25	2.5E-1	-	-	1.9E-1	4.1E-2
2.5	2.0E-1	-	-	1.4E-1	3.9E-2
2.75	1.6E-1	-	-	1.1E-1	3.6E-2
3	1.2E-1	1.2E-3	1.7E-1	7.9E-2	3.4E-2
3.25	1.0E-1	-	-	5.9E-2	3.3E-2
3.5	8.4E-2	-	-	4.4E-2	3.1E-2
3.75	7.1E-2	-	-	3.3E-2	2.9E-2
4	6.1E-2	7.7E-4	5.5E-2	2.6E-2	2.8E-2
4.25	5.4E-2	-	-	2.0E-2	2.7E-2
4.5	4.8E-2	-	-	1.6E-2	2.5E-2
4.75	4.3E-2	-	-	1.3E-2	2.4E-2
5	3.9E-2	5.0E-4	1.8E-2	1.1E-2	2.3E-2
5.5	3.4E-2	-	-	7.9E-3	2.2E-2
6	3.0E-2	3.3E-4	7.1E-3	6.0E-3	2.0E-2
6.5	2.6E-2	-	-	4.7E-3	1.9E-2
7	2.4E-2	2.2E-4	3.8E-3	3.7E-3	1.8E-2
7.5	2.2E-2	-	-	3.0E-3	1.7E-2
8	2.0E-2	1.5E-4	2.3E-3	2.4E-3	1.6E-2
8.5	1.9E-2	-	-	2.0E-3	1.5E-2
9	1.7E-2	9.8E-5	1.5E-3	1.6E-3	1.4E-2
9.5	1.6E-2	-	-	1.3E-3	1.4E-2
10	1.5E-2	6.7E-5	1.0E-3	1.1E-3	1.3E-2
11	1.4E-2	4.6E-5	6.8E-4	7.5E-4	1.2E-2
12	1.2E-2	3.2E-5	4.6E-4	5.2E-4	1.1E-2
13	1.1E-2	2.3E-5	3.2E-4	3.7E-4	1.0E-2
14	1.0E-2	1.7E-5	2.3E-4	2.7E-4	9.4E-3
15	9.5E-3	1.3E-5	1.6E-4	2.0E-4	8.8E-3
16	8.8E-3	1.0E-5	1.2E-4	1.6E-4	8.2E-3
17	8.2E-3	8.1E-6	9.4E-5	1.3E-4	7.6E-3
18	7.7E-3	6.7E-6	7.5E-5	1.1E-4	7.1E-3
19	7.1E-3	5.7E-6	6.1E-5	8.9E-5	6.7E-3
20	6.7E-3	5.0E-6	5.1E-5	7.7E-5	6.2E-3
21	6.2E-3	4.4E-6	4.4E-5	6.8E-5	5.8E-3
22	5.8E-3	4.0E-6	3.9E-5	6.1E-5	5.4E-3
23	5.4E-3	3.6E-6	3.5E-5	5.5E-5	5.1E-3
24	5.1E-3	3.3E-6	3.1E-5	5.1E-5	4.8E-3
25	4.8E-3	3.0E-6	2.8E-5	4.7E-5	4.5E-3
26	4.5E-3	2.8E-6	2.6E-5	4.3E-5	4.2E-3
27	4.2E-3	2.6E-6	2.4E-5	4.0E-5	3.9E-3
28	3.9E-3	2.4E-6	2.2E-5	3.7E-5	3.6E-3
29	3.6E-3	2.2E-6	2.0E-5	3.4E-5	3.4E-3
30	3.4E-3	2.1E-6	1.9E-5	3.2E-5	3.2E-3
31	3.2E-3	1.9E-6	1.8E-5	3.0E-5	3.0E-3
32	3.0E-3	1.8E-6	1.6E-5	2.8E-5	2.8E-3
33	2.8E-3	1.7E-6	1.5E-5	2.6E-5	2.6E-3
34	2.6E-3	1.5E-6	1.4E-5	2.4E-5	2.4E-3
35	2.4E-3	1.4E-6	1.3E-5	2.2E-5	2.3E-3
36	2.3E-3	1.3E-6	1.2E-5	2.1E-5	2.1E-3
37	2.1E-3	1.2E-6	1.1E-5	1.9E-5	2.0E-3
38	2.0E-3	1.2E-6	1.1E-5	1.8E-5	1.9E-3
39	1.9E-3	1.1E-6	9.9E-6	1.7E-5	1.8E-3
40	1.8E-3	1.0E-6	9.2E-6	1.6E-5	1.6E-3
41	1.6E-3	9.4E-7	8.6E-6	1.5E-5	1.5E-3
42	1.5E-3	8.7E-7	8.0E-6	1.4E-5	1.4E-3
43	1.4E-3	8.1E-7	7.4E-6	1.3E-5	1.3E-3
44	1.4E-3	7.6E-7	6.9E-6	1.2E-5	1.3E-3
45	1.3E-3	7.1E-7	6.4E-6	1.1E-5	1.2E-3
46	1.2E-3	6.6E-7	6.0E-6	1.0E-5	1.1E-3
47	1.1E-3	6.1E-7	5.6E-6	9.6E-6	1.0E-3
48	1.0E-3	5.7E-7	5.2E-6	9.0E-6	9.6E-4
49	9.7E-4	5.3E-7	4.8E-6	8.4E-6	9.0E-4
50	9.1E-4	4.9E-7	4.5E-6	7.8E-6	8.5E-4
51	8.5E-4	4.6E-7	4.2E-6	7.3E-6	7.9E-4
52	8.0E-4	4.3E-7	3.9E-6	6.8E-6	7.4E-4
53	7.5E-4	4.0E-7	3.6E-6	6.3E-6	6.9E-4
54	7.0E-4	3.7E-7	3.4E-6	5.9E-6	6.5E-4
55	6.6E-4	3.5E-7	3.2E-6	5.5E-6	6.1E-4
56	6.1E-4	3.2E-7	2.9E-6	5.2E-6	5.7E-4
57	5.7E-4	3.0E-7	2.7E-6	4.8E-6	5.3E-4
58	5.4E-4	2.8E-7	2.6E-6	4.5E-6	5.0E-4
59	5.0E-4	2.6E-7	2.4E-6	4.2E-6	4.7E-4
60	4.7E-4	2.4E-7	2.2E-6	3.9E-6	4.4E-4
61	4.4E-4	2.3E-7	2.1E-6	3.6E-6	4.1E-4
62	4.1E-4	2.1E-7	1.9E-6	3.4E-6	3.8E-4
63	3.9E-4	2.0E-7	1.8E-6	3.2E-6	3.6E-4
64	3.6E-4	1.8E-7	1.7E-6	3.0E-6	3.4E-4
65	3.4E-4	1.7E-7	1.6E-6	2.8E-6	3.2E-4
66	3.2E-4	1.6E-7	1.4E-6	2.6E-6	3.0E-4
67	3.0E-4	1.5E-7	1.3E-6	2.4E-6	2.8E-4
68	2.8E-4	1.4E-7	1.3E-6	2.2E-6	2.6E-4
69	2.6E-4	1.3E-7	1.2E-6	2.1E-6	2.4E-4
70	2.5E-4	1.2E-7	1.1E-6	1.9E-6	2.3E-4
71	2.3E-4	1.1E-7	1.0E-6	1.8E-6	2.1E-4
72	2.2E-4	1.0E-7	9.4E-7	1.7E-6	2.0E-4
73	2.0E-4	9.6E-8	8.8E-7	1.6E-6	1.9E-4
74	1.9E-4	8.9E-8	8.2E-7	1.5E-6	1.7E-4
75	1.8E-4	8.3E-8	7.6E-7	1.4E-6	1.6E-4
76	1.7E-4	7.8E-8	7.1E-7	1.3E-6	1.5E-4
77	1.6E-4	7.2E-8	6.6E-7	1.2E-6	1.4E-4
78	1.5E-4	6.7E-8	6.2E-7	1.1E-6	1.3E-4
79	1.4E-4	6.3E-8	5.7E-7	1.0E-6	1.3E-4
80	1.3E-4	5.8E-8	5.3E-7	9.7E-7	1.2E-4
81	1.2E-4	5.4E-8	5.0E-7	9.1E-7	1.1E-4
82	1.1E-4	5.1E-8	4.6E-7	8.5E-7	1.0E-4
83	1.1E-4	4.7E-8	4.3E-7	7.9E-7	9.7E-5
84	9.9E-5	4.4E-8	4.0E-7	7.4E-7	9.1E-5
85	9.3E-5	4.1E-8	3.7E-7	6.9E-7	8.5E-5
86	8.7E-5	3.8E-8	3.5E-7	6.4E-7	8.0E-5
87	8.2E-5	3.5E-8	3.2E-7	6.0E-7	7.5E-5
88	7.6E-5	3.3E-8	3.0E-7	5.6E-7	7.0E-5
89	7.2E-5	3.1E-8	2.8E-7	5.2E-7	6.6E-5
90	6.7E-5	2.9E-8	2.6E-7	4.9E-7	6.2E-5
91	6.3E-5	2.7E-8	2.4E-7	4.6E-7	5.8E-5
92	5.9E-5	2.5E-8	2.3E-7	4.3E-7	5.4E-5
93	5.5E-5	2.3E-8	2.1E-7	4.0E-7	5.1E-5
94	5.2E-5	2.2E-8	2.0E-7	3.7E-7	4.8E-5
