Radionuclide	Br-80
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	7.7E-2	2.7E-2	7.2E-3
0.083333	7.2E-3	2.9E-3	6.5E-4
0.125	6.8E-4	2.9E-4	5.9E-5
0.25	5.7E-7	3.0E-7	4.8E-8
0.375	4.7E-10	2.9E-10	-
