Radionuclide	Br-80
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	7.7E-2	1.2E-2	2.6E-3
0.083333	7.2E-3	6.7E-4	1.1E-4
0.125	6.8E-4	4.4E-5	6.9E-6
0.25	5.6E-7	2.4E-8	5.5E-9
0.375	4.7E-10	-	-
