Radionuclide	Br-80
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	8.3E-2	7.3E-3	6.3E-2
0.083333	7.9E-3	8.1E-4	5.8E-3
0.125	7.5E-4	8.5E-5	5.4E-4
0.25	6.4E-7	8.6E-8	4.4E-7
0.375	5.5E-10	-	3.6E-10
