Radionuclide	As-70
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.8E-1	1.6E-2	2.4E-1	1.8E-5	2.4E-5
0.083333	1.3E-1	9.0E-3	1.1E-1	1.5E-5	1.9E-5
0.125	5.7E-2	4.6E-3	4.8E-2	9.3E-6	1.2E-5
0.25	5.3E-3	5.4E-4	4.4E-3	1.4E-6	1.7E-6
0.375	4.9E-4	5.7E-5	4.1E-4	1.7E-7	2.0E-7
0.5	4.6E-5	5.7E-6	3.8E-5	1.8E-8	2.1E-8
0.625	4.2E-6	5.6E-7	3.5E-6	1.8E-9	2.0E-9
0.75	3.9E-7	5.4E-8	3.3E-7	1.8E-10	1.9E-10
0.875	3.6E-8	5.1E-9	3.0E-8	-	-
1	3.4E-9	4.7E-10	2.8E-9	-	-
1.125	3.1E-10	-	2.6E-10	-	-
