Radionuclide	Mg-28
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.1
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
0.041667	7.4E-1	-	-	2.4E-1	9.8E-2	5.6E-4
0.083333	7.1E-1	-	-	2.6E-1	8.9E-2	1.5E-3
0.125	6.8E-1	-	-	2.7E-1	8.2E-2	2.6E-3
0.25	6.0E-1	-	-	2.9E-1	6.8E-2	6.4E-3
0.375	5.3E-1	-	-	2.8E-1	5.9E-2	9.4E-3
0.5	4.6E-1	-	-	2.7E-1	5.1E-2	1.1E-2
0.625	4.1E-1	-	-	2.5E-1	4.6E-2	1.3E-2
0.75	3.6E-1	-	-	2.3E-1	4.1E-2	1.4E-2
0.875	3.1E-1	-	-	2.1E-1	3.6E-2	1.4E-2
1	2.7E-1	1.7E-3	3.3E-2	1.8E-1	3.3E-2	1.4E-2
1.125	2.3E-1	-	-	1.6E-1	2.9E-2	1.4E-2
1.25	2.0E-1	-	-	1.3E-1	2.6E-2	1.3E-2
1.375	1.7E-1	-	-	1.1E-1	2.4E-2	1.3E-2
1.5	1.4E-1	-	-	9.5E-2	2.1E-2	1.2E-2
1.625	1.2E-1	-	-	7.9E-2	1.9E-2	1.1E-2
1.75	1.0E-1	-	-	6.5E-2	1.7E-2	1.0E-2
1.875	8.7E-2	-	-	5.3E-2	1.6E-2	9.8E-3
2	7.3E-2	5.5E-4	4.5E-2	4.3E-2	1.4E-2	9.1E-3
2.25	5.2E-2	-	-	2.8E-2	1.1E-2	7.7E-3
2.5	3.7E-2	-	-	1.8E-2	9.3E-3	6.5E-3
2.75	2.7E-2	-	-	1.1E-2	7.6E-3	5.4E-3
3	2.0E-2	1.5E-4	1.3E-2	6.9E-3	6.2E-3	4.5E-3
3.25	1.5E-2	-	-	4.2E-3	5.0E-3	3.7E-3
3.5	1.1E-2	-	-	2.5E-3	4.1E-3	3.1E-3
3.75	8.4E-3	-	-	1.5E-3	3.3E-3	2.5E-3
4	6.5E-3	5.1E-5	2.2E-3	9.2E-4	2.7E-3	2.1E-3
4.25	5.1E-3	-	-	5.5E-4	2.2E-3	1.7E-3
4.5	4.1E-3	-	-	3.4E-4	1.8E-3	1.4E-3
4.75	3.3E-3	-	-	2.1E-4	1.5E-3	1.1E-3
5	2.6E-3	2.0E-5	3.0E-4	1.3E-4	1.2E-3	9.4E-4
5.5	1.7E-3	-	-	5.4E-5	8.0E-4	6.2E-4
6	1.1E-3	8.0E-6	4.0E-5	2.5E-5	5.3E-4	4.2E-4
6.5	7.5E-4	-	-	1.3E-5	3.6E-4	2.8E-4
7	5.0E-4	3.4E-6	6.6E-6	7.5E-6	2.4E-4	1.8E-4
7.5	3.4E-4	-	-	4.5E-6	1.6E-4	1.2E-4
8	2.2E-4	1.5E-6	1.6E-6	2.8E-6	1.1E-4	8.2E-5
8.5	1.5E-4	-	-	1.8E-6	7.1E-5	5.5E-5
9	1.0E-4	6.4E-7	5.5E-7	1.1E-6	4.7E-5	3.6E-5
9.5	6.7E-5	-	-	7.2E-7	3.1E-5	2.4E-5
10	4.5E-5	2.8E-7	2.1E-7	4.6E-7	2.1E-5	1.6E-5
11	2.0E-5	1.2E-7	8.0E-8	1.9E-7	9.4E-6	7.1E-6
12	8.9E-6	5.4E-8	3.2E-8	8.1E-8	4.2E-6	3.2E-6
13	4.0E-6	2.4E-8	1.3E-8	3.4E-8	1.9E-6	1.4E-6
14	1.8E-6	1.0E-8	5.1E-9	1.5E-8	8.4E-7	6.3E-7
15	8.0E-7	4.5E-9	2.1E-9	6.3E-9	3.8E-7	2.8E-7
16	3.6E-7	2.0E-9	8.5E-10	2.8E-9	1.7E-7	1.2E-7
17	1.6E-7	8.8E-10	3.5E-10	1.2E-9	7.5E-8	5.5E-8
18	7.2E-8	3.9E-10	1.5E-10	5.3E-10	3.4E-8	2.5E-8
19	3.2E-8	1.7E-10	-	2.3E-10	1.5E-8	1.1E-8
20	1.4E-8	-	-	1.0E-10	6.8E-9	4.9E-9
21	6.5E-9	-	-	-	3.0E-9	2.2E-9
22	2.9E-9	-	-	-	1.4E-9	9.7E-10
23	1.3E-9	-	-	-	6.1E-10	4.3E-10
24	5.8E-10	-	-	-	2.7E-10	1.9E-10
25	2.6E-10	-	-	-	1.2E-10	-
26	1.2E-10	-	-	-	-	-
