Radionuclide	Te-129m
Route of Intake	Ingestion
Material	All forms, fA=0.3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
10	6.1E-2	1.7E-3	8.6E-4	2.6E-3	5.3E-4	1.4E-2	1.7E-2
11	5.8E-2	1.6E-3	8.0E-4	2.4E-3	4.9E-4	1.4E-2	1.6E-2
12	5.4E-2	1.5E-3	7.4E-4	2.3E-3	4.6E-4	1.3E-2	1.5E-2
13	5.1E-2	1.4E-3	6.9E-4	2.1E-3	4.3E-4	1.3E-2	1.4E-2
14	4.8E-2	1.3E-3	6.4E-4	2.0E-3	4.0E-4	1.3E-2	1.3E-2
15	4.5E-2	1.2E-3	6.0E-4	1.8E-3	3.7E-4	1.2E-2	1.2E-2
16	4.3E-2	1.1E-3	5.5E-4	1.7E-3	3.4E-4	1.2E-2	1.1E-2
17	4.0E-2	1.1E-3	5.2E-4	1.6E-3	3.2E-4	1.2E-2	1.0E-2
18	3.8E-2	1.0E-3	4.8E-4	1.5E-3	3.0E-4	1.1E-2	9.7E-3
19	3.6E-2	9.3E-4	4.5E-4	1.4E-3	2.8E-4	1.1E-2	9.0E-3
20	3.4E-2	8.7E-4	4.2E-4	1.3E-3	2.6E-4	1.1E-2	8.4E-3
21	3.2E-2	8.1E-4	3.9E-4	1.2E-3	2.4E-4	1.0E-2	7.8E-3
22	3.0E-2	7.6E-4	3.6E-4	1.1E-3	2.2E-4	1.0E-2	7.3E-3
23	2.8E-2	7.1E-4	3.3E-4	1.0E-3	2.1E-4	9.8E-3	6.8E-3
24	2.7E-2	6.6E-4	3.1E-4	9.6E-4	1.9E-4	9.5E-3	6.3E-3
25	2.5E-2	6.2E-4	2.9E-4	8.9E-4	1.8E-4	9.3E-3	5.9E-3
26	2.4E-2	5.8E-4	2.7E-4	8.3E-4	1.7E-4	9.0E-3	5.5E-3
27	2.3E-2	5.4E-4	2.5E-4	7.7E-4	1.6E-4	8.8E-3	5.1E-3
28	2.2E-2	5.1E-4	2.3E-4	7.2E-4	1.4E-4	8.5E-3	4.7E-3
29	2.0E-2	4.8E-4	2.2E-4	6.7E-4	1.3E-4	8.3E-3	4.4E-3
30	1.9E-2	4.5E-4	2.0E-4	6.3E-4	1.3E-4	8.0E-3	4.1E-3
31	1.8E-2	4.2E-4	1.9E-4	5.8E-4	1.2E-4	7.8E-3	3.8E-3
32	1.7E-2	3.9E-4	1.8E-4	5.4E-4	1.1E-4	7.6E-3	3.6E-3
33	1.6E-2	3.7E-4	1.6E-4	5.1E-4	1.0E-4	7.4E-3	3.3E-3
34	1.6E-2	3.4E-4	1.5E-4	4.7E-4	9.5E-5	7.1E-3	3.1E-3
35	1.5E-2	3.2E-4	1.4E-4	4.4E-4	8.8E-5	6.9E-3	2.9E-3
36	1.4E-2	3.0E-4	1.3E-4	4.1E-4	8.2E-5	6.7E-3	2.7E-3
37	1.3E-2	2.8E-4	1.2E-4	3.8E-4	7.7E-5	6.5E-3	2.5E-3
38	1.3E-2	2.7E-4	1.1E-4	3.6E-4	7.1E-5	6.4E-3	2.3E-3
39	1.2E-2	2.5E-4	1.1E-4	3.3E-4	6.7E-5	6.2E-3	2.2E-3
40	1.2E-2	2.3E-4	1.0E-4	3.1E-4	6.2E-5	6.0E-3	2.0E-3
41	1.1E-2	2.2E-4	9.3E-5	2.9E-4	5.8E-5	5.8E-3	1.9E-3
42	1.1E-2	2.1E-4	8.7E-5	2.7E-4	5.4E-5	5.6E-3	1.8E-3
43	1.0E-2	1.9E-4	8.1E-5	2.5E-4	5.0E-5	5.5E-3	1.6E-3
44	9.6E-3	1.8E-4	7.5E-5	2.3E-4	4.7E-5	5.3E-3	1.5E-3
45	9.1E-3	1.7E-4	7.0E-5	2.2E-4	4.4E-5	5.2E-3	1.4E-3
46	8.7E-3	1.6E-4	6.6E-5	2.0E-4	4.1E-5	5.0E-3	1.3E-3
47	8.3E-3	1.5E-4	6.1E-5	1.9E-4	3.8E-5	4.9E-3	1.3E-3
48	7.9E-3	1.4E-4	5.7E-5	1.8E-4	3.6E-5	4.7E-3	1.2E-3
49	7.6E-3	1.4E-4	5.3E-5	1.7E-4	3.3E-5	4.6E-3	1.1E-3
50	7.3E-3	1.3E-4	5.0E-5	1.6E-4	3.1E-5	4.4E-3	1.0E-3
51	6.9E-3	1.2E-4	4.6E-5	1.5E-4	2.9E-5	4.3E-3	9.5E-4
52	6.6E-3	1.1E-4	4.3E-5	1.4E-4	2.7E-5	4.2E-3	8.9E-4
53	6.4E-3	1.1E-4	4.1E-5	1.3E-4	2.5E-5	4.1E-3	8.3E-4
54	6.1E-3	1.0E-4	3.8E-5	1.2E-4	2.4E-5	3.9E-3	7.8E-4
55	5.8E-3	9.6E-5	3.5E-5	1.1E-4	2.2E-5	3.8E-3	7.3E-4
56	5.6E-3	9.0E-5	3.3E-5	1.0E-4	2.1E-5	3.7E-3	6.8E-4
57	5.4E-3	8.5E-5	3.1E-5	9.8E-5	1.9E-5	3.6E-3	6.4E-4
58	5.1E-3	8.1E-5	2.9E-5	9.2E-5	1.8E-5	3.5E-3	6.0E-4
59	4.9E-3	7.7E-5	2.7E-5	8.6E-5	1.7E-5	3.4E-3	5.6E-4
60	4.7E-3	7.2E-5	2.5E-5	8.0E-5	1.6E-5	3.3E-3	5.2E-4
61	4.5E-3	6.9E-5	2.4E-5	7.5E-5	1.5E-5	3.2E-3	4.9E-4
62	4.4E-3	6.5E-5	2.2E-5	7.1E-5	1.4E-5	3.1E-3	4.6E-4
63	4.2E-3	6.2E-5	2.1E-5	6.6E-5	1.3E-5	3.0E-3	4.3E-4
64	4.0E-3	5.8E-5	1.9E-5	6.2E-5	1.2E-5	2.9E-3	4.0E-4
65	3.9E-3	5.5E-5	1.8E-5	5.8E-5	1.2E-5	2.8E-3	3.8E-4
66	3.7E-3	5.3E-5	1.7E-5	5.5E-5	1.1E-5	2.7E-3	3.5E-4
67	3.6E-3	5.0E-5	1.6E-5	5.1E-5	1.0E-5	2.7E-3	3.3E-4
68	3.5E-3	4.7E-5	1.5E-5	4.8E-5	9.5E-6	2.6E-3	3.1E-4
69	3.3E-3	4.5E-5	1.4E-5	4.5E-5	8.9E-6	2.5E-3	2.9E-4
70	3.2E-3	4.3E-5	1.3E-5	4.3E-5	8.4E-6	2.4E-3	2.8E-4
71	3.1E-3	4.1E-5	1.2E-5	4.0E-5	7.9E-6	2.4E-3	2.6E-4
72	3.0E-3	3.9E-5	1.2E-5	3.8E-5	7.4E-6	2.3E-3	2.4E-4
73	2.9E-3	3.7E-5	1.1E-5	3.6E-5	7.0E-6	2.2E-3	2.3E-4
74	2.8E-3	3.5E-5	1.0E-5	3.3E-5	6.5E-6	2.2E-3	2.2E-4
75	2.7E-3	3.4E-5	9.7E-6	3.2E-5	6.2E-6	2.1E-3	2.0E-4
76	2.6E-3	3.2E-5	9.1E-6	3.0E-5	5.8E-6	2.0E-3	1.9E-4
77	2.5E-3	3.0E-5	8.6E-6	2.8E-5	5.5E-6	2.0E-3	1.8E-4
78	2.4E-3	2.9E-5	8.1E-6	2.6E-5	5.1E-6	1.9E-3	1.7E-4
79	2.3E-3	2.8E-5	7.6E-6	2.5E-5	4.8E-6	1.8E-3	1.6E-4
80	2.2E-3	2.6E-5	7.2E-6	2.3E-5	4.6E-6	1.8E-3	1.5E-4
81	2.1E-3	2.5E-5	6.7E-6	2.2E-5	4.3E-6	1.7E-3	1.4E-4
82	2.1E-3	2.4E-5	6.4E-6	2.1E-5	4.1E-6	1.7E-3	1.3E-4
83	2.0E-3	2.3E-5	6.0E-6	2.0E-5	3.8E-6	1.6E-3	1.3E-4
84	1.9E-3	2.2E-5	5.7E-6	1.9E-5	3.6E-6	1.6E-3	1.2E-4
85	1.9E-3	2.1E-5	5.3E-6	1.8E-5	3.4E-6	1.5E-3	1.1E-4
86	1.8E-3	2.0E-5	5.0E-6	1.7E-5	3.2E-6	1.5E-3	1.1E-4
87	1.7E-3	1.9E-5	4.8E-6	1.6E-5	3.1E-6	1.4E-3	1.0E-4
88	1.7E-3	1.9E-5	4.5E-6	1.5E-5	2.9E-6	1.4E-3	9.5E-5
89	1.6E-3	1.8E-5	4.2E-6	1.4E-5	2.7E-6	1.4E-3	9.0E-5
90	1.6E-3	1.7E-5	4.0E-6	1.3E-5	2.6E-6	1.3E-3	8.6E-5
91	1.5E-3	1.6E-5	3.8E-6	1.3E-5	2.5E-6	1.3E-3	8.1E-5
92	1.5E-3	1.6E-5	3.6E-6	1.2E-5	2.3E-6	1.2E-3	7.7E-5
93	1.4E-3	1.5E-5	3.4E-6	1.1E-5	2.2E-6	1.2E-3	7.3E-5
94	1.4E-3	1.4E-5	3.2E-6	1.1E-5	2.1E-6	1.2E-3	6.9E-5
95	1.3E-3	1.4E-5	3.1E-6	1.0E-5	2.0E-6	1.1E-3	6.6E-5
96	1.3E-3	1.3E-5	2.9E-6	9.9E-6	1.9E-6	1.1E-3	6.2E-5
97	1.2E-3	1.3E-5	2.8E-6	9.4E-6	1.8E-6	1.1E-3	5.9E-5
98	1.2E-3	1.2E-5	2.6E-6	8.9E-6	1.7E-6	1.0E-3	5.6E-5
99	1.2E-3	1.2E-5	2.5E-6	8.5E-6	1.6E-6	1.0E-3	5.3E-5
100	1.1E-3	1.1E-5	2.4E-6	8.1E-6	1.5E-6	9.8E-4	5.1E-5
110	8.1E-4	7.7E-6	1.4E-6	5.0E-6	9.5E-7	7.2E-4	3.1E-5
120	5.9E-4	5.3E-6	9.2E-7	3.3E-6	6.1E-7	5.4E-4	2.0E-5
130	4.4E-4	3.8E-6	6.1E-7	2.2E-6	4.0E-7	4.0E-4	1.3E-5
140	3.2E-4	2.7E-6	4.1E-7	1.5E-6	2.8E-7	3.0E-4	9.2E-6
150	2.4E-4	1.9E-6	2.8E-7	1.0E-6	1.9E-7	2.2E-4	6.4E-6
160	1.8E-4	1.4E-6	2.0E-7	7.4E-7	1.3E-7	1.6E-4	4.5E-6
170	1.3E-4	1.0E-6	1.4E-7	5.3E-7	9.6E-8	1.2E-4	3.2E-6
180	9.9E-5	7.2E-7	1.0E-7	3.8E-7	6.9E-8	9.2E-5	2.3E-6
190	7.4E-5	5.2E-7	7.3E-8	2.7E-7	5.0E-8	6.9E-5	1.7E-6
200	5.6E-5	3.8E-7	5.3E-8	2.0E-7	3.6E-8	5.2E-5	1.2E-6
210	4.2E-5	2.8E-7	3.8E-8	1.4E-7	2.6E-8	4.0E-5	8.7E-7
220	3.2E-5	2.0E-7	2.8E-8	1.0E-7	1.9E-8	3.0E-5	6.3E-7
230	2.4E-5	1.5E-7	2.0E-8	7.5E-8	1.4E-8	2.3E-5	4.6E-7
240	1.8E-5	1.1E-7	1.5E-8	5.5E-8	9.9E-9	1.7E-5	3.3E-7
250	1.4E-5	7.7E-8	1.1E-8	4.0E-8	7.2E-9	1.3E-5	2.4E-7
260	1.1E-5	5.6E-8	7.7E-9	2.9E-8	5.2E-9	1.0E-5	1.8E-7
270	8.3E-6	4.1E-8	5.6E-9	2.1E-8	3.8E-9	7.9E-6	1.3E-7
280	6.4E-6	3.0E-8	4.1E-9	1.5E-8	2.8E-9	6.1E-6	9.3E-8
290	4.9E-6	2.2E-8	3.0E-9	1.1E-8	2.0E-9	4.7E-6	6.8E-8
300	3.8E-6	1.6E-8	2.2E-9	8.1E-9	1.5E-9	3.7E-6	4.9E-8
310	3.0E-6	1.2E-8	1.6E-9	5.9E-9	1.1E-9	2.9E-6	3.6E-8
320	2.3E-6	8.4E-9	1.1E-9	4.3E-9	7.8E-10	2.2E-6	2.6E-8
330	1.8E-6	6.1E-9	8.4E-10	3.1E-9	5.7E-10	1.8E-6	1.9E-8
340	1.4E-6	4.5E-9	6.1E-10	2.3E-9	4.2E-10	1.4E-6	1.4E-8
350	1.1E-6	3.3E-9	4.5E-10	1.7E-9	3.0E-10	1.1E-6	1.0E-8
360	8.8E-7	2.4E-9	3.3E-10	1.2E-9	2.2E-10	8.6E-7	7.4E-9
365	7.8E-7	2.1E-9	2.8E-10	1.0E-9	1.9E-10	7.7E-7	6.4E-9
370	7.0E-7	1.8E-9	2.4E-10	9.0E-10	1.6E-10	6.8E-7	5.4E-9
380	5.5E-7	1.3E-9	1.7E-10	6.6E-10	1.2E-10	5.4E-7	4.0E-9
390	4.4E-7	9.5E-10	1.3E-10	4.8E-10	-	4.3E-7	2.9E-9
400	3.5E-7	7.0E-10	-	3.5E-10	-	3.4E-7	2.1E-9
410	2.8E-7	5.1E-10	-	2.6E-10	-	2.7E-7	1.6E-9
420	2.2E-7	3.8E-10	-	1.9E-10	-	2.2E-7	1.2E-9
430	1.8E-7	2.8E-10	-	1.4E-10	-	1.7E-7	8.6E-10
440	1.4E-7	2.1E-10	-	1.0E-10	-	1.4E-7	6.3E-10
450	1.1E-7	1.5E-10	-	-	-	1.1E-7	4.7E-10
460	9.0E-8	1.1E-10	-	-	-	8.9E-8	3.5E-10
470	7.3E-8	-	-	-	-	7.2E-8	2.6E-10
480	5.8E-8	-	-	-	-	5.8E-8	1.9E-10
490	4.7E-8	-	-	-	-	4.6E-8	1.4E-10
500	3.8E-8	-	-	-	-	3.7E-8	1.1E-10
510	3.0E-8	-	-	-	-	3.0E-8	-
520	2.5E-8	-	-	-	-	2.4E-8	-
530	2.0E-8	-	-	-	-	2.0E-8	-
540	1.6E-8	-	-	-	-	1.6E-8	-
550	1.3E-8	-	-	-	-	1.3E-8	-
560	1.0E-8	-	-	-	-	1.0E-8	-
570	8.4E-9	-	-	-	-	8.4E-9	-
580	6.8E-9	-	-	-	-	6.8E-9	-
590	5.5E-9	-	-	-	-	5.5E-9	-
600	4.4E-9	-	-	-	-	4.4E-9	-
610	3.6E-9	-	-	-	-	3.6E-9	-
620	2.9E-9	-	-	-	-	2.9E-9	-
630	2.4E-9	-	-	-	-	2.3E-9	-
640	1.9E-9	-	-	-	-	1.9E-9	-
650	1.5E-9	-	-	-	-	1.5E-9	-
660	1.2E-9	-	-	-	-	1.2E-9	-
670	1.0E-9	-	-	-	-	1.0E-9	-
680	8.2E-10	-	-	-	-	8.2E-10	-
690	6.6E-10	-	-	-	-	6.6E-10	-
700	5.4E-10	-	-	-	-	5.4E-10	-
710	4.4E-10	-	-	-	-	4.3E-10	-
720	3.5E-10	-	-	-	-	3.5E-10	-
730	2.9E-10	-	-	-	-	2.8E-10	-
740	2.3E-10	-	-	-	-	2.3E-10	-
750	1.9E-10	-	-	-	-	1.9E-10	-
760	1.5E-10	-	-	-	-	1.5E-10	-
770	1.2E-10	-	-	-	-	1.2E-10	-
780	1.0E-10	-	-	-	-	-	-
